,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X000725.SZ,X002304.SZ,X600104.SH,X002475.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X300014.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X000157.SZ,X600703.SH,X002241.SZ,X600741.SH,X000625.SZ,X002129.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X002371.SZ,X601877.SH,X002236.SZ,X002049.SZ,X000799.SZ,X600584.SH,X002414.SZ,X600183.SH,X000800.SZ,X601799.SH,X600779.SH,X300003.SZ,X300146.SZ,X002008.SZ,X002074.SZ,X600089.SH,X000977.SZ,X600707.SH,X600118.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.241497521500356,0,0,0,0,0,0,0,0,0.109306816113372,0,0,0.121085424220723,0,0,-0.0235576696171187,0,0,0.0124389946259182,0,0.0422943197773073,0,0,0,0,0,0,0,0,-0.125306454719051,0,0,0.0613703579932229,0.136779108441685,0,0,0,0,0,0.0949956361519557,0,0,0,0,0,0,0,0,0,0,0.0304283485223843,-0.043880260045967,0,0,0,0.0103270179546411,0,0
X000858.SZ,0.0910564419171557,0,0,0,0,0.237356097006713,0.127099658052175,0,0,0,0.105203574061095,0,0,0,0,0,0,0,0,0,0.0911292972813241,0,0,0,0,0.0347003080577482,0,0.0231505314473648,0,0,0,0,0.0613336461990977,0,0.15765502452009,0,0,0,0,0.0158366317274653,0,0,-1.73472347597681e-18,0,0.0503141013280836,0,0,0,0,0,0,-0.0112215606395657,0,0,0,0,0.0144776071465779,0,0
X002415.SZ,0,0,0,0,0,0.0540004644160518,0,0,0,0,0.106284331021181,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.265401575635497,0,0,0.307952963858587,0,0.0933130288450345,0,0.014947542589365,0,0,0,0,0,0,0,0,0,0,-0.04513506885627,0,0.0410289977200381,0,0.0517360394817155,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0985595453697852,0.0819582092655883,0,0,0,0,0,0.0357681496068859,0,0,0,-0.10251355863176,0,0,0,0,0.0289023069048502,0,0,0,0,0,0.227606617316561,0.0573632044517521,0,0,0,0,0,0,-0.0230836960432915,0,0,0,0,0,0,-0.124404736324332,0,0,0,0,-0.00570315710427909,0,0,0,0.00121423509650474,0.0159451795805942,0,0,0,0.0422805795533965,0,0
X000651.SZ,0,0,0,0,0,0,0,0.131510219754079,0,0,0.0156777196258877,0,0,0,0,0,0,-0.0393705338696065,0,0.257051504933783,0,0.0239294148546435,0,0,0,0,0,0,0,0,0.00773613405032076,0,0,0,0,0,0,0,0,0,0,0,-0.0451226728262259,0,0,0.00860744456993166,0,0,0,0,0,-0.0151983023358655,0,0,0,0,-0.0195984539119085,0,0
X000568.SZ,0,0.33881672923598,0,0.175538581708838,0,0,0.00659068462995965,0,0,0,0,0,0,0,0.0887992264826514,0,0.130325973221331,0,0,0,0,0,-0.116957102053486,0,0,0,0,0,0,0,0,0,0,0,0.196081057816911,0,0,0,0,0,0.267346882592872,0,0,0,0,0,0,0,0,0,0,0,-0.0202865145866741,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0796192389439655,0,0,0.218657522040715,0,0,0,0,0,0,0,0.0725341683121318,0.11011620368616,0,0,0,0,0,0,0,0,0,0,0,0,0.119999484706754,0,0,0,0.276898915209011,0,0,0,0,1.73472347597681e-18,0.122013735611763,0,0,0,0,0,0,0,0,0,0,0,-0.0559789518395426,0,0,0,-0.0110048810531175,0,0
X600690.SH,0,0,0.0336900971367178,0,0.367112513889911,0,0.120909664148537,0,0,0,0.0865203168210773,0,0,0.0719432590582925,0,0,0,0.00143819966752794,0,0,0,0,0,0,0.146660151469144,0,-0.071311709918054,0.188702244259481,0,0,0,0,0.0539587483502843,0,0,0,0,0,0,0,0.0633693592044801,0,0,0,0,0,0,-0.0105006301891449,0,0,0,0.0135527022654644,0,0,0,0,-0.000910181053276122,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170824647257361,0,0,0,0,0.104591647063929,0.0611007270285814,0.0552532822288936,0,0,0.330043099647874,0.318072879495177,0,0,0,0,0,0,0,0,0,0.124160627731459,0,0.0949309655690079,0.072805962702471,-0.107652065079644,0,0,0,0,0,0.00905977502187671,0,0,0,-0.0174673547885859,0,0,0,0,0.0578926418852428,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254053526955158,0,0,0.080773955421258,0,0,0,0.115809816650515,0,0,0,0,0,0,1.38777878078145e-17,0,0.0319192317237063,0.0810640994439304,0,0,0,0,0,0,0,0,0.0202876262426241,0,0.00694609409278719,0,0,0,0,0.045909429736129,0,0,0,-0.0624142834646611,0,0
