,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X601877.SH,X002236.SZ,X000581.SZ,X000550.SZ,X000559.SZ,X000050.SZ,X600118.SH,X002475.SZ,X000568.SZ,X600271.SH,X000623.SZ,X600066.SH,X002294.SZ,X600839.SH,X002129.SZ,X300124.SZ,X002456.SZ,X002007.SZ,X000869.SZ,X000400.SZ,X600867.SH,X300003.SZ,X600177.SH,X600435.SH,X000800.SZ,X002292.SZ,X002038.SZ,X000977.SZ,X002465.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0690579566711336,0,0,0,0,0.490023304226501,0,0,0,0,0.115808642027798,0,0,0,-0.00884079953674069,0,0,0,-0.233023438798094,0.0663339631011948,0,0,0,0,0,0,0,0.290232243639075,0,0,0,0,0,0,0,0,0,0.0870044860232833,0,0,-0.00845479733663134,0.0253414559820535,0,0,0,-0.0858421478463064,0,0
X600519.SH,0,0,0.0650173744597052,0,0,0.178562591139104,0,0.192269498622959,0,0.0454690782047593,0,0,0,0,0,0,0.166730526180943,0,0,0,0,-0.0168283554397415,0,0,0,0,0,0,0,0,0,0,0,-0.0376375810111665,0,0,0,0,0,0,0.0483706866792913,0,0,0,-0.0356680574824269,0,0,0,0,0.107680973220686,0,0,-0.0390925838639695,0,0,0,-0.0799924266165479,0,0
X000725.SZ,0,0.0916502246836338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35412227545668,0,0.161663321120834,0,0,0,-0.0333522227771944,0,0,0,0,0,0,0,0,0.0281046645907788,0,0,0.0532676773675909,0,0,0.0130713203314103,-0.158744857040186,0,0,0,0,0,0,0,0,0,0.0166263477661552,-0.0312633941078927,0,0,0,0,0,0
X000651.SZ,0.0292695449816804,0,0.0879635690213604,0,0,0,0,-0.0922434294952248,0,0.193819642106708,0,0,0,0.120579802636844,0,0,0,0,0,0,0.187131701880632,0,0,0.0474608837480646,0,-0.0629513488540084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102955603134943,0,0.092939106970212,0,0,0.0186964161611585,0.0856710851832861,0.119937335692075,0,0,0,0.000899972331715334,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0433258597791716,0,0,0,0,0,0,0,0,0.159272283170895,0,0,0,0,0.137591879761584,0,0,0,0.180699361894389,0,0,0.00277707804425623,0.0686203083999244,0,0,0,0,0,0,0,0,0.1789644829907,0,0,0,0,0,0,0,0,-0.0519239577438521,0,0,0,0.0045596621626389,0.0198632891013497,0,0,-0.00226397543958501,0.0160910337997163,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.085413280166715,0.0390638237335391,0,0,0,0.129117139663754,0,0,0.0101864966554637,0,0,0,0,0.1007868145414,-0.00251155594725529,0,0,0.336363019913549,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153663073256884,0,0,0,0,0,0,0
X000625.SZ,0.0391278332979162,0,0,0,0.0476005324049292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950695139039845,0,0,0,0,0.045469464091145,0,0,0,0,0,0,0,0.123663925771203,0,0,0,0,0,0,0,0,-0.063388110017841,0,0,0,0,0,0.0893148634475235,0,-0.00107980219035204,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.195679471798084,0,0,0,0,0,0,0,0,0,0,0,-0.11449373934048,0,0,0.221989808625358,0,0,0,0,-0.0722018557431864,0,0,0.382495239233969,0,-0.107687450991691,0,-0.26549222191714,0,0.146626001657502,0,0,0,0,0,0,0,0,0,0,0,0.393871644100801,0,0,0.00610116726684976,0,0.00699662450309261,0.00468912576258266,0.0218189686030732,0,0,0,0,0
X600276.SH,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0484026822073018,0,0,0,0,0.02279084351257,0,0,0,0,0,0,0.0393009304136938,0,0,0,0,0,0,0,0,-0.0774605924202933,0,0,0,0.193706979968587,0,0,0,0,0,0,0,0,0,-0.133541763375538,0,0,0,0,0.00768377707518033,0,0,0,-0.174572792114622,0,0
X600690.SH,0,0.269513439012881,0.152542117564687,0.153961411816392,0,0,0,0,0,0,0,0,0,0.141443445615283,0,0,0.139014744533204,0,0.124688425523771,0.122965780507927,0,0,0,0,0,0,0.0312731393140312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842827463004728,0,0,0,0,0,0,0,0.0418299546182719,-0.0665706890031587,0,-0.0260511153983488,0.09673869512935,0,0,0,0,0,0
