,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002241.SZ,X600703.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X000338.SZ,X000596.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600779.SH,X600702.SH,X601799.SH,X600884.SH,X000157.SZ,X600522.SH,X000733.SZ,X600584.SH,X600183.SH,X002414.SZ,X002007.SZ,X600563.SH,X000800.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.435671026219464,0,0.0809630706042095,0,0.0719582178893675,0,0,0,0,0,0,0,-0.0352225599770029,0,0,0,0,0,0,0,0,0,0,0,0,0.041220096840054,0,0,0,0,0,0,0,0,0,0.035388941147019,0,0,0,0,-0.0502946540336558,0,0,0,0,0,0.00546143255110249,0,0,0,0,0,0,0,0,-0.000463444607344648,0,0
X000858.SZ,0,0,0,0.437610070791218,0,0,0,0,0,0,0.124653824446946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156582785895395,0,0,0,0,0,0.0160160771702638,0,0,0,1.73472347597681e-18,0.0922610256661101,0,0,0,0,-0.0252674420896484,0,0,0,0,0,0,0,0,0,-0.01605451734219,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.00229296523633378,0.174163791449203,0,0,0,0,0,0,0,0,0,0,0,-0.0126006944752814,0.0386351076182276,0,0,0,0,0,0,0.134369725203554,0,0,0,0,0,0,0,0,0,0,0.0253062684052302,0,0,0,0,0,0,0,0,0.0191462503373269,0,0,0,-0.00245108485744705,0,0,0,0.0398143826661882,0,0
X600809.SH,0,0.152442163537636,0,0,0,0,0,0.00229209689676121,0,0,0,0,0,0,0,0,-0.0505789765494403,0,4.33680868994202e-19,0,0,0,0,0,-0.0456465731061543,0.0707367426008898,-0.00185399885282394,0,0,0,0.0877476375411998,0,0,0,0,0.562867811825138,0,0,0.120766730875403,0,0,-0.0676332200653834,0,0,0,0,0,0,0,0,0,-0.0423233709958915,0,0,0,0,0.0174359997576638,0,0
X600276.SH,0,0,0,0.311996767993574,0,0,0,0.075826417251681,0.0738721922416933,0,0,0,0,0,0,-0.091286032553952,0,0,0,0,0,0.0640893967703243,0,0,-0.0527041774320656,0,0,0,-0.0472825074113501,0,0,0.0522174594419088,0,0.125390600288558,0,0.241098282694532,0,0,0,-0.385196345831698,0,0.00257798395756482,0,-0.0452576899849051,0,0,0,0,0,0,0,0,-0.00497577620901348,0,0,0,0.0355467278147329,0,0
X000568.SZ,0,0.0911988869085018,0,0.181784146412153,0,0,0,0,0,0,0,0,0,0,0,0,0.0467591775929453,-0.0295876977979306,0,0,0,0,0,0.269687656381015,-0.0628974644005135,0.0211239872521163,0,0,0,0,0,0,0,0,0,0.0896509412943297,0.136234075771931,0,0,-0.0450250109663747,0,-0.0474836591421884,-0.0464988946939072,0,0,-0.101582285261531,0,0,0,0,0,0.0406385790216233,0,0,0,0,0.0510123819825174,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0528963829626372,0,0,0,0,0.112130633380964,0,0.0668151024696307,0,0,0,0,0,0,0,0,0,0,0,0.0294949558709332,-0.147213282771631,0,0,0,0,0.0961435240186356,0,0.0903967387208785,0,0,0,-0.0387229469026018,0.00808933070535962,0,0,0,0,0,0,0,0,-0.0248509242032677,0,0,0,0.181262011503238,0,0
X002304.SZ,0,0.13870524411413,0,0.200210383579209,0,0,0,0,0.171210844285883,0,0,0,0,0,0,0,0,0,0,0,-0.132274870575261,0,0,0.0568836623693265,0,0,0,0,0,0,0,0,0,0,0,0.133095561300493,0.0823969430235262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282202440224799,0,0,0,0,-0.0490927511155047,0,0
X600690.SH,0,0.0419101491380891,0.141037968794022,0,0.0325838660886727,0,0,0,0,0,0,0,0.0706230389069995,0,0,0,0,0,0,0,-0.0578962599742892,0,0,0,0,0,0,0,0,0.218050205421157,-0.0335421619291149,0.0765881178576661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372180536881055,0,0,0.017142946448089,0,0.00080470308343438,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214923153123536,0,0,0,0,0.0511181154673998,0.000800655804745731,0,-0.018087223507896,0,0,0,0,0,0.0688168815295808,-0.0193675354301453,0,0.0165406044021317,-0.0729822337154601,0,0.128958000464835,0,0.0475139444924634,0.00537815234405825,0,0,0,0,0,0,0,-0.0910011847345171,0.109483418328198,0,0,0.0260695957924835,0.0162871265629649,0,0,0,-0.0288684217770208,0,0
X300014.SZ,0,0,-0.0253523799493863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142555101353059,0,0.0869237968728558,0.119990328446047,0,0,0,0.0913162955601844,0,0,-0.112390334088617,0,0.186460986003662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869535583353767,0,0,0,0.158621792483003,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105570557109208,0,-0.318589702608278,0.414997496566158,0,-0.141984837022207,0,0,0,0.199960291588678,-0.286677991107831,-0.048976686768594,0,0,0,0.341591635550043,0.0641364508182718,0,0.424026228657516,0,0,-0.0773567930239191,0,0,0,6.93889390390723e-18,0.126403760155784,0,0,0,0,-0.0160074850285705,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.223756901030679,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.275513859642092,0,0.0163219625512758,0,-0.0722178824136302,0,0,0,0,-0.0925988345771641,0,0,0.112060572691193,0,0,0.0482007517004726,0,0,0,0,0,0,0,0,0.0695279952270556,0,0,0,0,0,0.0517663901960407,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.108577777634484,0,0,0.00330064305034787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135014125025635,0,0,-0.0727478905655196,0,-0.0468056623464583,0,0.0881922467327534,0.342342224496769,0,0.0193610379294494,0,0,0,0,0,0,0,0,0.0109380023717192,0.0206598989951674,0,0,0,0,0,-0.015359550177993,0,0,0,0,-0.0203920449240606,-0.0649039082327863,0,0,0,0,0
