,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X002475.SZ,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X000100.SZ,X600066.SH,X002456.SZ,X000338.SZ,X601877.SH,X002508.SZ,X002085.SZ,X300124.SZ,X600177.SH,X300136.SZ,X600271.SH,X300003.SZ,X600118.SH,X002008.SZ,X000157.SZ,X600522.SH,X002007.SZ,X600089.SH,X002294.SZ,X600867.SH,X000066.SZ,X600487.SH,X600372.SH,X600699.SH,X002180.SZ,X000559.SZ,X300115.SZ,X600566.SH,X600809.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0956743356078827,0,0,0.0167303232125054,0,0.147518339607609,0,0,0,0.0275957364355103,0,0,0,0.0564208955539638,0,0,0,0,-0.161480273807036,0,0,0,0,0,0.101090760284908,0,0,0,0.0981954469903601,0,0,0,0.151540940641738,0,0,0,0,0.025011423331582,0,0.0980001683265571,0,0,0,0.000578591056987815,0,0,0,0,0,0
X600104.SH,0,0,0,-3.46944695195361e-18,0,0,0,0,0.185295319920657,0,0.263146791593094,0.0760971379574355,-0.0142969262673055,0,0.315111748565092,0,-0.0130940831670363,0,0,0,-0.098866747928959,-0.0669290548493997,0,0.0882871022418679,-0.0865145815074856,0,0,-0.00389637651420949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122383112218174,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0768898869008316,0,0,-0.0367394105672289,0,0,0,0,0,0,0,0.3624961401581,0,0,0,0,0,0,0.252750694524619,0,0,0,0,0,0,0,-0.0280438464296951,0,0.0287195549474684,0,0,0,0.0670407069351748,0,0,0,0,-0.141293305342202,0,0,0.145319101800318,0,-0.115336511054453,0,-0.0116483620518561,0.0152372288792568,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0883205128144545,0,0.0324906448366422,0.0959653617423688,0,0.211317689166575,0,0.0601155922187377,0,0,0,0,0,0,0,-0.0988839674754597,0,0,0.161018903817386,-0.00392904289750985,0,0,0,0,0,0,0,0,0,0,0,0,-0.0990050663290972,0,0,0,0,0,-0.130765451706837,0,0,0.0818093295100729,0.0644563006535934,0,0.0262769478061868,-0.00767852236262082,0,0,0,0,0,0
X000858.SZ,0,0,0,0.104779933225026,0,0,0,0,0,0,0,0,0.442810284016379,0.0321671329341985,0,0,0.0344038752890217,0,0,0,0,0.125276857101408,0,0,0,-0.0190103296325759,0,0,0,0,0,0.0158569446236396,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.112896730268472,0,0,-0.0143632316467211,0.0111899112353948,0,0,0,0,0,0
X000725.SZ,0,0,0.380106801631719,0,0,0,0,0,0,0,0,0,0,-0.293888500154598,0,0,0,0,0,-0.111886247193148,0,0.204176592449741,0,0,0.0381551956680151,0.105564069536829,0,0,0.407187723680618,0,0,0,0,0,0,0.148433348945564,0,0,0.00114076338676466,0.0704898535406236,0.0889065469307032,0,0,0,0.12564112774262,0.178696576454453,0,0,0,-0.0455267717522859,0.0277818868708858,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0309082032325838,0,0.0688837963009244,0,0.0272172948963161,0,0,0,0,0,0,0,-0.0847903170772338,0,0,0.00929575404135515,8.67361737988404e-19,0,0.146680815370211,0,-0.00186658226322863,0,0,0,0,0,0,-0.003772545342111,0,0,-0.0510102429315958,0,0,-0.0477367310690193,0.0899457788224348,-0.0840888669842149,0,0,-0.0236609112037824,-0.107682232717529,0,0.0175729819123663,0,0,0.00308880725063044,0,0,0,0,0,0,0
X002304.SZ,0.134838395222635,0.499025480191372,0,0,0,0,0,0,0.12737594256142,0,0,0,0,-0.262676755040541,0.309561962679707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700149866971522,0,0,0,0,0,0,0,0,0,0,0,-0.0729873257240979,0,0,0,0,0.0584360732436439,0,0,0.00796606753664659,0.0896925291715529,0,0,0,0,0,0
X600690.SH,0,0.397559000332488,0,0,0,0,0,0.136617159179725,0,0,0,0,0,0,0.101766619197221,0,0.0486483336532023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000596411467484535,0,0,0,0,0,0,-0.105880479632666,0,0,0,0,0,0.0568733640929016,0,0,0.103230596561631,0,0.0102260090648982,-0.0145322384332255,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0135748843201173,0,0.0672999671559804,0,0,-0.0235075352924718,0,0,0,-0.107177750298783,0,0.0467031758028549,0,0,0,0,0,0,0,0,0.0502967945615208,-0.0671149890586768,0.127795330139182,0,0,0,0,0,0,0,0,0.161025961241397,0,0,0,0,0.0903100551526228,0.13644007555097,0,0,0,0,0,-0.0178819551521935,-0.05124651914847,0,0.01611607579079,-0.0248888186230411,0,0,0,0.122873914139,0,0
