,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X600066.SH,X000100.SZ,X002292.SZ,X600177.SH,X600031.SH,X002236.SZ,X000568.SZ,X600118.SH,X002475.SZ,X000559.SZ,X002506.SZ,X600372.SH,X002074.SZ,X000157.SZ,X300003.SZ,X000338.SZ,X300124.SZ,X000050.SZ,X002456.SZ,X002426.SZ,X002085.SZ,X002007.SZ,X002249.SZ,X002294.SZ,X600867.SH,X600089.SH,X000869.SZ,X002180.SZ,X002049.SZ,X000981.SZ,X002179.SZ,X002465.SZ,X600699.SH,X002008.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.164043009139122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00312174564716622,0,0.144581138578447,0,0,-0.0325129866816124,0,0,0,0,0,0,0,-0.140328412362951,-0.00535345633053775,0,0,0,0,0,0,0.150169700516081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.173842346629664,0,0.163132617242441,0,0.0893985428560172,-0.00330786099831486,0.00366457847846238,0,0,0,0,0,0.00150678219952664,0,0,0,0,-0.0282617474400031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059392827248435,0,0,0,0,0.0252337145235726,0,0,0.0847076835616531,-0.031922687522372,0,0.093424784140975,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0788308175610914,0,0,0,0.091086050426497,0,0,0.0943006931244701,0,0,0,0,0,0,0,0,0,0.038868913588871,0,0,0,0,0.0055386368764203,0.0702957557275828,0,0,0,0.136026029388134,0,0,0,0,0,0.0131691104336173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.158674899664465,0,0,0,0.234661104817441,0,0,0,0,0.0433952656134049,0,0,0.0582064058754144,0,0,0,0,0,0,0,0,0,0,0,0.0539090900193272,0,-0.0383787008314839,0,0,0,0,0,0,0.0561891382552006,0,0.0196385964909333,0,0,0,0,0.0941513675482108,-0.0966870192848638,0,0.0584740198012283,0,0,0,0,0,0,0.00614753619727788,0,0,0,0,0,0,0
X002304.SZ,0.0736736760169377,0,0,0.474067212240263,0,0,0,-0.0151888719990604,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.197084042020511,0,0,0,-0.125524059867503,0,-0.0204980879971781,0,0,0,0.0443789823006352,0.000488614722555473,0,0,0,0.149203801917997,0,0,0,0,0,-0.0852268652412752,0.136371641373634,0,0.119661662143436,0,-0.0565729988672584,0.0703799465718098,0,0,0.0150936636164849,-0.00697018297390464,0,0,0,0,0,0
X600276.SH,0,0.338768807202675,0,0,0,0,0,0,0,0.0132598177545459,0,0,0,0,0.143333406658968,0,0,0,0,0,0,0,0,0,-0.0304067750859936,0,0.100613098181664,0,0,0,0,-0.0104845581962358,0,0,0,0,0,0,0,0,0,-0.0309041946797237,0.0187977758047383,-0.0253704817177898,0,0,0,0,0.158582620358949,0,-0.0105147373801731,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081362801297894,0,0.0237486865623572,0,0,0,0,0.133137455784811,0.127649462677743,0.0409918184279904,0,0,0,0,0,0.0476797462813304,0.0269388461593551,0,0,0,0,0,0,0,0,0,0,0.0410072737498453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.00446363622665189,-0.0232690716389644,0.330376347298386,0,0,0,0,0,0,0,0.130181636792389,0,0.139307148975791,0,0,0,0,0,0,0,0,0.159365166611735,-0.0450746263239296,0.0468077334326326,-0.0615909261919572,0,0,0,0,-0.152346245484108,0.135820057165943,0,0.108813675999841,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.194751398238618,0,0.115645353892252,0,0,0,0,0,0,0
X000063.SZ,0.0373130813260593,0,0,0.303089069442804,0,0,0,0.256902044926831,0,0,0,0,0,0,0,0,0,0.194318246542375,0.245484467881824,0,0,0,0.255232770570595,0,0,0,0,0,0,0,0,0,0,0,0.0148838942365888,0,0,0,-0.189049791021582,0,0,0.0364562925085037,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0514524307554621,0,0,0,0,0,0,0
X600690.SH,0,0,0.0378659083277473,0,0,0,0,0,0,0,0,0.00804993277645115,0,0,0,0,0,0,0,0,-0.123605733573462,0,0,0,0,0,0,0,0,0,0,0.0185202342955049,0,0,0,0,0,0,0,0.477551241882353,0.121356089171953,0,0,0,0.040902125589329,0,0.0352047594739742,0,0,0,0.00802992307770359,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.103563014022891,0,0,0,0,0,0,0,0,0,-0.0190664091189355,0,-0.0934748451487104,0,0,0.0263881617909986,0.0874058663618351,0.140460129844388,0,0,0,0,0,0,0,0,0,0.0236005997550101,0,0.190704253587787,-0.0775500234386501,0.105623077235238,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.0375479441512516,0,0,0,0,0,0,0,0.0628344182336107,0.0428391026550943,0,0.0822866683692842,0,0,0,0,0,0,0.0205220842904833,0,0,0,0,0,0,0,0,0,0,0,0.129610288003312,4.33680868994202e-19,0.0429018786219181,0,0.0919646699041928,0,0,0,0,0,0,0,0.0748049878083019,0,0,0.0235431902150846,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,-0.0325809760672676,0,0,0,0.284964895985593,0,-0.0267299675028197,0,0,0.0755650174877077,0,0.147763046161069,0,0,0,0,0,0,0.0567447481871137,0,0,0,0,0,0.152282615183009,0,0.116864183447047,0,0,0,0,0,0,0,0,0.0124152939900194,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.290226497395729,0,0,0,0,0
