,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X002241.SZ,X000661.SZ,X000063.SZ,X003816.SZ,X000338.SZ,X000596.SZ,X300124.SZ,X300014.SZ,X600703.SH,X002007.SZ,X600741.SH,X000625.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X002129.SZ,X601877.SH,X002236.SZ,X002049.SZ,X000157.SZ,X600584.SH,X000800.SZ,X300003.SZ,X002179.SZ,X002414.SZ,X600183.SH,X300136.SZ,X601799.SH,X000977.SZ,X000066.SZ,X002008.SZ,X002456.SZ,X300146.SZ,X002185.SZ,X600118.SH,X600066.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.159251565787925,0,-0.041678913478703,0,0,0,0,0,0,0.386624020724477,0,0,0,0,0,0,0.0214869175585672,0,0,0,0,0,0,0,0.107400649944255,0,0,-0.0615080222864598,0.0225584687855149,0,0.0235218826659225,0,0,0,0,0,0,0,0,0.0114827215265788,0,0,-0.0507791458758637,0,0,0,-0.00591601665916047,0,0,0,0.0376917154529312,-1.73472347597681e-18,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.205961538466197,0,0.434241391242754,0,0,0.0646696379971331,0,0,0,0,0,0.0305841129840636,0,-0.0300642719939738,0,0.015155522347197,0,0.000679699774264572,0,-0.0212466305433383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493779380901021,0.0820442144220606,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.122366098698581,0.0449145467083778,0,0.0400007396754056,0,0,0,0,0,0,-0.0623958334576229,0,0,0,0,0,0,0,0,0,0,0,0,0.171856160034623,0,0,0,0,0,0,0,-0.0818598731010486,0.0610673053307154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.225765180763085,0,0,0,0,0,0,0,0.104750066021193,0,0,0,0,-0.0998095063223082,0,-0.0390097245519771,0,0,0,-0.0062344402919778,0,0,0.0613989691309829,0,0,0,0.18891678461374,0.0171094939926427,0,0,0,0,0,0,0,0.0204642154428325,0,0,0,0,0,0,-0.0886577817736773,0,0.0501119828655105,0,0,0,-0.0275128126157481,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.068929305343965,0,0,0,0,-0.000810085997277972,0.420635592902179,0,0,0,-0.0392429285867978,0,0,0.0414252576158289,0,0,0,0,0.0675876997303663,0,0,0,0,-0.0114576754005341,0,0,0.0317013851948633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396668471466782,0,0.210282805359808,0,0,-0.00533397287876067,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483958085611363,0,0,0,0,0,0.0973637743553944,0.0220048429111169,0,0.0486702867440312,0,0,0.054586491691863,0,0.111737924962735,0,0,0,0.0903746731932367,0.00321109355548633,0,0,0,0.0199853123905099,0,0,0,-0.0681026316142285,0,0,0,0,0,0,-0.029522159770697,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0498566834179072,-0.0956692546639496,0,0,0,0,0,0,0.259594110173383,0,0,0,0.0706475207872392,0.0164047423712219,0.139123956057891,0.0257863399205678,0,0.0396441396836391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845297038431882,0,0,0,0,0.0437626675675536,0,-0.00812015075208179,0,0,0,-0.00492476928424895,0,0,0,0,0,0,0
X000568.SZ,0,0.17234363101971,0,0,0,0,0,0,0.517615204802219,0,0,0,0,0.119717186555413,0,0,0,0,0.0476704654522027,0,0,0,0.0637958000192496,0,-0.226160994056539,0,-0.0600807018020476,0,0.0270470564609671,0,-0.142367333882379,0,0,0,0,0,0,0,0.207468562663362,0.0264808973073062,0,0,0,0,0,0,0,0,0,0,-0.0318119750253734,0,0.00896519248167553,0,0,0,0,0,0
X002304.SZ,0,0,0.0552670201521192,0,0,0,0,0.266690520032943,0,0,0,0,0,0,0,0.027959690592932,0,-0.0420926118063134,0.023608075319646,0,0.240325674684199,0.0113017134549265,0,0,-0.0199755211670892,0,0,-0.0966176569032012,0,0,0,0,0,0,0,0,0.0912490908558536,0,0,0,0,0,0,0,0,0.0723550545677572,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241445904941053,0.259807165059695,0,0,0.345643536268517,0,0,0,0,0,0.045840009673488,0,0,0,0,0,0,0,0,0.159122143165347,0,0,0,0,0,0,0,0.0620074744040418,0,0,0,0,0,0,-0.106220996919547,0.0388288930092688,0,0,0.109181244101862,-0.0611251195421764,0,0,0,0,0,0
