,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X000338.SZ,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002008.SZ,X002456.SZ,X002007.SZ,X600487.SH,X000100.SZ,X600566.SH,X600498.SH,X000661.SZ,X000625.SZ,X002179.SZ,X600867.SH,X000596.SZ,X600809.SH,X300146.SZ,X600177.SH,X002294.SZ,X002180.SZ,X000157.SZ,X600089.SH,X002506.SZ,X300136.SZ,X600066.SH,X600372.SH,X300142.SZ,X000977.SZ,X002241.SZ,X600522.SH,X000981.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.770836965553604,0,0,0.0768221004298593,-0.00128361500747922,0,0,0,0,0,0,0.0514987253239608,0,0,0,0,0,0,0,0.101918168835712,0,0,0,0,0,0,0,0,0,-0.000360627353676717,0,0,-0.0383910556410153,0,0,0,1.73472347597681e-18,0.0120894075545398,0,0,0,0,0,0,0,0,0.009758194758088,0,0,0,0,-0.0295065407838519,0,0
X600104.SH,0,0,0.182551038770265,0,0,0,0,0,0.0143255137474088,0,3.46944695195361e-18,0,0,0,0,0.423726399528623,0,0,0,0,0,0,0,0,0,0,0,0.123755837257606,0.00679327317313239,0,0,0,0,0.181700638777401,0,0,0,0,0,0,0,0,0,0,0,0.0502353888896466,0,0,0,0,-0.188060154164986,0,0.00053412482796009,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0968781897745494,0,0,0,0,0,0,0,-0.119870028192245,0,0,0.0142992460241504,0,0,0,0.598202507553081,0.11146576497659,0,0,0,0,0,0.023117286082883,0,0,0,0,0,0,0,0,0,0.118350957739023,0,0,0,0,0,0,0,0,0,0,0,0,0.186561969361301,8.67361737988404e-19,0.0854832549896045,0,0,0,0,0,0
X600276.SH,0,0,0.0493898597652038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349646012509232,0,-0.0398040524273656,0,0.115078344347458,0,0,0.0842497135631384,0,0,0,0,0,0,0,0.0711542562957183,0,0,0.331775820714538,0,0.0948514869215792,0,0,0,0,0,0,0,0,0,0,0,0,0.00531557545619112,0,0.0220490050941093,0.0352080355993019,0,0,0,0,0,0
X000651.SZ,0.0591466207160184,0,0,0,0,0,0,0,0,0,0.0161882848065636,0,0,0.0490747491093725,0.311117557118748,-3.46944695195361e-18,0,0,0,0.152057281493647,0,0,0,0,0,0,0,0,0,0,0,0.0585414985239901,0,0.0298472357570518,0,0,0,0,0,0,0,0,0.107811980739386,0,0.138324773381649,0,0,0,0,0,0,0.00559290299019065,0.0135462854324896,0,0,0,0,0,0
X000858.SZ,0.129273295565968,0.0466235436946248,0,0,0,0,0.185446947853352,0,0,-0.0185464224703097,0,0,0,0,0.0997700302957272,0,0,0,-0.0168138722482523,0,0,0,0,0,0,0,0,0,0,0,0,-0.018902809116976,0.13501865692481,0.254269524976992,0,0,0,0,0,0,0,0,0.110096034115584,0,0,0,0,0,0,0,0,0.0187841691105156,0.00185139334587155,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.341317174536047,0,0,0,0,0,0,0,0,0.438586247972231,0,0,0,0,0,0,0,0,0,0,0,0,0.0305584557737845,0.021981131788858,0,0,0.0579591703499486,0.0277417303450295,0.195810076807463,0.062950174797122,0,0,-0.0929687457525366,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0425659915867166,0,0,0,-0.0112590394762075,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213222789329571,0,0.000457326474528182,0,0,0,0.00251367240470125,0,0.135230451368816,0,0,0.249927056291736,0,0,0,0,0,0,0,0,0,0.0746488754262125,0,0,0,0,0,0,0,0,0,0.166753944462369,0,0,0,0.0252131447376444,-0.0800022763150882,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0840644604728078,0,0,0,0,0,0,0,0,0.190028016270418,0,0,0,0,0.295940462937874,0,0,-0.0217621509103423,0,0,0,0,0,0,0,0,0.00170886610209278,0,0,0,0,0,0,0,0,0,-0.0805273425496209,0.234888032797593,0,0,0.224840787906858,0,0,0,0,-0.0794074246638343,0,-0.0660195779594954,0,0,0,0,0,0
X000063.SZ,0,0,0.263444286136432,0,0,0,0,0,0,0,0.234055996332692,0,0.204579330552452,0,0,0,-0.0465078285615365,0,-0.0455233963102732,0,0,0,0.224441669505692,0,0.106091428721774,0,0,0.107371519418752,0,0,0,0,0,0,-0.138105062610935,0,-0.023845844675497,0,0,0,0,0,0,0,0,0,0,0.119255544177106,0,0,0,0.0112402366135185,-0.0887559405155509,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174361677423468,0,0,0,0,0,0.569004450998076,0,0,0,0,-0.0593139514640024,0.210951033364485,0,0,0,0,-0.118380957059421,0,0,0,0,0,0,0,0.0943832317515333,0,0,0,0.186375455095857,0,0,0,0,0,0.0023051088784115,0.0947552877347611,0,0,0,0,0,0
X600031.SH,0,0,0.0773238914302016,0.0611201543036181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155885734586051,0.0387147055011461,0,0.0835884827546496,0,0,0,0,0,0,0,0,0.248611454100647,0.293847159439048,0,0,0,0.0384241100821134,0,0,-0.0192383779128139,0.0311362778803017,0,0,0,0,0,0
