,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X000100.SZ,X600703.SH,X600031.SH,X600372.SH,X600271.SH,X000157.SZ,X600839.SH,X000559.SZ,X000338.SZ,X002236.SZ,X002241.SZ,X600066.SH,X600089.SH,X000016.SZ,X600741.SH,X002475.SZ,X002129.SZ,X300124.SZ,X000547.SZ,X600435.SH,X002465.SZ,X600582.SH,X002506.SZ,X000568.SZ,X000066.SZ,X000800.SZ,X600177.SH,X300003.SZ,X002294.SZ,X600312.SH,X000977.SZ,X600867.SH,X002456.SZ,X600252.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.128097010354746,0,0,0,0,0,0.111030603681929,0.022531599043204,0,0,0,0,0.0592717019206907,0,0,0,0,0,0,0,0,0.0628010042757068,0,0.0353670874046596,0,0,0,0,0.00360568223245113,0,0,0.0386077343271589,0,0,0.017663180675087,0,-3.46944695195361e-18,0,0,0,0,0,0.0110244744750478,0,0,0.0656323730150354,0,0.0315160961638175,0.0195813827550297,0,0,0,0,0,0
X600104.SH,0.20360632019755,0,0,0,0,0,0,0.301364030293805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146587114432156,0.038662067805713,0,0,0.0785687521011967,0.0259999698315209,0,-8.67361737988404e-19,-0.0371294424712457,0,-0.0231168134396325,0,0,0,0,0,0,0,0,0,0,0,-0.0240575817826392,0,0,0,0.0299979897473964,-0.0055493575629354,0,0,0,0,0,0
X002415.SZ,0.0551015564065468,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0722889512523052,-0.137710587264345,-0.00565877427533039,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784106922412472,0,0,0.164182751230396,0,0.0104961049427261,0.112631036575723,0,0,0,0.117933774196172,0.0859161836340726,-0.141635142166058,0,0,0,-0.0810724307567525,0.0338187695444677,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0776777654252708,0,0.17515241101802,0,0,0,0,0.00497783128612438,0,0.289437359486452,0,0,0,0,0,0,0,0,0,0.0355351952895964,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.114822577158617,0,0,-0.0116885758599913,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.018726456759319,0,0,0,0,0.0691790202510544,0.0688487737044077,0,0.0365507013665035,0,0,0.114495839253588,0.0326821023316444,0.00612906780949195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388096116738274,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147291396117438,-0.000302459680341358,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,8.67361737988404e-19,0.185924710802829,0,0,0,0,0,0,0,0,0,0.0776041794746364,0,-0.0538724930835114,0.100741415716917,0,0,0.0494726576338948,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.461008198211438,0,0,0,-0.0685150919484178,0.0181076756177681,0,0,0.02389970715349,0,0,0,0,0.010214751349341,-0.0373777955633095,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0430751513275822,0.0319423414896061,0,0,0,0.317682513243313,0,0.108539985206279,0,0,0,0,0,0,0,0,0,0.116192559670787,0,0.112193282355946,0,0,0.204074787578143,0,0,0,0,0,0,0,0,0,0,0.00573913630512243,0,0,0,0,0,0,0,0,0,0,-0.0349238662166153,0.0284366966518315,0,0,0,0,0,0
X002304.SZ,0,0.24475857050718,0,0,0,0.033951108855954,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0307077904428581,0,0.0586681692338805,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.19401254386009,0,0,0,0,0,0.0603474297721368,0,0,0,0,0,0,0,0.0306012767369242,0,0,0,0,0.0131694962252124,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.201253171013897,0,0,0.0379185562179869,0,0.0509507547414452,6.93889390390723e-18,0,0,0,0,0,0,0.215493934371569,0,0.0757822397971304,0,0,0,0,0,0,0,0,0,0,0.0133264409989528,0,0.0623969033651304,0,0,0,0,0,0,0,0,0,-0.0101343231266909,0,0,0,0,0,0
X000625.SZ,0,0.0190761374886809,0,0,0,0,0.0288037397918093,0.00238747433572805,0,0,0,0,0.128580327512729,0,0,0,0,0.0454354986126977,0,0.0355360378951414,0,0,0,0,0.0501915323353472,0,0.149711509734486,0,0,0,0,0,0,0,0,0.172124725858676,0,0.0900367520179448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0895386494728859,0,0,0.0622374854711775,0,0,0,0,0.0274817522023616,0,0,0.152971357863981,0,0,0,0,0,0,0,0,0.190006087287083,0,0,-0.0361211768232388,0,0,0.0886281951135222,0,0.11306951123656,0,0,0,0,0,0,0,0,0,0,0.0230888244696056,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440870097766174,0.218522822407795,0,0,0.133465382217397,0.00478703803314354,0,0,0,0,0,0,0.0386039586227072,0,0,0,0,0.485311858150335,0.0433975864672557,0,0,0,0,0.0271388694482188,0,0,0,0,0,0,0,0.0490808558324355,0,0,0,0.0222094333347603,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220514237609151,0,0,0.0710020914534495,0,0,0,0,0,0,0,0,0.222166554709408,0,0.0206592160775854,0,0,0,0,0,0,0,0,0.0519746412204694,0.106632505477729,0,0.237314928395987,0,0,0,0,0,0,0,0,-0.0288901198455029,0,0.0387620379973741,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.248265755859177,0,0,0,0,0.0456866305301762,0.0756712817510426,0,0,0.00768183212473706,0.176154913063446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216474016941673,0,0,0,0,0,0,0.24982662604523,0.038363490224511,0,0,-0.024635207175995,-0.0293086072696554,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.262149725832422,0.0378151430623099,0,0,0.0259538620550288,0,0.0652443588325803,0,0.155947828568599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817330318124297,0,0.0442409101006051,0,0,0,0,0,0,0,0,-0.00978153869343069,-0.00110186121996032,0,0,0,0,0,0
