,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X002241.SZ,X600418.SH,X000596.SZ,X300014.SZ,X002463.SZ,X002179.SZ,X000977.SZ,X600183.SH,X600584.SH,X600066.SH,X000157.SZ,X002028.SZ,X600089.SH,X600703.SH,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X600460.SH,X002156.SZ,X000988.SZ,X600839.SH,X002281.SZ,X002456.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0.0409308449470979,0,0,0.224498586512257,0,0,0,0,0,0,0,0,0,0.218002201759049,0,0,0,0,0,0.0691550017569924,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187586825386649,0,0,0,0,-0.00335861623664666,-0.0430238575395072,0,0,0,0.00336283294408089,0,0,0,0,-0.0185267116016876,0,0
X000858.SZ,0.117643388026646,0,0.106450133209998,0,0,0,0,0.217612396901435,0,0,0.00704477999180696,0,0.44349495860022,0,0,0,0,0,0,0,0,0,0.0344086241261806,0,0,0,-0.0578140870525681,0.0193199470728762,0.0402866017052323,0,0,0.051787863040683,0,0,0,0,0,0,0,0,0,-0.031990361116199,0,0,0,0,0,0,0,0,0,0,-0.00738927551685047,0,0,0,0,0,0
X002475.SZ,0,0.0717585717819009,0,0,0,0,0.00572990966711257,0,0,0,0.0287021334036216,0,0,0,0,0,0,0,0,0,0.327429841725866,0,0,0.228061568184233,0,0,0,0,0,0,0.048737353462827,0,0,0,0,0.132086416575793,0,0,0,0,0,-0.0409282065224056,0,-0.0198091788179253,0,0.0998583957440924,0,0,0,0,0,0.0160929242067851,0.0259638340777079,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0454177962251542,0,0,-0.0824535999126663,0,0,0.135861716247831,0,0,0,0,0,0,0,0,0,0,0,0,0.0919533271631123,0,0,0,0,0,0,0,0,0,0,0,0.0709492082086704,0,0,0,-1.73472347597681e-18,0,0,0,0.152768069983395,0,0.00738457348879928,0.00493355675962016,0.0947821828778516,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0251926551058265,0.0352785691622491,0.124481159928882,0,0,0.0559772906262547,0,0,0,0,0,0,0,0,0,0,0.107429231242332,0,0,0,0,0.0846229503784339,0,0,0,0,0,0,0,0.00573414822677501,0,0,0,0,0,0,0.020759049939521,0,0,-0.00927314159815236,0,0,0,0,0,-0.00580730150950585,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,-0.0174974062277635,0,0,0,0,0,0,0,0,0,0,0,0,0.0045995409085078,0,0,0,0,0.27662885451721,0,0,0.0180549109601505,0.107796631972634,0,0,0,0,0,0,0,0,0.314895540346737,0,0,0,0,0,0,0,0,0,0,0.0130239275145791,-6.18101444252775e-06,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0464251839901903,0,0,0,0,0.0621420294285688,0,0,0,0,0,0,0,0,-0.0942621921754522,0,-0.0503942940129889,0,0,0,0,0,0,0,0.238202374728711,0,0,0,0,0,0,0,0,0,0,0,-0.0171475389012225,0,-0.0546573565465235,0.154866398916646,0,0,0,0,0,0,0,0.0174585267698227,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.654314348533777,0,0,0,0,-0.0485476017062482,0,0,0,0.00554241637048618,0.208818845568513,0,0,0,0,0,0,0,0,0,0.0636901439558596,0,0,0,0,0,0,0,-0.0306101888478136,0,0,0,0,0,0,0,-0.00817284355645698,0,0.0293297739809684,-0.0103430862131606,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0281586450878762,-0.0176679116593234,0,0,0.317864529313363,0,0,0,0,0,0,0,0.118797728842945,0,0,0,0.21045662007839,0,0,0,0,0,0,0,0,0,0.127066823151736,0,0,-0.150196453492551,0,0,0,0.15559141625064,0,0,0.0304919334359786,-0.0795399974423842,0,0,0,0,0,-0.0159070664246755,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0989894572966239,0,0,0,0,0,0,0,0,0,0,-0.00545667179388958,0,0,0,0,0.32257046877917,0.154222210869709,0,0,0,0,0,0,0,0,0.296979249268626,0,0,0,-0.0261882232841594,0,0,0,0.228694001171128,0,0,-0.0915299550275882,0.0273775542518312,0,0,0.0408790479511532,-0.0187701335293182,0,0,0,0,0,0
