,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600703.SH,X600690.SH,X600741.SH,X600066.SH,X002241.SZ,X002292.SZ,X000100.SZ,X600031.SH,X002236.SZ,X600177.SH,X600118.SH,X002506.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X002074.SZ,X300124.SZ,X002294.SZ,X600867.SH,X600089.SH,X002426.SZ,X002007.SZ,X002456.SZ,X002465.SZ,X600498.SH,X002180.SZ,X000869.SZ,X002508.SZ,X601877.SH,X000050.SZ,X002049.SZ,X000977.SZ,X002008.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0441932053184333,0.108191053031503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103778024160249,0,-8.67361737988404e-19,0,0,-0.0210279226499014,0,0,0,0,0.0441188729940604,0.0149062382906845,0,0,0,0,-0.0666177081929135,0,0,0,0,0,0,0,0,-0.00777646528284431,0,0,0,0,0,-0.0403552182086023,0,0.0390512696240339,0,0,0,0,0
X600104.SH,0,0,0.0986434221712952,0,0,0,0,0,0,0.0268373445508185,0,0,0,0.359812387944977,0,0,0,0,0.0136343669131426,0,0,0,-0.0247672291136535,0,0,0,0,0,0,0,0.0132001564596649,0,0,0,0,0.0182985082148707,0,0,0,0,0,0.037100373098406,0,0,0,0,0,0,0,0,0,-0.0079908215909407,-0.0662909117130894,0,0,0,0,0,0
X002415.SZ,0,0.101104688884027,0,0,0,0,0,0.0280318529039447,0,0,0,0,0,0,0,0,0.0125445368203956,0.0743926860096879,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0197920274910093,0.0476492088554412,0,0,0,0.253974353817151,-0.110995390555218,0,0.252791173368021,0,0,0,0,0.123453018222157,0,0.0123592668151168,0,0,0,0,0,1.60928532319977e-05,0,0,0,0,0,0,0
X000651.SZ,0.0370905046187107,0,0,0,0,0,0,0,0,0.0264222787481132,0,0,0,0,0,0,0,0,0,0.00189681893309284,0,0,0,0.0106674251891975,0,0,0,0,0,0,0.0325689653785196,0,0,0,0,0,0,0,0,0,-0.00449590186149675,0.127794985582852,0,0,0.013670758223352,0,0.00258501202848275,0.00573936696431855,0,0,0,0.0415197639282329,-0.0399483145847008,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0864489183785965,0,0,0,0,0,0,0,0,0,0,0.0634813318440063,0,0,0.0524607132231702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000579172151386271,0,0,0,0,0,0,0.0291608859574554,0,0.142204218289067,0.0316842642735783,0,0,0.0101194336247902,0,0,0,0,0,0,0
X002304.SZ,0.159368953597189,0,0,0,0.560017101970009,0,0,0,0,0,0,0,0,0,0,0.000597190761583665,0,0,0,0.00264425389184754,0,0,0,0,0,0,0,0.0826015149069205,0.0654244359406313,0,0,0,0,0,0,0,0,0,0.0479312249879097,0,0.013837739883771,0,0,-0.137014067662875,0,0,0,0,0,0,0,-0.0502249289965217,-0.00735160572515274,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308071132882249,0,0,0,0.122753213504701,0,-0.0955072084681245,0,0,0,0,0,0,0,8.67361737988404e-19,0.157577758738862,0,0,0,0,0,0.040996576656125,0,0.0978337608582769,0,-0.0703646829663405,0,0,0,0,0,0,0,0,0,-0.0303592343065777,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339963569635247,0,0,0,0.086402781377918,0,0.0622692274752672,0.15708808536093,0,0,0,0,0,0,0.0736539641662841,0,0.205580748985681,0,0,0,0,0,0.0844892561783832,0,0,0,0,0,0.0121888688725438,0.0277579234034785,0,0.026568916250088,0,0,0,0.00623704330447861,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.171891717577314,0,0,0,0,0,0,0.0290253288411972,0,0,0,0,0,0.0646060241169089,0.0415910845696781,0.0469439000447492,0,0,0,0,0,0,0,0,0,0,0,0,0.0896399568093082,0,0.0176056407941987,0,0,0,0.110685737259149,0.041765629342039,0,0,0,0,0,0,-0.00145346651893739,0,0,0,0,0,0,0
X000063.SZ,0.174623523633173,0,0,0,0.051118078149373,0,0,0,0.256936531784392,0,0,0,0,0,0,0,0,0,0.0872837028700429,0,0.228813083595891,0.182897775456251,0,0,0.0406518620339195,0,0,0,0.043757407501251,0,0.0554425192685701,0,0,0,0,0,0.0199631193663212,0,0,0,0,0,0,0,0,0,0,0.105759700408095,0,0,0,-0.052087023264445,0,0,0,0,0,0,0
