,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X600703.SH,X000568.SZ,X000338.SZ,X000661.SZ,X000100.SZ,X600741.SH,X002241.SZ,X002371.SZ,X600809.SH,X300014.SZ,X600183.SH,X000596.SZ,X300003.SZ,X002236.SZ,X000977.SZ,X601877.SH,X002456.SZ,X002007.SZ,X002129.SZ,X300124.SZ,X000625.SZ,X600584.SH,X300136.SZ,X002180.SZ,X000157.SZ,X002463.SZ,X000066.SZ,X002414.SZ,X300142.SZ,X002179.SZ,X600271.SH,X600118.SH,X002008.SZ,X002185.SZ,X600699.SH,X002049.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061947354860575,0.0385160548356314,0,0.222998558480575,0.0966655739226645,0,0,0,0,0,0,0,0,0,0,0,0,-0.142324390914706,0,-0.02699620518632,0.0104317923120067,0,0,0,0,0,0.0675719271565229,0,0,0,0,-0.0918534453409492,0,0,0,-0.142679791902662,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253003487727156,0.0911609118861786,0.113315888929647,0,0,0,0,0,0,0,0.16035511320829,0,0,0,0,0,0,0,0,0.0697147797842338,0,0,0,0,0,0.0807499551594635,0,0,0,0,0,0,0,0.103564018919632,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.283228515232406,0,0,0,0,0,0.0493516304477791,0,0,0,0,0,0,0,0,0,0.135290593934248,0,0,0,0,0,0,0,0,0.00939326172071805,0,-0.0687212698626144,0,0,0.168349490556766,0,0,0,0,0,0,0,0,0,0.0301876270876673,0,0,0,0,0.0415749611175328,0,0,0,0,0,0.0140659038697379,4.33680868994202e-19,0,0,0,-0.00926580881271075,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242755830220552,0,0.0863189411377225,0,0,0,0,0,0,0.139350282984148,0,0,0,0,0,0,0.028061053319303,0,0,0,0,0.00939312538721975,0,0,0,0,0,0,0,0,0.0285942748377605,-4.33680868994202e-19,0.0429318073288906,0.0412931160272466,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.237398227982858,0,0,0,0,0.149799034961663,0,0,0,0,0,0,0,0.0971278773187707,-4.33680868994202e-19,0,0.00609471141617178,0,0,0,0.23649206646196,0,0,0,0,0,0,0.0676765437579173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139092276085986,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0956542749995778,0,0,0,0,0.202312147843725,0,0,0,0,0,0.0828451021260494,0,0,0.00287680958532731,0,0,0,0,0,0,0,0,0.276362654201391,0,0,4.33680868994202e-19,0,0.0731023430992578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494366373230403,0,0
X002475.SZ,0,0,0,0,0.0179870424980329,0,0,0,0.0758105250826092,0,0,0,0,0,0,0,0.126395455971407,0,0.0288561144270012,0.156287349230759,0,0,0.0447554264445029,0,0,0,0,-0.0585038016959144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217677639149295,0,0,0,0.333767059150059,0.0785141332927694,0,0,0,0,0,-0.00092203008125355,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121670707589806,0,0,0,0,0,0,0.0895550366946818,0,0.0914321437249444,0,0.0719800754981479,0.104136653616243,0,0,0,0,0,0.0105232562423664,0,0,0,0,0,0.139980241418401,0.0930769215476904,0,0,0,-0.00768923505260999,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.109688478000342,0,0,0,0.0401520079367322,0,0,0,0.448333049259079,0,0,0,0,0.0433690468149824,0,0,0,0,0.0342016740363051,0,0,0,0,0,0,0,0.148980994585766,0.0153560324626712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00314005655220821,0,0,0,0.0166454171304425,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.13276331920137,0,0,0.11113805886502,0,0,0,0,0.102244616843273,0,0,0,0,0,0,0,0.19257727599053,0,0.163639948746081,0,0,0,0,0,0,0.0256727218356656,0.0600879619103951,0,0,0,0.0118692235990961,0,0,0,0,0,0,0
