,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X000100.SZ,X002506.SZ,X002241.SZ,X002292.SZ,X600066.SH,X600031.SH,X002236.SZ,X600118.SH,X002049.SZ,X000559.SZ,X002465.SZ,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X600089.SH,X000568.SZ,X300124.SZ,X600177.SH,X600867.SH,X002294.SZ,X300003.SZ,X002456.SZ,X002074.SZ,X002007.SZ,X002129.SZ,X000869.SZ,X300146.SZ,X002426.SZ,X002085.SZ,X600498.SH,X601877.SH,X000550.SZ,X600584.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0635469633362111,0,0.080791165896602,0,0,0.126926392857577,0,0,0,0,0.286939092420027,0,0.0277888342871002,0.0488473504618723,0,0,0,0,0,-0.0568482824217769,0,0,0,0,0,0,0,0,0,0,0.0537456003885015,0,0,0,0,-0.00560057031481078,0,0,0,0,0,0,0,0,0,0,0,0.0301186377825527,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.128509189874386,0,0,0,0,0,0,0,0.137968727113556,0.136551068001995,0,0.0692857575757663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203018229778285,0,0,0,0,0.133054058443609,0,0,0,0,-0.0245388658425582,-0.000836471932156813,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0938291389603365,0,0.0505003642437021,0.154537265780296,0,0,0.181492299199552,0,0,-0.00778004781501432,0,0.0786516013942673,0,0,0,0,0,0,0,0,0,0,0,0,0.383951226709335,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.00519663598754505,0,0,0,0,0.0168837620263984,0.033481715865936,0.0327989195908415,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.217126996094025,0.125106149358192,0.0532116325220104,0.0942123169799278,-0.0422812212952251,0,0,0,0,0,0,0,0,0,0,0,0,0.0242143988277703,0.139783561497406,0,0,0,0,2.16840434497101e-19,0,0,0,0.16165021282909,0.113855496317392,0,0,0,0,0,0.0723119007769888,-6.93889390390723e-18,0,0,-0.0177981899873322,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155754238571591,0.375055462245589,0,0,-2.16840434497101e-19,0,0,0,0,0.0128779015640502,0,0,0,0,0,0,0,0,0,0,0.0443602700527931,0,0.0752609404388084,0,0,0,0,0,0,0,0,0,0,-0.0224423109186955,-0.0183779358963675,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.128082166530197,0,0,0,0,0,0,0,0,0.105013030120353,0,0,0,0,0,0,0,0,0.178827699977532,0,0,0,0.0835639296534065,0,0,0.0680735141113817,0,8.67361737988404e-19,0,0,0.058334659002648,0,0,0,0,0,0,-0.0408289264747531,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0358944576847396,0,0,0,0.0409333461568252,0,0,0,0,0.114791991026785,0,0,0,0,0,0,0,0,0.0750195790219252,0,0.296408242909749,0.0555727197950703,0,0,0,0,0,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0551109879587516,0,0,0,0,0,0
X600276.SH,0,0,0.0596064039367674,0,0.0619300983704252,0,0,0,0,0,0,0,0.0153849423653654,0,0,0,0,0,0.0449828415929805,0.0784167690927919,-0.0329084922916242,0.120466666592095,-0.183160321699625,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716732483074383,0,0.00867422327190354,0.0370373610679383,0,0,0,0.0356515772117117,0,0,0.0333071291330598,0,-0.150964555693603,-0.0122606373742635,-0.0040208411449964,0,0,0,0,0,0
X000625.SZ,0,0,0.122096476581255,0,0,0,0,0,0,0,0,0,0,0.00247387205471589,0,0,0,0,0,0.0866058922550937,0,0.197658005622621,0,0,0,0,0,0,0,0,0.0191992981509333,0,0,0,0,0,0,0,0,0.00935107225075448,0,0,0,0,0.210400051057921,0,0.174022958407674,0,0,-0.0168070259508528,0,0,0,0,0,0
X000063.SZ,0,0,0.0292957241696467,0,0,0,0.0214152708378563,0,0.065381903299337,0,0,0,0,0,0.0495247012365456,0,0,0,0,0,0,0.138855830377337,0,0,0,0,0.0110362058262223,0,0.0541681580986261,0.143560627552768,0.117948301344577,0,0,0,0,2.16840434497101e-19,0,0.00973229926548237,0,0,0.121373323178871,0,0,0,0,0,0.0476873102124085,0,0,-0.0151091528648269,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615532070658486,0.114597164845047,0.0259549262744603,0,0,0,0.00834084070042002,0,0.161314620098357,0,0,0,0,0,0,0,0,0,0,0,0,0.162662595660372,0,0,0,0,0.0588986777250194,0.00290563470161717,0,0.0648116767396083,0.105132385366626,0,0,0,0,0,-0.0118637776846852,0,0,0,0,0,0
X600741.SH,0,0.243139388276637,0,0.0104337321586035,0,0,0,0,0.0228174427986656,0,0,0,0,0,0,0,0,0,0,0.149204860457094,0,0.0617592894359966,0,0,0,0,0,0,0,0,0,0.0387339748340677,0,0.0282293430129663,0,0.0227110553562138,0,0,0.0733196726045127,0,0,0,0,0,0,0,0,0,0,-0.0432940269203927,0,0,0,0,0,0
X000100.SZ,0,0,0.0892152357148585,0,0,0,0,0,0.112014245280956,0,0,0,0,0.0325075194824081,0.014838234520531,0,0,0.101145866631512,0.00581524715312718,0,0,0.0015760658739516,0,0,0,0,0,0,0,0.00520398391878792,0,0,0,0,0.168548221431535,0,0.0387547493744288,0.0591945603500214,0,0,0,0,0,0,0,0,0,0,0,-0.0648987357937574,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22728028850309,0,0,0,0,0,0,0,0,-0.131416837339398,0,0,0.230483941228209,0,0,0,0,0,0,0.346729109170997,0,0,0.149461272768763,0,0,-0.0657393728378474,0,0.0427637874741667,0,0,0.0302107856540259,0,0,-0.032361763441273,-0.016895926406497,0,0,0,-0.0391932141920049,0,0
