,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X002129.SZ,X003816.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X600089.SH,X002241.SZ,X002180.SZ,X000100.SZ,X601877.SH,X300142.SZ,X600702.SH,X000733.SZ,X600741.SH,X002074.SZ,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X002294.SZ,X000066.SZ,X002007.SZ,X601799.SH,X002236.SZ,X002414.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.249405282830151,0.216793616035779,0,0,0.0475331056510694,0.0453421348295527,0,0,0,-0.0032536733318766,0,0,0,0,0,0,0,-0.0278530238582423,0,0,0,0,0,0.0480419903277479,0,0,0,0,0,0,0.0658639405159306,0,0,0,0,0,0,0,0,0,0,0,0.00101395631337515,0,-0.00702695414044465,0,0,0,0,-0.00326824377606107,0.00714001205928861,0,0,0,0,0,0
X000858.SZ,0,0,0,0.289578722988521,0,0,0.579256685722153,0.0382866146273118,0,0.048124682300318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637825272322039,0,0,0,0,0,0,0,0,0,-0.0576955024868551,0,0,0,0,0,0,0,0.0562472705980878,0,-0.0234432324192471,0,0,0,0,0,0,0
X000568.SZ,0,0.178895456984308,0,0.290606151819982,0,0,0.243123906280747,0.0912283597638696,0,0,0,0,0,0,0,0,0,0,0,0.00627801552822444,0,0,0,0,0,0.0285505759775245,0,-0.0268427395008076,0,0,0,0,0,0,0,0,-0.00659866401231258,0,0,0,0.261638111318445,0,0,0,0,-0.0362787303595597,0,0,0,0,0,-0.00495054476028763,-0.0107103311749479,0,0,0,0,0,0
X600809.SH,0,0,0.71826217579924,0,0,0,0.0474563268475409,0.118069767208235,0,0,0.0349206450373101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273895079971447,0,0,0,0,0,0,0,-0.0483089315551016,0,0,-0.0230549993731953,-0.0486012393574462,0,0,0,-0.0213473113978041,0,0,0,0,0,0,0,-0.0694661218875928,0,-0.00539798241643618,0,-0.0101753527511594,0,0,0,0,0
X002415.SZ,0,0,0.079206759077759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114421729365702,0,0,0.228285015274589,0.137930533979572,0,0,0.0636990554424411,0,0,0,0.0403961447470421,0,0,0,0.139220503210925,-0.0888557973048054,0,0,0,-0.111722645059972,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0796612304240832,0,0,0,0.017284095287708,-0.0229580794955081,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223039061307654,0,0.0172813953603376,0,0,-0.21816608993254,0,0,0,0.385699791282239,0,-0.092283559775586,0,0,0,0.0164329400182133,0.080799778945462,0,0.168773198300418,0.0131939307952803,0,0,0,0,0,-0.0617629300193259,-0.0137785439064533,0.00213834728281435,0,0,0,0,0,0
X002304.SZ,0,0.375672192830514,0.344731925216611,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0783189851607526,0,0,0,0,0,0,0.069705826114608,0,0,0,0,0,-0.0422365220787319,0,0,0,-0.0253021652134883,0,0,0,0,-0.0454092335724051,0,0,0,0,0,0,-0.0551914918588537,-0.0783142190157198,0.0369705557648221,0,0,0,0,-0.00668018299600019,-0.00452496791335448,0.00673268180426816,0,0,0,0,0,0
X600690.SH,0.0860225233134187,0.0178040958556569,0,0,6.93889390390723e-18,0,0.0450925767743724,0,0,0,0,0,0,0,0.0307891481046156,0.251540350897365,0.0531206145323425,0,0,0,0.0560124496560614,0,0,0,0,0,0,0,0,0.069372054318391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00276696727693573,3.68633071637597e-05,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.232355726134436,0.335298006050176,0,0,0,0,0,0,0,0.23404276594045,0,0,0,0,0,0,0,0.221281797406082,0,0,0,0.0780047479977819,0,0.0879993570356175,0,0,0.153348414379793,0,0,0,0,0,0,0,0,0.155008683219931,0,0,0,-0.0161528680923278,0.377890046440089,0.0317090453908713,-0.0447707615867433,0,0,0,0,0,0
X000651.SZ,0,0.210381766538904,0.00612581389501349,0,0,0,0,0.339151103073059,0,0,0,0,0,0,0,0.0922476675837859,0,0,0,-0.0152167395967702,0,0,0,0,0,0,0,0,0,0,0,0.0442167772444782,0,0,0,0,0,0,0,0.0383382013535228,0,-0.039805382550846,0,0,-0.0149367462796637,0,-0.0021849902295677,0,0,0,0,5.42101086242752e-20,-0.00404508280431899,0,0,0,0,0,0
X300124.SZ,0,-0.0237624544729681,0,0,0,0,0,0,0.106825912689954,0,0,0.0941862556854317,0,0,0,0,0,0,0,0,-0.0329328886787766,-0.195474625773782,0,0,0,0,0,0,0.129165343711102,0,0.00880296989680662,0,0.127630065681581,0,0,0,0.0979690337236757,0,0,0,0,0,0,0,-0.0343630851759743,0.168387655850347,0,0,0,0,0,-0.0048503515192788,-0.0050863831213733,0,0,0,0,0,0
