,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X000100.SZ,X002506.SZ,X600031.SH,X002292.SZ,X002241.SZ,X600066.SH,X002236.SZ,X600118.SH,X002049.SZ,X000559.SZ,X002465.SZ,X000157.SZ,X002475.SZ,X600372.SH,X000338.SZ,X000568.SZ,X600089.SH,X300124.SZ,X600177.SH,X600867.SH,X002294.SZ,X300003.SZ,X002007.SZ,X002426.SZ,X002074.SZ,X000869.SZ,X002085.SZ,X002456.SZ,X601877.SH,X002129.SZ,X600498.SH,X300146.SZ,X600584.SH,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0635469633362114,0,0.0807911658966025,0,0,0.126926392857575,0,0,0,0,0.286939092420026,0,0.0277888342871004,0,0,0.0488473504618721,0,0,-1.73472347597681e-18,-0.0568482824217774,0,0,0,0,0,0,0,0,0,0,0.0537456003885016,0,0,-0.00560057031481039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301186377825528,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.100331755958993,0,0,0,0,0.0989304520673214,0,0,0,0.0840575871579455,0,0,0,0.0813535792275346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124556540663394,0,0,0.112887008660292,0,0,0,0,0,0,0,-0.0143928881192391,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0150884133051021,0,0,0.465604596035029,-0.0610494203514249,0,-0.0123824270838743,0,0,0,-0.0830228925591962,0,0,0,0,0,0,0,0.0436192945010235,0,0,0.259469557775694,0,0,0,0.213902412215265,0,0,0,0,0,0.0401026586419913,0,0,0,0,0,0.0782058443788171,0,0.0235639695331331,0.0390273701729886,0,0,0,0,0,0
X002415.SZ,0,0.00364212090839903,0,0,0,0,0,0,0,0,0,0.201830719236289,0.192892531836923,0.0650596491114874,0,-0.0298768743639003,0.0587965575827529,0,0,0,0.00730975768035541,0,0,0,0,0,0,0.0362977144346076,0,0.166953005433028,0,0,0,0,0,0,0,0.160112254796038,0,0,0,0,0,0,0.107803602275668,0,0,0,0,-0.0214153489201283,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166674397999951,0,0.389978293078118,-0.0230709485328884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030419435147863,0,0.0704088928410588,0,0,0,0,0.0388805651544738,0.0333185554631437,-0.0349300438678405,0,0,0,0,-0.00248140590339216,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.043075820057112,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0845852272868067,0,0,0,0,0,0,0,0,0.226968374158283,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0120590331521139,0.0637909400408411,0.0106120947984609,0.177513639293659,0,0,0,0,0,0,-0.0104998622322265,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.035161263629218,0,0,0,0,0,0.0107306316518081,0,0,0.115084133932883,0,0,0,0,0,0,0,0.21882248419879,0,0,0.176805446307411,0.0407437384171972,0,0,0,0,0,0.080275952523992,0,0,0,0,0.0201774407968987,0,0,0,0,0,0,-0.0450543172250126,0,0,0,0,0,0
X600276.SH,0,0,0.0849480576874858,0,0.0530018342075846,0,0.019661839567197,0,0,0,0,0,0.0283172217033789,0,0,0,0,0,0,0.0639631397819162,-0.0443667108883831,0.124122650879516,-0.168905902793269,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699842410941912,0.0310926207169658,0,0,0,0,0.0491834637998523,0,0,0,0,-0.146482679013679,-0.0115589433064081,-0.00266023959102294,0,0,0,0,0,0
X000625.SZ,0,0,0.119730320585914,0,0,0,0,0,0,0,0,0,0,0.00088089878498996,0,0,0,0,0,0.0860887497161956,0,0.182686453072771,0,0,0,0,0,0,0,0,0.0249535732524643,0,0,0,0,0,0,0,0.0104434872759744,0.00870945941500695,0,0,0,0,0,0.215282515296876,0.174640999941259,0,0,-0.0159753876225809,0,0,0,0,0,0
X000063.SZ,0,0,0.0166959601766801,0,0,0,0,0,0.0711599892199619,0,0,0,0,0,0,0,0.035504209490954,0,0,0,0,0.13729291183881,0,0,0,0,0,0,0,0.145735024946785,0.170480362874311,0.0267882441860404,0,0,0,0.142664974450903,0.00172770545535276,0,0,0,0,0.0362504613260573,0,0,0,0,0,0,0,-0.0143498504098322,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010874756164819,0,0.0014983091857535,0.0980494637251743,0,0,0,0,0.133706853840899,0,0,0,0,0,0,0,0,0.0580809899621374,0,0,0,0,0,0,0,0.00516614362527776,0.177752888943197,0.129308694216782,0,0.0792114802880639,0.0329154600973648,0,0,0,0,0,-0.0104365986224738,0,0,0,0,0,0
X600741.SH,0,0.152928161661942,0,0.0287582292125567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187238261431422,0,0.0567674227653545,0,0,0,0,0,0,0,0,0,0.0162077648076977,0,0,0,0,0.0456080054721823,0.0970300663543929,0,0,0,0,0,0,0,0,0.00798235300977558,0,0,-0.0522501354579092,0,0,0,0,0,0
X000100.SZ,0,0,0.0655039608303329,0,0,0,0,0,0.0924278386592674,0,0,0,0,0.0262602066134637,0.146166002287715,0,0.0150750837621729,0,0,0,0,0.0120384904684391,0,0,0,0,0,0,0,0.0115021397569203,0.0286148712510424,0.00103674165161336,0,0,0.0158738080953372,0,0,0,0,0.163877942561693,0,0.0347324239972868,0,0,0,0,0,0,0,-0.0726002316912037,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229796001260276,0,0,0,0,0.020404546928705,0,0,0,0,-0.12981730328486,0,0,0.280229551316614,0,0,0,0,0,0,-0.0823803928304591,0,0,0,0.329403599026728,0,0.144027253354614,0.0516009576964139,0,0.0735450781511961,0,0,0,-0.028877621998487,-0.0153140972557987,0,0,0,-0.0448284280243631,0,0
X600031.SH,0,0,0.0525113376997913,0,0,0,0,0,0.0589663469354388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465488423871956,0,0,0.0401683567848713,0,0,0,0.0307387316210194,0,0,0,0,0,0.0736403516398012,0,0,5.55111512312578e-17,0,0,0,0,0.0167070029231261,0,0.181155441958173,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102956905343822,0,0,0,0,0,0,0,0.0326937403491026,0,0,0,0,0,0,0,0.044361062320589,0,0,0,0.156836660646348,0,0,0.421703539543924,0,0,0.158529454856623,0,2.16840434497101e-19,-0.0461562176596153,0,0,0,0,-0.0811827889417981,-0.0146565871240657,-0.140228100648406,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.0918677008342328,0,0,0.041562095246476,0,0,0,0,0,0.221407244236432,0.0304368980825905,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125533113579175,0.0175826115606785,0,0.0527229208403059,0.130746543596077,0,0.00549870864093888,0,0.257109355576151,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.00387555202797936,0,0,0,0,0,0,0,0,0,0,0.110150468784104,-0.0860930861521944,0.200781891373006,0,0.185325505662711,0,0.0283565751372562,0,0,0,0,0.0219632397066678,0,0,0,0,0,0,0.0794862592237272,0,0,0,0,0,0,0,0,0.103622016292656,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.241245206777391,0.0175097490392169,0,0.0830627876751578,0,0,0,0,0,0.0096272665377977,0,0,0,0,0,0,0,0,0,0,0,0,0.15152831078579,0,0,0,0,0,0.062760021368776,0,0.067838213973008,0,0,0,0,0,0.0196973188673216,0,0,0,0,0,0,0
