,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002241.SZ,X002475.SZ,X600031.SH,X002236.SZ,X000100.SZ,X600271.SH,X002456.SZ,X002085.SZ,X000338.SZ,X600118.SH,X600177.SH,X002292.SZ,X002180.SZ,X000157.SZ,X600867.SH,X600372.SH,X000559.SZ,X002007.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X002506.SZ,X002074.SZ,X002426.SZ,X600498.SH,X600089.SH,X600522.SH,X601877.SH,X002508.SZ,X002465.SZ,X600566.SH,X000050.SZ,X000869.SZ,X000981.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112870283800805,0,0,0,0,0.0594252239244871,0,0,0,0,0,0,0.187402648474917,0,0.113523989241782,0.0165988681754478,0,0,0,0,0,0,0,0,0.0731062587910783,0,0,0,0.135460287101282,0,0,0.0441815733415126,0,0,0,0,0,-0.0704692385782145,0,0,0.0340155092405055,0,0,0,0,0,0,0,0.0859610157791336,0,0.0686158155778665,-0.00184106607644861,0,0,0,0,0,0
X600104.SH,0,0,1.73472347597681e-18,0,0,0,0,0,0.200808803833297,0,0,0,0,0,0.00840042656638808,0.00225050551680132,0,0,0,0,0,0,-0.037592165795878,0,0,0.354584157134356,0,0,0,0,0,0,-0.0322587985623769,0.0593955076757193,0,0,0,0,0,0.0480999716343585,0,0,0,0.20530109991848,0,0,0,0,0.12652903550214,0,0,0.00915586690872891,-0.0394555603795106,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.370594934531509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750449012205393,0.0836007758673738,0,0.254511607734808,0,0.113866326296454,0,0,-0.0574540642057328,0,0,0,0,0,0,0,0,0,0,0,0,0.321377453372964,0,0.0242895762413615,0,0.0748753151568846,0.0189553544469039,0.0535569651154646,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0167938946768852,0,0,0,0,0,0,0,0,-0.0516434038474443,0,0.00616042922495586,0,0,0,0,-0.0698820434477415,0,0.0376884178102294,0,0,0,0,0,0.109889526501739,0,0,1.73472347597681e-18,0,0,0,0,0,0.0984530140121332,0,0,0,0,0.115153386064479,0,0.212421108374008,0.0245157900694571,0,0,0,0,0,-0.091437036137704,0.0838529856476726,-0.106121478369777,0,0,0,0,0
X000858.SZ,0,0,0.0698333724019685,0,0,0,0,0,0,0,0.096956849013524,0,0,0.325006680215842,0,0,-0.0445984764217485,0,0,0,0,-0.0336092318082782,0.0408388936407662,0,0,0.0201479182968896,0,0,0,0,0,0,0.138411819081925,0.161023225589829,0,0,0,0.0696174429812813,0,0.0709717160214176,0,0,0,0,0,0.0217788008723453,0,0,0,0.0200166704496613,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.040561759174456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296815635979867,0,0,0,0.0653926137460201,0,0,0,0,0,0.0641447995301771,0,0,-0.136431093663096,0,0,0,0,0.198716028708485,0,0.0252829590867202,0,0.029296936696336,0,0,0.114821346657166,0,0,0.0944411514224386,-0.0696536663505254,0,0,0,0,-0.0667875454257522,-0.0553389461633834,0,0,0,0,0,0
X002304.SZ,0.151883542001928,0,0,0,0.13769151220203,0,0,0,0,0,0,0,-0.045909804964936,0,0,0,0,0,0,0,0,0,0.0377596565628555,0,0,0,0.00242714691872109,0,0,0,0,0.0474305236762304,0,0,0,0,0,0,0,0,0,0.170717746008559,0,0,0,0,0,0.127724887247145,0,0.00802536922207051,0,0,0.0168990571033652,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0630249541123196,0,0,0,0,0,0,0,0,0.0501852337797851,0.0996244578671669,0,0.0200124703792387,0,0.0198867719501273,0,0,0,0.0545103294212795,0.0971733206609783,0,0,0,0,0,0,0,0,0,0.0349904153152102,0,0,0,0,0,0,0.0834108473245248,0,0,0,-0.158160872366426,0,0,0,0,0.000725406639558944,0.0174990800803187,0,-0.103832660505198,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0147269994105375,0,0,0,0,0,0,0,-0.0389071930143044,0,0,0,0,0,0,0,0,0,0.0234450043880136,0,0,0,0,0,0,0,0,0.0445961110214832,0,0,0,0,0,0,0.110012871459536,0,0,0,0,0.187655639211365,0,0,0,0,0.0379498567503367,0.11398410359098,0,0.0447430185096628,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080330495340547,0,0,0,0,0.0298488205970797,0.111073009927939,0.0573120801274356,0,0,0.0944344861865185,0,0,0,0,0.030357646151086,0.0244277751537477,0.00980495793840214,0,0,0,0,0.0170330630792706,0.188022679028809,0,0,0.0190108030279455,0,0,0,0.0875990149469034,0.0637968873623277,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
