,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X002236.SZ,X600703.SH,X000977.SZ,X002463.SZ,X002049.SZ,X002241.SZ,X600372.SH,X002129.SZ,X600741.SH,X600584.SH,X000661.SZ,X002028.SZ,X600522.SH,X601877.SH,X601799.SH,X000921.SZ,X600183.SH,X600066.SH,X000800.SZ,X002156.SZ,X002223.SZ,X002007.SZ,X002180.SZ,X600418.SH,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.191247230309168,0,0.145454246398889,0,0,0,0,0,0.158035106859185,0,0,0,0,0.172898992344671,0.040166073104574,0,0,0,0,0,0.0180373856454792,0.0327918347249679,0,0,0,0,-0.101987152697939,0,0,0,0,0,0,0,0,0,0,0,0.0457884339582121,0,0,0,0,0,0,0,0,0,0,0,0,0.0129084358586794,0.022180678662655,0,0,0,0,0
X000858.SZ,0,0,0,0.165710672866664,0,0.390518403360017,0,0,0,0,0,0,0.0162512703440124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109061911137985,0,0,0,0,0,0,0,0,0,-0.0356653806595667,0,0.0694994891480923,0,0,0.000149774986376814,0,0,0,-0.0149064811049173,0.0155760397122796,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0225926281957154,0,0,0,0,0.148877945182719,0,0,0,0.0480098713073022,0,0,0,0,0,0,0,0,0.0356559246398792,0,0.212337230336743,0,0.00340120923943578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430868808403981,0,0,0,0.122808408963544,0,0,0,-0.000321124479824536,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.328900908944754,0,0,0,0,0.0369686045284538,0,0,0,0.0579729512139005,0,0,0,0.172649773577582,0,0,0,0.21553824983408,0,0,0,0,0,0,0,0,0.0543648871583588,0,0,0,0,0,0,0,0,0,-0.105713080075849,0,0,-0.0494753374553365,0,0,0,0,0,0,-0.036247089504433,0.029347715127925,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0375476646491972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024011793233305,0.0936751289878781,0,0.0676057415820805,0,0,-0.0342776495850338,0,0,0,0,0,0.166264945647044,0.453308668821245,0,0.0940373488679542,0,0.127174096714525,0,0,0,0,0,0,0,-0.040225373724851,0,0,-0.0364270538422729,0,-0.0108191334706379,0,0,0,0,0,0
X000568.SZ,0,0.712544608935162,0,0.0389100890363092,0,0,0,0,-0.0685887561251689,0,0,0,0,0,0.172843175844414,0,0,0,0,0,0.123282535654382,0,0,-0.0922507750737351,0,0,0,0,0,0,0,0,0.0197369565340606,0,0,0,0,0,0,0,-0.0208509652993095,0,0,0,0,0,0,0,0,0,0,0,0.0169590712240515,0,0,0,0,0,0
X600690.SH,0,0,0,0.0777538781273341,0,0.032776819014604,0,0.0288366353202238,0,0.0408494624854315,0,0,0,0,0,0,0,0.00782898166234073,0,0,0,0,0,0,0,0.0128679819056249,0,0,0,0,0,0,0.0555441557185696,0,0,0,0,0,0,0.0906017092764398,0.0721166159390278,-0.161128378738692,0,0,0.00551660404561396,0,0,0.0198559543969374,0,0,0,0.00835963077490403,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.199924138869454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532508287582342,0,0,0,0,0,0,0.196398795245638,0,0.423502852230489,0,-0.310174595655237,0,0,0,0,0,0,0,0,0,0.0765961316450183,0.181459754486078,0,0,0,-0.228819400274275,0,0,0.0486666020258636,0,0,0,0.0556787445987192,0,0,0,0,0,0,0
X003816.SZ,0,0,0.0998571702453621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160826430789338,0,0.0259106938258915,0,-0.122894817543244,0,0,0,0,0,0.29387905274425,-0.197561511676949,0,0,0,0,0.139421946723212,0,0,0,0,0,0,0,0,0,0.052416778467049,-0.0517453082924208,0,0.186755131214871,-0.0352999830950703,0,0,0,0,0,0,0
X002475.SZ,0.21300525337046,0,0,0.00565344204909292,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.000967275845126629,0,0,-0.0708665910197371,-0.0690353153351792,0,0.52552273025491,0,0,0,0.168485720712576,0,0,0,0.201963161018293,0,0,0,0,0,0.119471327469918,0,0,0,0,-0.215784085205044,0,-0.0253315876276972,0,0,0,0,0,0,0
