,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X600271.SH,X000100.SZ,X002475.SZ,X002456.SZ,X600118.SH,X000338.SZ,X002292.SZ,X600177.SH,X002085.SZ,X002007.SZ,X002180.SZ,X000157.SZ,X000559.SZ,X600372.SH,X600867.SH,X300003.SZ,X300124.SZ,X002294.SZ,X002506.SZ,X600498.SH,X002074.SZ,X601877.SH,X002426.SZ,X600522.SH,X600089.SH,X002465.SZ,X002508.SZ,X000977.SZ,X600487.SH,X000050.SZ,X300136.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.141578437440159,0,0,0.339863487447596,0,0.0341944519138398,0,0,0,0.0212850522328023,0,0,0,0.0582560122061574,0,0,0,0,0,0,0.0243490824918788,0,0,0,0,0,0.0507271035651991,0,0,0,0,0.0138841478448528,0,0,0,0,0,0,0,-0.106502502517612,0.104000948039924,0,0,0,0,0,-0.020277472813444,0.0461513471422585,0,0,0.0737306246672342,-0.0188346617016683,0,0,0,0,0,0
X600104.SH,0,0,0.0686939097720112,0,0,0,0,0,0.332663711308599,0,0.0088470326075725,0.233872905405492,0,0,0.0435528430528301,0,0,0,0,0,0,-0.141353161912937,0,0,0,0.104291064583029,0,0,0.0342286854598791,0,0,0,0,0,0,0,0,0.0290199703886815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225325671634564,-0.0956122889882488,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217838214864124,0.0620384509606568,0.0887400249575576,0.105913829282257,0,0,-0.326976017381712,0,0,0,0,0,0,0,0,0,0.0734478136529556,0,0,0.331963441568642,0,-0.0423064295392435,0,0,0.0707719922133036,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,-0.00577852999685436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130737169775533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238167674704046,0,0,0,0.028743120892502,0.111227553219403,0,0.107753443363691,0,0,0,-0.0413386199554829,0,0,0,0,0,-0.114300032186483,0.118093831111587,0,0,0,0,0,0
X000858.SZ,0.0840206665175133,0,0,0,0,0.0117206717652684,0,0,0,0,0.114435000705148,0.0472272727931621,0,0,-0.00317481228834521,0,0.488208108611987,0,0,0,-0.0932015574211913,0,0,0,0,0,0,0.110624715746334,0,0,0,0,0,0.0322599073111164,0,0,0,0.0176798025179891,0.117121152602285,0,0,0,0,0,0.0534707625358659,0,-0.0212172320633656,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X600276.SH,0.132703261011494,0,0.0848314895240245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674478437401307,0,0,-0.183009288927188,0,0,0,0.282172080833924,0,3.46944695195361e-18,0,0.0867241474637389,0,-0.011298022914025,0,0,0,0,-0.00397940007227306,0,0,0.0677476032735925,0,-0.0972125496914613,0,0,0,0,0,0,0
X002304.SZ,0.0970137582870543,0,0,0,0.109956539215027,0,0,0,0,0,0,0,0,0,0.0327095853503246,0,0.225140942216022,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0659367086797295,0,0,0.129335970748087,0,0,0,0,0,-0.0940136103569363,0,0,0,0.0781633329787654,0,0,0,0,0,0,0.110243816519358,0,0,0.0287141798285424,0.00913717622630472,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.108037614408389,0,0,0,0,0,0.129851130363251,0,0,0,0.05647343236355,0.179151585468881,0,0,0,0,0,0,0,0,0,-0.0192745452131361,0,0,0,0.0677707332354036,0,0,0,0,0,0,0,0,0,-0.0221414878871551,0,0,0,0,0,0,-0.018916701435544,0,0,-0.0894734220705539,0,-0.00479301056483076,0,0,0,0,0
X000625.SZ,0,0.107254230806812,0,0,0,0,0,0,0,0,0,0.091478560378705,-0.0394425010520268,0.062108979463781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255269504803779,0,3.46944695195361e-18,0,0,0,0,0.0277792378662838,0.104652634955696,0.0973850036934712,0,-0.0842187593997386,0.121780028980142,0,0.0185722028640449,-0.0207965037623193,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0595326153455477,0,0,0,0,0,0,0,0,0,0.019845936190222,0,0,0,0,0,0,0.0466251744499872,0,0,0,0,0.0561246063975041,0.00784057302101323,0,0,0,0,0,0,0,0,0,0.0600808450996729,0,0.0261215412010435,0.100505065380489,0.0197343757317886,0,0,0,0,0,0.104465276867906,0,0.120887064967938,0,0,0.0209143071586582,0,0,0,0,0,0
