,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X000651.SZ,X600690.SH,X002475.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X002129.SZ,X600031.SH,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X000977.SZ,X600702.SH,X002241.SZ,X002180.SZ,X601877.SH,X000157.SZ,X600741.SH,X300142.SZ,X600522.SH,X600584.SH,X002074.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002463.SZ,X002007.SZ,X002294.SZ,X600183.SH,X000800.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.183553505533678,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0867235839458455,0.00370137773558816,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.165065798774248,-0.0478220566522637,0,0,0,0,0,0,0,0.100366166063137,0,0,0,0,0,0,0.00227279660855535,0,0.153974430910933,0,-0.0547945945618748,0.041881855736441,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.403737385174718,0,0,0,0,0,0,0,0,0,0.0530991771833042,0,0,0,0,0,0,0,0,0,0.0543018821040253,0,0,0,0,0.106415479568913,-0.00972792679910165,0,0,0,0,0,0,0,0,0,0.0176407998076179,-0.0137353684101855,0,0,0,0,0,0.0507200197118424,0,-0.0647991060665807,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0581491634832763,0,0,0,0,0.00210329810915965,-0.0836414292170547,0,0,0,0,0,0,0.124444266058262,0,0,0,0,0,0,0,0,0.160510652228739,0,0,0,0,0,0,0.285948840183118,0.105379251797607,0,0,0.0861647292409527,0,0.0671802961680482,0,0,0,0,-0.048723583511488,0.387020978302457,0,6.93889390390723e-18,0,0,0,0.0012473535470178,-0.0321652222535535,0,0,0,0,0,0
X000568.SZ,0,0.57298527924103,0.00456904230535106,0,0,0,0.0736347215059488,0,0,0,0.102441868145956,0,0,0,0,0,0,0,0,0,0,0,-0.0664989411385162,0,0,0,0.0207038496373761,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,-0.189960454112426,0,0,0,0,0,0,0,0.0859998396992098,0,0,0,-0.0432237717654521,0.00614753803408652,0,0,0,0,0,0
X600276.SH,0,0,0,0.113003758239787,0,0,0,0,0,0,0,0.0233953610824433,0,0,0,0,0,0,0,0,0,0,0.0382875415138675,0,0,0,0,0,0,0,-0.0537780124445435,0.100630526021108,0,0.0779852511631374,0,0,0,0,0,0.154481430897348,0,0,0,0,0,0.0737915172539495,0,0,0,0.00388169670940682,0,0.00583915083716098,4.33680868994202e-19,0,0,0,0,0,0
X600809.SH,0,0.549282682059244,0,0,0,0,0,0,0,0,-0.0477843853584955,0,0,0,0,0,0.0601670288444269,0,0,0,0,0,0.019829585095123,0,-0.00298030915052149,0,0,0,0,0.0248695775734622,-0.0232686477027792,0,0,0.14525279892195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019469636325226,-0.00589081040212253,0,0,0,0,0,0
X002304.SZ,0,0.395804827344598,0,0.346450832883795,0,0,0,0,0.0206697841233928,0,-0.0261129218313141,-0.00205192552826453,0,0,0,0,0,-0.000827554669281583,0,0,0,0,0,0,0,0,-0.122386374598183,-0.0391950212153655,0,0.0425118994451014,0.0546314428065835,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0360857302078902,0,0,0,0,0,0,-0.0510441925991251,0,-0.0478680676642874,0,0,-0.0365546773413121,0.0262175518098831,0,0,0,0,0,0
X000651.SZ,0,0.0400049676635391,0,0,0,0,0,0,0.137141540651566,0,0,0,0,0,0,0,0,0,-0.0174278263833435,0,0.197413545912149,0,0.0308997090988643,0,0,0,0,0,0,0,0.0367513466527519,0,-0.0487093524752283,0,0,0,0,0,0.00668511256622372,0.0800159999396603,0,0,0,-0.0542826072986499,0,0,0,0,0,0.0355841003077929,-0.0252591775332882,0,-0.0351353326915879,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.306856049801563,0.144768591863794,0,0,0,0,0.100428009404016,0,0,0,-0.197288967204944,0,-1.73472347597681e-18,0.151968111357104,0,0,0,0,0,0,-0.248144424189078,0.0638942333550423,0,0,-0.0275952524202575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221452221474832,0,0,0,0.00480839335529627,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0193379006045903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490434263081752,0.037793977217868,0,0,0,0.0767487624873285,0.243443581624023,0,0,0,0,0,-0.0789481796072639,1.73472347597681e-18,0,0.0649844530662737,0,0,0,0,0.087148295992147,0,0,0,0.0554441445426837,0,0,0.101343459905704,0,0,0,0,0,0,0,0.0405967873828715,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0307917342216953,0,0.172017736102589,0,0,0,0,0,0,0,0,0,0,0.191526399334416,0.022968279995322,0,0,0,-0.111076228463754,0,0,0,0,0,0,0,0,0,0,-0.108588570714592,0,0,0.3401157237376,0,0,-0.00566288468064638,0,0,0,0,0.194168748696369,0,0.00165211238567447,0.0472408504520156,0,0,0,0,0,0
X000063.SZ,0,0,0.261834192441271,-0.12480743464732,0,0,0,0,0,0,0.259029758088216,0,0,0,0,0,0,0,0,0,0,0,0,-0.234865300862918,0,0,0.409426691815271,0.285445433097433,0,0,0.10509798784786,0,0,0,0,0,0,-0.123127612159467,-0.0193673294680661,0,0,0,0,0,0,0,0,0,0,0,0.355332967321898,0.0446430092406176,-0.00571173963723387,0,0,0,0,0,0
