,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X600584.SH,X000157.SZ,X000977.SZ,X600741.SH,X601877.SH,X600522.SH,X000800.SZ,X002180.SZ,X002007.SZ,X002074.SZ,X601799.SH,X600183.SH,X600418.SH,X002463.SZ,X000733.SZ,X300142.SZ,X002028.SZ,X000066.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0230674979572494,0,0,0,0.209568470701621,0,0,0,0,0.292228115498546,0,0,0,0,0,0,0,0,0,0,0.00645898320896432,0,0,0,0,0,0,0,0,0,0,0,-0.00878453790186725,0,0,0,0,0,0,0,0.0664472209465183,0,0.0788435708601996,0,0,0,0.467158399566153,0,0,-0.0860005050795918,-0.00183415942199058,0,0,0,0,0.0579354997084712,0,0
X000858.SZ,0.0499321255904649,0,0,0.215493959855452,0,0,0,0,0,0,0,0,0.036893679896802,0,0,0,-0.0310539922941237,0,0,0,0,0,0.110950399999939,0,0,0,-0.0262579489011822,0,-0.16397948401894,0.0201328358103407,0,0,0,0,0,0,0,0,0,0,0,-0.141124206295547,0,0,0,0,0.105937194420952,0,-0.0133250498541682,0.26485577054027,0,-0.00539788831331334,-0.0046475372989565,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185655153116941,0,0,0,0,0,0,0,0.100979013631998,0,0,0,0,0,0,0.118292096981802,0,0,0,0,0,0,0,0,0,0,0.0173574368340634,0,0,0.0457541649832043,0,0,0.106250620075178,0.00829795879883838,-0.017603100202137,0,0,0,-0.0817486233003487,0,0
X000568.SZ,0.534700967946488,0,0,0,-0.0227588807494424,0.311675135237897,0,0,0,0,0,0.200254139537671,0,0,0,0.17074403812389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00596861126025944,0,0,-0.0159758694694122,0,0,0,0,0.000800308879685082,0,0,0,0,-8.67361737988404e-19,0,0
X600276.SH,0,0,0,0,0,-0.0595146952901747,0.0596106337868973,0,0.351284953364203,0,0,0,0.010438911318523,0,0,-0.0369473729359286,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.214518659458097,0,0,0,-0.0686846209687145,0,0,0,0.0521976678120542,0.136693364108693,0,0,0,0,0,-0.0126272699405261,0,0,0,0,-0.0442643057415218,0.0467547813437978,-0.000593414173253852,0,0,0,0,0,0,0
X600809.SH,0.213501474174602,0,0,0.366003954577223,0.085915775073424,0,0.0118575759407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124131886515949,0,0,0,0,0,0,0,0,0.0650833971370522,0,0,0,0,0,-0.0214511454944652,0,0,0,-0.0425555293401421,0.0563370019735102,-0.131319272272323,0.0229665541712709,0.0599610548642116,0.166832282574553,0,0,0,0,0,0.0186082701678915,-0.0288504168384612,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.250719185027833,0,0,0,0,0,0,0,0,0,0,0.0967221913581748,0,0,0,0,0,0,0,0,0,0.0764622890888288,0,0,0,0,0,0,-0.146218253188696,0,0,0,0.0489087355584491,0,0,0,0,0,0,0.396403923578637,0.0495935282333599,0,0,0.0628340096572652,0.161858000377207,0,-0.113365005226341,0.151625933932721,0,0,0,-0.236972913899984,0,0
X600690.SH,0.0113469380593122,0,0,0.0519917518127972,0,0.0549448062729577,0,0,0.181223247527859,0,0,0,0,0,0,0,0,0.157876253825797,0,0,0,0,0,0,0,0,0,0,0,0.0191729231692605,0,0,0,0,0,0,0,0,0,0,0,0,0.0771145889680872,-6.93889390390723e-18,0.0368811893920913,0,0,0,0,0,0,0,0.00388851712062724,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.136278704489509,0,0.00759966962886096,0.00980096073441773,0,0,0,0.174984146122841,0,0,0,0,0,0.101375008865263,0,0.0736912548967078,0,-0.0906888038387149,0,0,-0.123312343036796,0,-2.71050543121376e-20,0,-0.0417508374379109,0.151418040803254,0,0,0,0,0,0,0.0893741857911092,0,0,0,0,0.035902402410746,0,0,0,0,0.0640199134389241,0,-0.135469169439357,0,0,0.0223586061551158,-0.0578739199966486,0,0,0,0,0,0
X002304.SZ,0,0,0,0.109448134985092,0,0.0760124557350949,0,0,0,0,0,0,0.0752133840362394,0,0,0,0.141339175598513,0,0,0,0.149429003133786,0,0,0,0,0,0,0,0,0,0,-0.115040608221843,0,0,0,0,0,0,0,0,0,0,0,-0.0399810133461549,0,0,0,0,0,0.161335269799776,0,0,-0.0275682208284709,0,0,0,0,0,0
X600104.SH,0.137109559275002,0,0,0,0.000403376654990619,0,0,0,0,0,0,0.0367531465183647,0.142832783298767,0,0,0,0,0.113152039810743,0,0,0.0458542248550528,0,0,0,0,0,0,0,0,0,0,-0.0841546470486537,0,-0.00128568716692157,0,0,0,0.109271780845401,0.030148282280428,0,0,0.00763349434277886,0,0.0243038353787047,0,0,0,0,0,0,0,0.00473500069235069,0.00220935845450513,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231888137000349,-0.278012166991855,0,0,0,0,0.0854346390011581,0.0118936418688699,0,0.00713949254603501,0,0,0,0,0,0.117093613798468,0,0,0,0,-0.0761529891074641,0.139192274919191,0,0,0,0,-0.0182603729138303,0,0,0,0,0,0,0,-0.00899902545740871,0.00994278288202047,0.0415610085485206,0,0,0,0,0
X000625.SZ,0,0.153633666822901,0,0,0,0,0,0,0,0.0539214702920745,0,0,0,-0.105135450928212,0,0,0,0,0,0,0,0,-0.0153518166904216,0,0,0,0,0,0,0,0,0,0,0,0.183797774005601,0.616916678131696,0,0,0,0,0,0,0,0.387588531964767,0,0,0,0,0,0,0,-0.0022730531305673,0.000974134907498437,-0.290173023886476,0,0,0,0,0
X000725.SZ,-0.140150374076078,0,0,0,0,0,0.0281710840469212,0,0,0,0,0,0,0,0,0,0,0,0.13087251644929,0,0,0.313991998432439,0.270474305060715,0,0,0,0,0,0,0,0,0,0.203248844792482,0,0,0,0,0,0,0,0,0,0,0.0657482998665048,0.0347572547559403,0,0,0,0.0545335030079328,0,0,-0.00713262299693685,0.0358049906035822,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.0242974826721843,0,0,0,0,0,0,0,0,0,0.0698630855189756,0,0,0,0,0,0,0,0,0.0517075773695885,0,0,-0.0403817460629925,-0.137100474066054,-0.067397383528531,0,0,0.0139377462508295,0,0,0,0.0955298062063921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00287944375226326,0,0,0,0.00290733001096926,0,0
X000596.SZ,0,0,0,0.356331879768039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014678549465787,0.146042565159651,0,0.0158331243580136,0,0.0554451802702508,0,0,0,0,-0.0394475541462796,0.0557737019785948,0,0,0,0,0.00236970116332609,0,0,0,0,0.0210527201539743,0,0,-0.00764639419184689,0,0,0,-0.00790459404501546,0,0
X000063.SZ,0,0,0,0.102018802814135,0,0,0.127665249004938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228606463053248,0,0,0,0,0,0.219839800796475,0,0,-0.362769547003138,0,0,0.0147758503768607,0.350057545950934,0,0,0,0.170727578229597,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0839367989378276,0,0.0261784077762754,-0.00237349592461671,0,0,0,0.304918540914673,0,0
X000338.SZ,0,0,0,0.0375071788116064,0.0406516208818214,0,0,0,0.182113499167054,0,0,0,0.0705187273458578,0,0,0.00940201819489364,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387369324772122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845882584001067,-0.0872820016904924,0.0239184573097036,0,0,0,-0.03389242692688,-0.0221176925107294,0.0200835175946094,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0431149391408123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315002582364541,0,0.165363831082287,0.292155067416538,0,0,0,0,0,0,0,0,0,0,0,0,0.00961399094000124,0,0,0,0,0,0.186663273341541,-0.0315438765889074,0,-0.0899361978211607,0,0,-0.0913768886067529,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123620687828199,0,0.663778217454133,0,0,0,0.153821550805749,0.0324487604869603,0,0,0,0,0,0.0559500875942003,0,0,0,0,0,0,0,0,-0.0144447663677031,-0.0325642647333473,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.128969918917522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300264905584677,0,0,0,0,0.0258186160264785,0,0.0691208379781435,0,0,0.0375529214860293,0,0,0,0,0,0,0.0953653333427203,0.0336843918839005,0,0,0,0,0,0,0,0,0,0.0225913019103212,-0.0473682101231388,0,0,0,0,0,0
X002179.SZ,0,-0.0553997752996617,0,0,-0.0478170704083931,0,0,0,0,0,0,0,0,0.381925616947043,0,0,0,-0.183762686081557,0,0,0,0,0,0,-0.0617425894311843,0,0.103033886921396,0,0.0532641828598482,0.0338066249430029,0,-0.156350223582447,0,1.73472347597681e-18,0,0,-0.0990521456457267,0,0,0,0,0,0,0.0408896880989813,-0.109790927864471,0.234832498620563,0,0,0,0,0,-0.00863083919997345,0.00822479967564518,0,0,0,-0.026653217659208,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58756800850733,0,0,0,0,0,0.136679441891029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594275403555752,0,0,0,-0.0482566504718008,0,0.0250260927183151,0.156803331003365,0,0,0,0,0.062222875175117,0.00538378362609396,-0.0174828247154388,0.00514179268034864,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783816804080406,-0.030889274197901,0,0,0.0201358455376057,0,0,0,0,0,0,0,0.0369216032889252,0,0,0.193440709069209,0,0,0,0,0,0,0.10461786151383,0,0.373215752883763,0.0200807615888856,0,-0.0526534022224229,-1.73472347597681e-18,0.0430268661291147,0.222576860201065,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.327223289146363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333102100477326,0.11077096823197,0.0332690242232012,0,0.423374010953117,0,-0.404916204663209,0,0,0,0,0,0,0.413801522239436,0.155849227429611,0.0718551470198805,0,0.189967580561369,0,0.282594746680428,0,0,0,-0.0108095167732495,-0.142980521466901,0,0,0,0,0
