,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X000063.SZ,X000100.SZ,X600031.SH,X600276.SH,X000338.SZ,X600372.SH,X600741.SH,X000157.SZ,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X600118.SH,X002236.SZ,X601877.SH,X600177.SH,X000550.SZ,X000581.SZ,X002475.SZ,X600582.SH,X000568.SZ,X002129.SZ,X000800.SZ,X300124.SZ,X000623.SZ,X600060.SH,X002294.SZ,X000559.SZ,X002292.SZ,X600839.SH,X000050.SZ,X300003.SZ,X300146.SZ,X002456.SZ,X002465.SZ,X000977.SZ,X000400.SZ,X000869.SZ,X600166.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.217942963516787,0,0,0,0,0.101297921819057,0,0,3.46944695195361e-18,0,0.32341922597389,0,0,0,0.233512910948866,0,0,0,0,0,1.38777878078145e-17,0.0552908545834495,0,0,0,0,-0.0257268091175029,0,0,0.15113604332291,0,0,0,0,0.00722367154727774,0,0,0,0,0,0,0,0,0,0,0,0,0.00894866047073378,0,0,0,0,0,0
X600519.SH,0,0,0,0.0748907979238424,0,-0.0287219370003275,0.117025017329866,0.118681006791971,0.0179947782397222,0,0,0.0672076047298428,0,0,0,0,0,0,0,0,0,0,0,0,0.176233632526595,0.0493585921274727,0,0,-0.0613723515824674,0,0,0,-0.0131057947886085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202628262469048,0,0,0,0,-0.00427458464594524,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.325266870633376,0,0,0.162225106174096,0,0,0.158939020381456,0,0,0,0,0,0.0449860893424318,0,0,0,0,0,0,0,0.0596212203144792,0,0,0.133273200436373,0,0,0,0,0,0.0577851990596232,0,0,0,0,0.0220958797078723,0,0,0,0,0,0,0.0284586788819042,0,0,0,0,0,0,0
X000651.SZ,0.0363780575121103,0,0.18075872788966,0,0.076248942354225,0,0,0,0,0,0.0651587155366093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151887627967825,0,0,0,0,0,0.15941102919302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293625470377529,-0.0109056030329296,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.350064883454109,0,0,0,0,0.101965156948423,0,0,0,0,0,0,0,0,0,0.0226991033549182,0,0,0.16824681473165,0,-0.174017655451169,0,0,0,0,0,0,0.181951755824054,0.196661435381449,0,0.014173870664404,0,0,0.0159524989456772,0,0,0,0,0,0,0,0.135308926186802,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.105129696356213,0,0.0953079374652797,0.137713997935378,0,0,0,0.210681932408843,0,0,0,0,0,0,0,0.052861380012204,0,0,-0.126641673481027,0,0,0,0,0,0,0,0.304643514405814,0,0,-0.0529954037418372,0,0,0,0,0,0,0.0438471082217321,0,0,0,0.0391538273806579,0,0,0,0,0,0,0,0,0,0,-0.0320566024979775,0.0200724047069968,0,0.0605861006159513,0,0,0,0
X000858.SZ,0,0,0.0108121419881511,0,0,0,0,0.117459840927845,0.160742222899248,0,0.083079252040685,0.233592129081522,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0211865673344789,0,0,0,0,0.138598224448072,0,0.0263174867749382,0,0,0,0,0,0,0.0384115721306047,0.049699609667551,0,0,0,0,-0.022305189340036,0,0,0,0,0,0.0233427945018859,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.228877477424212,0,0,0.0735186398827132,0,0,0.352225602732044,0,0,0,0,0,-0.211148067857294,0,0.0862299899533003,0,0,0,0,0.0241719173544202,0.256177723715155,0,0,0,0,0,-0.0127536086241264,-0.0366221781975968,0,0.0190797848959595,0,0,0,0,0,0,0,0,0,0,0,0.0911634727593945,0,0,0,0,-0.000480366164621047,0,0,0,0,0,0
X600690.SH,0,0,0,0.199970445007662,0,0,0,0,0,0.0175720930469301,0.228745306862521,0,0,0.114203981728518,0,0,0,0,-2.16840434497101e-19,0,0,0.00451016370799686,0,0,0,0.151741703705076,0.118118134825115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180561391534404,-0.0886354019245335,0,0,0,0,0,0,0.00280482888687276,0,0,0,0,0,0
X000063.SZ,0,0,0.0982894835000392,0,0,0,0.0207444164140325,0.0524020429332485,0,0,0.111119772964048,0.167954361206665,0,0.118597954748212,0,0,0,0,0.0303584282525673,0,0,0,0,0.100589234967847,0,0.0459000256789699,0,0.0541677475394963,0,0,0,0,0,0.130111644462704,0.0106025989501205,0,0,0,0,0,0,0,0,0,0,-0.0212474739545283,0,0,0,0.022653779286986,0,0.00927243331013266,0,0.107358158387511,0,0,0,0,0
