,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600690.SH,X002292.SZ,X600271.SH,X600118.SH,X000100.SZ,X600031.SH,X002241.SZ,X000559.SZ,X600066.SH,X002236.SZ,X600741.SH,X002475.SZ,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X300124.SZ,X002049.SZ,X002465.SZ,X600177.SH,X000568.SZ,X601877.SH,X002129.SZ,X600582.SH,X002294.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X000869.SZ,X002085.SZ,X000977.SZ,X600867.SH,X600498.SH,X000547.SZ,X600252.SH,X600839.SH,X300001.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.114191998055048,0,0,0,0,0,0,0,0,0,0,0,-0.0529404827412287,0,0,0,0,0,0,0,0,0,0,0,0,0.110466794265575,0,0,0,0.0826260498536682,0,0,0.0221536012023009,0,0,0,0,0.0482245011469142,0,0.0297115378107175,-0.0516484228949201,0.0457120666634786,0,-4.33680868994202e-19,0,0,0,0,0,-0.0109369876345694,0.0220285539056626,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.244097087501119,0,0.0887666508384517,0,0,0,0,0,0.0678140328938442,0.0621229072454026,0,0,0,0,0,0,0,0,0.127360165801163,0,0.0228042726819343,0,0,0,0,0,0,0,-0.0431986251600692,0,0.0364810528952854,0,0,-0.164462086838155,0,0,0.00711037592057242,0.0257266781154214,0,0,0,0,-0.0233898262880011,0.0300173918416238,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0246880919369793,0,0.166636495818723,0,0,0.061275266468774,0,0,0,0,0.0898622774929005,0,0,0,0,0.19090093028399,0.0937371035105166,0.00868131821030237,0,0,0,0,0.0424434297502676,0,0,0,0.0383029508653188,0,0,0.0173561049630441,0,0.0370571639312398,0,0,0,0,0,0,-0.013922913346244,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0885846293023468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987436908380428,0,0,0.243145144931067,0,0,0,0,0,-6.93889390390723e-18,0,0.0568263097584747,0,0,0,0,0,0,0,0,0,0,0,0.0190265877292044,0,0,0,0,0.0101406748936654,0.0316767707018898,0,-0.0971840979888316,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0765778922373866,0,0,0,0.0125935190765568,0,0,0,0,0,0.0393229412523731,0,0,0,0,0,0,0.0464663992018679,0,0,0.0222033188509347,0,0.0447271338434403,0,0,0.134163005352,0,0,0,0,0.0175266816564983,0,0,0,0,0,0.0354813641451244,0,0.121841443775869,0,0,0,-0.0115361061188258,0,0,0,0,0,0,0
X002304.SZ,0,0.0682716827163352,0,0.0821568266780654,0,0,0,0,0,0,0,0,0.0188270545368592,0,0.0137717554226602,0,0,0,-0.0481182314193074,0,0,0,0,0,0,0,0,0,-0.0106706593899446,0,0.0659919120166148,0,0,0.106601497573151,0,0,0,0,-1.0842021724855e-19,0,0.00951347385924384,8.67361737988404e-19,0,0,0.0654095625725831,0,0,0,0,0,-0.0165001560764907,0.0184075165119517,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10893500310453,0,0,0,0,0,0,0,0,0,-0.00615139619098494,-0.0366846621183434,0.0164738325295123,0,0,0,0,0,0,-0.207256912237434,0,0.0165787860902587,0.123208667450857,0,0,0.0529526518252343,0.118676020442074,0,0,-0.00427205221684132,0,0,-0.0256896326341919,-1.0842021724855e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0679406822199698,-0.071750219251429,0,0,0,0,0,0.156346249654416,-0.0981332102666936,0,0,0,0,0,0,0,-0.0378353861495755,0,0,0,0,0,0,0,0,0.0594925833099186,0.0325661748572698,0,0,0,0,0,0.0907169855490028,0,0,0.0814295207096091,-0.0437839532639849,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.0591664137410436,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.149412164723701,0.402944576730864,0,0,0,0,0,0,0,0,0,0,0.0629736399163741,0,0,0.0393197164959014,0,0,0,0,0,0,0,0,0,0,0.0172651327984913,0,0.134430475408159,0.0390091307522909,0,0,-0.00167895226980817,-0.0410443149040518,0,0,0,0,0,0
X000063.SZ,0,0,0.0496216112426788,0,0,0,0,0,0,0,0,0,0.0210383756228841,0,-3.46944695195361e-18,0,0.0490963192656919,0,0,0,0,0,0,0,0,0,0.00499968569647841,0.214505901454294,0,0,0.0628573898177126,0,0,0.108544224128365,0,0,0,0,0.00965656641029413,0,0.0245674341190001,0.0606105083831268,0,0.0324919080634919,0.0293678538302002,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
