,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X002475.SZ,X600690.SH,X600031.SH,X000338.SZ,X600741.SH,X000596.SZ,X600703.SH,X601877.SH,X000661.SZ,X002236.SZ,X600809.SH,X000100.SZ,X600271.SH,X300003.SZ,X300124.SZ,X000625.SZ,X300142.SZ,X600487.SH,X002008.SZ,X002007.SZ,X000157.SZ,X000977.SZ,X002506.SZ,X002241.SZ,X600498.SH,X600776.SH,X002179.SZ,X002456.SZ,X600177.SH,X600066.SH,X300146.SZ,X600522.SH,X600867.SH,X000050.SZ,X002371.SZ,X600566.SH,X600183.SH,X600089.SH,X002129.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.231707576356711,0.012282141845497,0,0,0.0612974026276409,0,0,0,0,0,0,0,0,0,0.0702748889920923,0,0,0,0,0.0547111848545538,0,0,0,0,0,0,0,0,0,0,-0.024084586270501,0,0,0,0,0,0,0,0.0425029957261034,0,0,-0.0192128809141001,0,-0.0125261235879596,0,0,0,0,0,0,0.0130877842626792,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.389278952156223,0,0.177281923624668,0,0,0,0,0,0,0.234363607827003,0,0,0,0.044437221385209,-0.0189328899248477,0,0,0.000721810440151708,0,0,0,0,0.0999467236185513,0,0,0,0,0,0,0.0670819229695279,0,0,0,0,0,0,0,0,0,0,0,0.0589924563572743,0,0,0,-0.0129194572260621,0,0
X000651.SZ,0,0,0,0.0369860338321446,0,0.214288650383286,0,0,0,0,0,0.110934330145912,0.202090734313826,0,0.113108102296443,0.0975580438200779,0,0,0.0386766710511055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237556147949525,-0.019667143838124,-0.0184311764092783,0,0,0,0,0,0,-0.0235002281590585,0,0,0,0,-0.0258012558741415,0,0
X600104.SH,0,0,0.0356617682957532,0,0,0,0,0.0106270987103278,0,0.0601643845704951,0.131566933933371,0,0,0.121654580809916,0.227034890821103,0,0,0,0.000390743188471186,0,0,0,0,0,0,0.119880714391093,0,0,0,0,0,0.0498462108080824,0,0,0,0,0.0695049379581548,0,0,0.0305468709850882,0,0,0,0,0,0,0,0,0,0,0,3.3881317890172e-21,-0.049241346828464,0,0,0,0.0172248628572988,0,0
X002415.SZ,0,0,0.0575389143246866,0,0,0,0,0.0731342902204349,0,0,0,0,0.0231820590840046,0,0.0850242797363731,0,0,0,0,0.309477969471483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660930180188303,0,0.0230013482472076,-0.00029351141332207,0,0,0.00725426644138279,0,0.0317427851743587,0,0,-0.0295824644167045,0,0,0,0,0,0,0
X600276.SH,0,0,0.12013604793991,0,0,0,0,0,0,0,-0.142257220714698,0,0,0,0,0,0.189279263670257,0,0.161406483059268,-0.131137651208206,0,0,0,0.484777887986138,0,0,0,0,0,0,0,-0.0269546067431853,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.208734808851308,0,0.0134031100234443,0,0,0,0,0,0,0,0.0381765956391527,0.0173240907649512,0,0,0,0,0,0
X002304.SZ,0,0.123474882569472,0.153607746955586,0,0,0,0,0,0,0.021733760701172,0.0715608443724503,0,0.00755319235925138,0,0,0.127927624405916,0,0,0,0,0.276651473861112,-0.00223562023440886,0,0,0,0,0,0,0,0.0223267378445513,0,0,0,0,0,0,0,0,0,0,0,0,0.0848634780350807,0,0,0,0,0,0,0,0,0.0206079130923971,-0.0122148368925727,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0327519472129062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809515534479904,0.0384723036271234,0,0.13563537335962,0,0,0,0,0,0,0.465811226588364,0.143309441560304,0,0,0,0,0,0,0,0,0.0543864457734671,0,0.0692460709151008,0,0,0,-0.0947235516242191,-0.0195804861432217,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.242311938877822,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.171968158966263,0.0801397937885895,0,0,0,0,0,0,0,0,0,0,0,0,0.0206320063371051,0,0.106846162750653,0,0.0538131285899419,0,0,0,0.0578898019828071,0,0,0,0,0.177411145254836,0,0,-0.0325235945224058,0.0121340200848121,0,0,0,0.0575420859362657,0,0
X000568.SZ,0,0.258962686047323,0,0,0,0,0.0312048427158305,0,0,0,0,0,0,0.202005738900396,0,0,0.0338722716082736,0,0,0,0.0278331424424854,0,0,0,0,0,0,0.0674113442075637,0,0,0,0,0,0,0,0.00968074769214461,0,0,0,0,0.170617171980643,0,0,0,0,0,0,0,0,0,0,-0.0241216685314043,0,0,0,0,0,0,0
