,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002463.SZ,X000921.SZ,X600372.SH,X002028.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000977.SZ,X600522.SH,X600741.SH,X601877.SH,X600183.SH,X002049.SZ,X600584.SH,X000661.SZ,X002129.SZ,X002223.SZ,X000800.SZ,X002180.SZ,X600487.SH,X600177.SH,X002074.SZ,X600060.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.117787629347764,0,0.0215137177753816,0.211158159674753,0,0,0,0,0,0,0,0.0950347403505246,0,0,0,0,0,0,0,0,-0.00247287779975649,0,0,0,0,0,0,0,0,0,0.00361341507141539,-0.00605374638787118,0,0,0,-0.00949123745216587,0.0676176957683268,0,3.46944695195361e-18,0,0,-0.0264802589599832,0,0,0,0,0,0,0,-0.00342877937462462,0,0,0,-0.0218082163190721,0,0
X000858.SZ,0,0,0,0,0,0,0.371302498025746,0,0.0194524365709898,0,0,0,0,0,0.236127426144413,0,0,0,0.111150159249694,0,0,0,0.0194010620421032,0,-0.0359186236775739,0,0.0422587905463571,0,0,0,0.00721261108044337,0,0,0,0,0,0,0,0,0.0268520846245886,0,0,0,0,0,0,0,0.0136671825034671,0,-0.00378744197280247,0,0,-0.0258601102650084,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0157774957631314,0,0.0788060809129936,0,0,0,0,0,0.192844466609388,0,0,0,0,0,0,-0.0334496171093426,0.0406941867418195,0,0,0,0,0,0,0,0,0,0.183446345944936,0,-0.0554002706929179,0,0,0.0539823764026112,0.0699316355240057,0.00775495105263667,0,0,0,0.0672537715031311,0,0,0,0,0,0,0,0.014582167137286,-0.0226653063568023,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.154849039637213,0,0,0,0,0,0.067227712348048,0,0,0,-0.0622658167025623,0,0.212328694062369,-0.0417021246136574,0,0,-2.16840434497101e-19,0,-0.0797984572600184,0,1.73472347597681e-18,0,0,0,-0.0108299773928838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900647226807287,0,0,0,0,0,0,-0.0656911252020693,0,0,0,0,-0.0353365119032447,0,0
X600690.SH,0,0,0,0,0,0,0,0.16299115922356,0,0,0,0,0,0.100703518701497,0.12557576359028,0,0,0,0,0,0,0,0,0,0,0,-0.0671911462464585,0.366231927995593,0,0,0,-0.0539645359048778,-0.0264883906751051,0,0.00495638494784405,0,0,0,-0.00489793545318204,0,0,0,0,0,-0.0658207263644494,0,0,0,0,0,0,-0.0334312020576932,0,-0.0690085496181614,0,0,0.0696396812527302,0,0
X600276.SH,0,0,0,0,-0.324004128383924,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.263108780224038,0,0.102608557157965,0.257078404474261,0,0,0,0,-0.232297392243889,0.201561445996204,0,0.150432165390102,0,0,0.0901993493017694,0,0,0,0,0.0140694882514806,0,0,0,0,0,0,0,0,-0.0844361079897525,0.00407736523737708,-0.0477307291795074,0.0420561633070083,-0.0277047685376915,-0.0821388669271558,0,0,0,0,0
X000568.SZ,0,1.01960438463585,0,0.164595840830935,0.132595687452843,0,0,0,-0.033235232679489,0,0,0.0569812017544896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616858771909048,0,0,0,0,0,0,0,0,0,0,-0.0519745063753166,0,0,0,-0.00358233521896493,0,0,0,-0.103042268925063,0,0.147288478131811,0,0,0,0,0.0113019759986632,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.167461564055689,0,0.0279824974955155,0,0,0,0,0,0,0,0,0,0,-0.103446844009736,0,0,0.0780708606534366,0.328568555664655,0,0,0.0495560970518471,0,0,0,0,0,-0.0822206840876397,0,0,0,0,0,-0.022935285895054,0,0,0,0,0,0,0,0,0,0,0,0.115630031700461,0,0,0,-0.0381222897280325,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00456346809335238,0,0.402753983619913,0,0,-0.0762372580438183,0,0,-0.0708089431990564,0,0,0,0,0,0.151200498758606,0,0,0,0.379262303729894,-0.122472155319129,0.199960778646266,0,0,0,0,1.38777878078145e-17,0.0853244304644244,0,0,0,0,0,0,0.0318387718119368,0,0,0,0,0,0,0.00794320155405093,-0.0473858571695321,0,0,-0.0407255144199994,0,0
X003816.SZ,0,0,0,0,0,-0.0477113131978968,-0.35020764606315,0,-0.0359564878172568,0,0,0,0,0,-0.134028326344456,0,-0.00271086979114027,0,0,0,0,0.0766169046832725,0,0,0,0,0,0,0,0,0,0,0,0,0.0194099781967495,0,0,0,0,0,0,-0.0470074752008138,0,0,0,0,0.0954002148351958,0.123031910461439,0,0.197533197399012,0.0170482911043292,-0.0234994802552112,-0.0474812682562966,0,0,0,-0.105985015262251,0,0
