,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X002475.SZ,X600177.SH,X002292.SZ,X002456.SZ,X000559.SZ,X000338.SZ,X600372.SH,X002007.SZ,X300003.SZ,X000157.SZ,X002506.SZ,X600867.SH,X002180.SZ,X002074.SZ,X600522.SH,X300124.SZ,X002085.SZ,X002294.SZ,X600089.SH,X002426.SZ,X600487.SH,X601877.SH,X002508.SZ,X600498.SH,X000050.SZ,X002249.SZ,X002465.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.104704723520731,0,0,0,0,0.181524985079926,0,0,0,0,0,0,0,0.0105402642776231,0,0.0919805723065412,0,0,0,0,0,0.194814291225808,0,0,0.0213343847245216,0,0,0.184642703316448,0,0,0,0,0,0.0303097071013726,-1.73472347597681e-18,0,0,0.0410051008111321,0,0,0,0,0,0,0,0,0,0,0.0092722133788396,0,0.100766916476414,0,0,0,0,0.187308873561861,0,0
X600104.SH,0.132037752055362,0,0.0962056492889221,0,0,0,0,0,0.466597629896668,0,0,0,0,0,0.0513655107750099,0,0,0,0,0,0,0,0,0,-0.0837530781954698,0,0,0,0,0,0,0,0,0.0525110571008094,0,0,0,-0.0582205033253147,0,0,0,-0.0040074131108868,0,0,0,0,0,0,0,0.0154651728462216,0,0,0,0,0,0,-0.339572272317579,0,0
X002415.SZ,0,0,0,0,0,0.0291388410584968,0,0,0,0,0,0,0,0,0,0.0686744754083459,0,0,0,0,0,0.0476995079955674,0.154707066008984,0,0,0.0368337310867366,0,0,0,0,0,-0.0181542915099842,0,0.0272611777580116,0,0,0,0,0.427509334290989,0,0,0,0,0.133674260861145,0,0,0,0,0,0.146618485252062,0,0.0760760685511844,-0.0872724162379849,0,0,0,-0.216806702835072,0,0
X000858.SZ,0,0,0,0,0,0.28579359807877,0.178159878577912,0,0,0.0599594177188423,0,0.0473097861734135,0,0.0304106981870898,-0.00394982104976108,0,0.439984525778074,0,0,0,0,0,0,0,0,0,0,-0.0117863539853239,0.0755186168536909,0,0,0.00617702366220404,0,0.0113863690603531,0.0651619161840675,0,0,0,0,0,0,0,0,0,0.0237961605037269,0,0,0,0,0,0,-0.0217828045212035,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.121208692428623,0,0.165630514795574,0,0,0,0,0,0,0,0,0.0316424509997951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900826123409589,0.0263640453557202,-0.0114118817673011,0,0,0,0,0,0.0614476316161123,0,0,0,0,0,0,0,-0.105898406932361,0.0762905480906034,0,0,-0.0913167414667296,0,0,0,0,0,-0.0250589033700612,-0.0427572017640106,0,0.0190693087824271,0,0,0,0
X002304.SZ,0.00571158021596412,0,0,0.708387950552834,0,0,0,0,0,0,0,0,0,0,0.0406815002205432,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0691269284917071,0,0,0,0.0141213709064805,0,0.0429343722039566,0,0.00722364460951216,0,0,0,0,-0.0263471199702725,0,0.013212374649084,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-0.00885844486605113,0,0.156106036967751,0,0,0,0.0492082868864704,0,0,0.175600358852696,0,0,0,0,0,0,0.0240138724176019,0.0949032178794516,-0.0308631195974288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0150229281235882,0,-0.0779442740927726,0,-0.022689484649739,0,0,0,0,0
X000625.SZ,0.00283555927875828,0.173848075467881,0,0,0,0,0,0,0,0.15645348577494,0.00637388583516941,0.0288241308353044,0,0.0997215600320716,0,0,0,0,0,0,0,0,0,0,0,-0.00477602937928736,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0884415602513026,0,0,0,0,0,0,0,0,0,-0.0430939729241933,0,0,0,0,0,0,0
X600690.SH,0,0,0.00378613151330447,0.141072913900585,0,0,0,0,0,0,0,0.0121875480423843,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0598018820196063,0,0,0.108571902141509,0.0514065497115691,0,0,0,0.0108622584403052,0,0.106606641648252,0,0,0,0,0,0.00706619012736686,0.0234397332044139,0,0,0.00173223253992033,0,0,0,0,0,0,0.091868416579609,0,0,0,0,0,0
