,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X600031.SH,X000100.SZ,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X000338.SZ,X600372.SH,X002475.SZ,X002007.SZ,X002456.SZ,X000559.SZ,X000157.SZ,X002074.SZ,X300003.SZ,X600522.SH,X002506.SZ,X002180.SZ,X600867.SH,X002426.SZ,X002294.SZ,X300124.SZ,X002085.SZ,X600089.SH,X002508.SZ,X601877.SH,X000869.SZ,X000981.SZ,X600498.SH,X000050.SZ,X002465.SZ,X002249.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.411963413897702,0,0,0,0,0,0,0.279981725348284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333977871636787,0,0,0,0.0928233874060012,0,0,0,0,0,-0.0783261941374113,0,0,0.202080883452677,0,-0.147612090227612,0.00435833314397698,0,0,0,0,0,0,0,0,0.00600408381988022,0,0,0,0,0,0,0
X600104.SH,0.179045825511057,0,0.0472583730617741,0,0,0,0,0.312884962783249,0.040066834068843,0,0.126596004719241,0,0,0,0,0,0,0,0,0,0.038737285284971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400075270433747,0,0,-0.0887285776678015,0,0,0,0,0,0,0,0,0,0,0,0.0406015695477908,0,0,0,0,0,0,0
X002415.SZ,0,0.095942426884738,0,0.0442841067042496,0,0,0,0,0.13559658764695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538534801816338,0.0939360273979313,0.104099339466053,0.139778468733892,0,0,0,0.0282786613444133,0,0,0,0,0,0,0,0,0.0583917679865922,0,0.111082308351335,0,0.0456778445408415,0,0,0,0,0,0,0,0.0230014637412743,0.0249054468046638,0,0,0,0,0,0
X000858.SZ,0.163768992201199,0,0,0,0.211329543600261,0.233728684800284,0,0,0.140921254494262,0,0.0032337214249944,0,0.0883970150073054,0,0.325015783286252,0,0,0,0,0,0,0,0,-0.0366615684620636,0,0,0,0,0,0.00366866933762433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729751451083836,0,0,0,0,0,0.00261105720957745,0,0.0304250130168561,0,0,0,0,0
X002304.SZ,0,0,0,0.765041154431119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510618350257352,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0164455205796152,0,0,0,0,0,0,0,0,0.0356957954722624,0,0,0,0,0,0,0,0,0.00995225334504892,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0883191309462517,0,0,0,0,0.107593476030515,0,0,0,0.149873414475491,0.0324285261066054,0,0,0,0,0,0.0859125966223434,0,0,0,0,-0.0140049708898857,0,0,0,0,0.0684757289886563,0,0,0,-0.00853225733714112,0,0,0,0,0,0,0,0,0,-0.0525143277069727,0,-0.0449146754069455,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0763754120913306,0,0,0.0855561392643682,0,0,0,0,0,0.179662403377455,0,0,0,0,0.107120084801751,0,0,0,0,0,0,0,0,0,0,0,0,-0.00587425164363543,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.148086242167726,0,-0.00570486850114906,0.0360515151341378,0,-0.0242862517204069,0.0194147100879901,0,0,0,0,0,0
X000625.SZ,0.043223147179243,0.432545265233913,0,0,0,0,0,0,0,0,0,0,0.0916961743576733,0.0370024543258139,0,0.135386157254395,0,0,0,0,0,0,0,0.0360277952014087,-0.0345272803133901,0,0,-0.0998180745350929,0,0,0,0,0.0716784210750084,0.0127508611414422,0.0769417271526099,0,0,0,0.0167656464953986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.135718988542631,0,0,0,0,0,0.0363277493953214,0.0201432229116291,0,0.0341970946643237,0,0,0.0382012740739724,0,0,0,0,0,0,0,0,0,0.159402923608107,0,0.0424310299207111,0,0,0.0420980747978191,0.037824195239414,0,0,0,0,0,0,0,0,0,0,0,0.00199913735295922,0,0.019987563268843,0,0,0,0,0.011303906031959,0.0513867543062353,0,0,0,0,0,0
X000063.SZ,0.032563951464376,0,0,0.0791998458598481,0,0,0,0.0349343130707961,0.040704087071991,0,0,0,0,0,0,0,0,0,0,0.0472172940640112,0,0,0,0,0,0,0.103824932289214,0,0,0,0,0.00979210870904867,0,0.0552590041802626,0,0,0,0,0,0,0.0473094145181324,0.0312662551977625,0.00672099234314094,0.0991426094040219,0.127425524381429,0.0327323339324749,0,0,0,0,0,0,0,0,0,0,0,0
