,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600271.SH,X600703.SH,X600118.SH,X600372.SH,X002129.SZ,X000157.SZ,X000338.SZ,X000559.SZ,X600839.SH,X002241.SZ,X600741.SH,X600089.SH,X002292.SZ,X600066.SH,X600177.SH,X600582.SH,X300124.SZ,X002236.SZ,X002475.SZ,X002456.SZ,X601877.SH,X300003.SZ,X000800.SZ,X002276.SZ,X002223.SZ,X600060.SH,X000568.SZ,X600435.SH,X000016.SZ,X600166.SH,X002465.SZ,X000550.SZ,X000727.SZ,X000581.SZ,X600198.SH,X000869.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0586335674078724,0,0,0,0.0325310126922375,0,0.0282529254539751,0,0,0,0.0754999090655956,0,0,0,0,0.0748859272303623,0,0,0,0,0,0.0288931449843011,0,-0.0201270886590889,0,0,0.0659580160339952,0,0,0,0,0,0,0.188240223973212,0,0,0,0,0,0,0,0,0,0,0,0.00263651618390691,0.0119563628589498,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0561240358373977,0,0.0997094260956741,0,0,0,0,0.0240131090495836,0.059744086118093,0,0.0866899479292983,0,0,0,0,0.0672463898084255,0,0,0,0,0,0,0,0,0.0300341591687203,0,0,0,0,0,1.73472347597681e-18,0,0,0.0498303151327625,0,0,0,0,0,0,0,0,0,0.0806857397240968,0,0,-0.000269006628419696,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337774756691504,0,0,0,0,0,0.0497076828565511,0,0,0,0.0339630445869482,0,0,0.257739180361153,0,0,0,0,0.278983614053561,0.151444076582201,0,0.0233306585023263,0,0,0,0,0,0,0,0,0.121359528893456,0,0.0542104095945425,0,0,0,0.00770782995524537,-0.000351120570279589,0,0,0,0,0,0
X000651.SZ,0.00529194382882848,0,0,0,0.0735024485547914,0,0,0,0.101258318284701,0,0.0846216466934134,0,0.10679308713037,0.0412227681213418,0,0,0,0,0.0524974447193083,0,0,0.0103987576483567,0,0.0214418407343152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465751037722893,0.109445886042846,0,0,0,0,0,0,0,0,0,0,0,0,0.00751118758786474,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0763548615100029,0,0,0.0316557348489514,0,0.0575314541888236,0,0,0.026031728564135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140853412722144,0,0,0,0,0,0.124416065223261,0.147822903759986,0,0,0.0207975317054562,0,0,0.0997810060164663,0,0,0,0,0,0,0,-0.0185285658616266,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.181579660929367,0,0,0,0,0,0,0.0946379076884599,0.116122627295867,0,0,0,0,0.0325623293268499,0,0,0,0,0.133384149990833,0,0,0,0,0,0.0114161926292977,0,0,0,0,0,0,0,0,0.11579584768993,0,0,0,0,0,0,0,0,0,0,0,-0.00319028505384024,0.000774283720627314,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0990312111925712,0,0,0.0458014077902344,0.00651686581234203,0,0,0,0.0472867332478483,0.136611597653483,0,0.0422663879652516,0,0,0,0,0,0,0,0,0,0,0.0467242767462567,0,0,0.0831097079056563,0,0,0,0,0,0,0,0.048869950275342,0.0749975079963438,0,0,0,0,0,0,0,0.0353547124704898,0,0.00663710850972632,0,-0.00598441074412363,-0.00993751540851472,0,0,0,0,0,0
X000625.SZ,0,0.0199339791916632,0,0,0.110155222615471,0,0,0,0,0,0,0,0,0,0,-0.100029792440039,0.0537028416413075,0,0.0969525117066321,0.0941420778683149,0,0.0571384941856099,0,0.111386954022442,0.0604218467232977,0,0,0,0.0754843247144218,0,0,0,-0.00356547980191145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252792336754238,0,0,0,0,0,0
X000063.SZ,0.186001803382579,0,0,0,0,0,0,0,0,0,0,0,0.0324144235912419,0.0503368768497664,0,0,0,0,0.213810347688299,0,0,0,0,0,0.0714601231555985,0,0,0.252986049942869,0,0,0,0,0,0,0,0,0,0,0.0955603763515905,0,0,0,0,0,0.0375795345819309,0,0,0,0,0,0,-0.00774134326903645,0.00143869904913194,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0226644605257723,0,0.105299579202925,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0306912431480022,0.200389385428595,0,0,0,0,0,0,0,0,0,0.151955239789159,0,0,0,0,0,0.123966445348124,0,0,0,0,0.103876428099896,0,0,0,0,0,0,0.00522079831072218,0,0,0,0,0,0
