,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000725.SZ,X000568.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600703.SH,X600690.SH,X002241.SZ,X300014.SZ,X002007.SZ,X300142.SZ,X000596.SZ,X000100.SZ,X002371.SZ,X300124.SZ,X300003.SZ,X002049.SZ,X600741.SH,X000157.SZ,X002129.SZ,X000800.SZ,X600183.SH,X600584.SH,X601877.SH,X002236.SZ,X002414.SZ,X000977.SZ,X000625.SZ,X002456.SZ,X300136.SZ,X000066.SZ,X002179.SZ,X002008.SZ,X002185.SZ,X002463.SZ,X600118.SH,X002180.SZ,X000021.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.172000646580619,0,0,0,0,0,0.0252105223952642,0.0412732433587776,0,0,0,0,0,0,0,0,0,0,0,0,0.155948884835564,0.176929427459791,0,0,0,0,0.0332126971684876,0,0,0,0,0,0.00423355124967712,0,0.0732362934694392,0,0,0,0,0,0.0177930647911545,0,0,0,0,0,0,0.043920642208364,0,0,0,0.00173905123910121,0,0,0,0,0,0
X000858.SZ,0.108569804181797,0,0,0,0,0,0,0.130393550752882,0,0,0,0,0.128891216258119,0,0.355985923693919,0,0,0,0.108453950371252,-0.0576102631452349,0,0.0804668399840646,0,0,0,0,0.100537125304607,0,0,0,0.035055410199643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00123078575870002,0.00150377640477512,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0895635366196236,0.355691929824922,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082867656968142,0,0.119929434192402,0,0.116822410027348,0.0453611934538435,0,0,0,-0.0618334968573055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140227183070856,-0.0101293174562997,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525037855369433,0,0,0,0.23263610742124,0,0,0,0.109158998698047,0,0,0,0,0.025076733329124,0,0,0,0,0.120012072160704,0,0,0,0,0,0,0.11276138339122,0.00469516454437138,0,0,0,0.0133270704794664,0,0,0,0.0581949417718494,0,-0.025352975354205,-1.35525271560688e-20,-0.0234962299196626,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0184836521559833,0,0,0,0,0.0835483573004475,0,0,0.136338997371976,0,0,0,0,0,0.0750348494891165,0.00398819331885118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178062403398317,-0.0217367936105296,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0377545390481269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510912514429142,0,0.201816319801445,0,0,0,0,0,0.215639688635213,0,0,0,0,0,0,0,-0.022601921778222,0.00324867668454479,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0952386736776708,0,0.134273158983846,0,0,0,0,0.097575466967541,0,0.0314919836951396,0,-0.0091941543541908,0,0,0,0,0,0,0.0326050818430006,0,0,0,0,0.094691675403551,0,0,0,0.158313735178237,0,0,0.142747401963045,0,0,0,0,0.045567492267424,0.0654484395477337,0,0,0,0,-0.0936512602534952,-0.127011017398091,0,0,0,0,0,0,0,0
X002304.SZ,0,0.188685548826857,0,0,0,0,0,0,0,0,0,0,0.412964979736973,0,0.0380224422736125,0,0,0.0740553796252574,0,0,0,0.098932483196486,0.0587622058738839,0,0.0675908618825037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050493925614251,0,0,0,-4.33680868994202e-19,0,0,-0.0101763004757098,0.00376035937948107,0,0,0,0,0,0
X000661.SZ,0,0,0,0.221724302148489,0,0,0,-0.10106297916072,0,0,0,0,0,0,0.0347746863250919,-0.0679832252317192,0,0,0,0,0.307177612604422,0,0,0,0,0,0.0250140209334618,-0.0270892593746364,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0215293064855391,0.0257700397127795,0,0,0,0,0,0,0,0.0701981114059173,0,0.00682220778086358,-0.016011053911208,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-0.273413563305092,0,0.126457598228484,0,0,0,0,0,0,0,0,0.165484937937288,0.0182236427292833,0,0,0,0.0339778573801857,0,0.0400727579092064,0,0,0,0,0,0,0,0,0,0,0,0,0.0909479499034445,0.0496538521809547,0,0,0.0538480119761138,0,0,0,0.399908329355606,0,0,-0.0143606776104923,0.00780439831666191,0,0,0,0,0,0,0
