,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X600703.SH,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X300124.SZ,X600271.SH,X000157.SZ,X600177.SH,X600372.SH,X600522.SH,X002085.SZ,X600089.SH,X002007.SZ,X002508.SZ,X300136.SZ,X000066.SZ,X000981.SZ,X300003.SZ,X600867.SH,X600699.SH,X002074.SZ,X002294.SZ,X000559.SZ,X600487.SH,X002292.SZ,X002180.SZ,X002008.SZ,X600498.SH,X000596.SZ,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0118335953566132,0,0,0,0.0783499189171926,0,0,0,0,0,0,0,0,0,0.00990744021658549,0,0,0.0538077419425071,0,0,0,0,0,0,0,0,0,0.0674734717114483,-0.000966194067703928,0.0407401108642176,0,0,0,0,0,0,0.105260301609603,0,0,0,0,0,0.138587051421431,0,-0.0117633197113426,0.00439125677892161,0,0,0,0,0,0
X600104.SH,0,0,-0.106302646311769,0,0,0,0,0,0,0,0,0,0,0,0.559208746229487,0,0,-0.0916876543001684,0,0,0,0,0,0,0,0,0,0,0,-0.0721536444609082,0,0,0,0.121204555659744,0,-0.155206927594286,0,0,0,0,0,0,0,0,0,0,-0.0438770434439629,0,0,0.0313025888246402,0,-0.0221592152451131,0.00879920799914741,0,0,0,0,0,0
X002415.SZ,0,0,0,0.228382775556875,0,0,0,0,0,0,0.030608440997319,0,0,0,0,0.0256070630329391,0,0.207477803699204,0,0.217760163891946,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521784195971659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213960757763052,0,0,0,0.00326224610962105,0.00178861265884572,0,0,0,0,0,0
X000651.SZ,0,0.0224820844193821,0,0,0,0,0,0,0,0,0,0,0.0264765029155899,0,0,0,0,-0.0182080936001386,0,0.0505795667264595,0,0,0,0,0,0,0.147577348951789,0,0,0,0,0,0,0,0,-0.0905706024892557,0,0,0,0,0,0,0.436709304297445,0,0.00810510524136715,0,0,0,0,0.131645301347481,-0.0828961494156173,0,0.00431556657608043,0,0,0,0,0,0
X000858.SZ,0,0,0,0.228006910967909,0,0,0,0,0.0891694342912164,0,0,0,0,0.328390735191174,0,0,0,0,0.104839807019408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502429782066982,-0.00713656376266252,0,0,0,0,0,0,0,0.0450136012159588,0,0,0,0,0,0,0,0.00599448720731855,0,0,0,0,0,0,0
X002304.SZ,0,0.0600011479778307,0,0.0843275847431057,0,0,0,0,0,0,0,0,0.00564390860809964,0.111235753477957,0.427575705719965,0,0,0,0,0,0.0981133474258573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542133260810231,0,0,0,0,-0.0220000851512625,0,0,0,0,0,0,0,0,0.13272133813997,-0.0285252858792325,-0.00400621744137151,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00543607496390586,0,0,0.205394979136506,0,0,0,-0.0289050398469169,0,0,0,-0.0911908904950941,0,0,0,0.00567536713093079,0,0,0,0,0,0,0,0,0,0,0,0,0.0467096277764984,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.113998158692574,0.0159859170680694,-0.000130955516590369,0,0,0,0,0,0
X000725.SZ,0,0,-0.120460244565447,0.293540432301099,0,0,0,0,0,0,0,0.0702591101903999,0,0.0992661878793014,0,0,-0.631434595492781,0,0,0,0.269324711190043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126920451355893,0,0,0,0,0,0.111897302450648,-0.0571041480320945,0.0183910173777372,0,0,0,0,0,0
X000625.SZ,0,0.149353559981286,0,0,0,0,0,0,0,0,0,0,0,0,0.492391031626482,0,0,0.143117007785129,0.0464101243012349,0,0,0,0,0,0,0,0,0,0.0618480478141875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723924721506665,0.160454836314918,-0.0338019204126215,0,0,0,0.0364821232624639,0,0.0268943904964003,-0.0151033031726939,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179058061667486,0,0,0,0.168858196245725,0.0917221433757418,0,0,0.0494357781623696,0.104603752525204,0,0.0255005932390015,0,0,0,0,-0.0680333147074823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534188434176265,0.0162365289314536,-0.00929306141726753,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.228131699367448,0,0,0,0,0,0.026506722070027,0,0,0,0,0,0,-0.133452252014487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0974019216954797,0,0.121409625849547,0,0,0.00757271897591781,0,0,0.205200352498641,0,0,0,0,0.0590371149611566,0,0.291023597290944,0,0.00753202968249943,0,0,0,0,0,0
X000063.SZ,0.182131446444463,0,0,0.171871566499735,0,0,0,0,-0.0836282765350776,0,0,0,-0.0630748094603555,0,0,0,0,0,0,0.0620082275328522,0,0,0,0,0.188569049101953,-0.386993431438745,0,0,0,0,0,0,0.258955181008579,0.0260572285141469,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0377586306409082,0,0.00700446180126146,0.0025134489086584,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147125917896379,0,0,0,0,0,0,0,0,0,0,0.16579509073793,0,0,0,0.18453346899957,-0.0638444483538893,0,-6.93889390390723e-18,0.311697980742422,0,0,0,0,0,0,-0.0607654644641971,0,-0.00207022761727575,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.544670759793908,0,0,-0.0760191320367058,0.00466645550217862,0,0,0,0,0,0,0.24119378967845,0,0,0,0,0,0,0,0.000341082338583869,0,0,0,0,0.16063979770306,0,0,0,0.096436738351488,0,0,-0.119513021302192,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0310711651375031,0.218766626355421,0,-0.0114410111760784,0,0,0,0,0,0,0
X600741.SH,0,0.459737422350021,0,2.16840434497101e-19,0.123052239889991,0,0,0,0.0674738431229598,0,0,0,0,0,0,0,0,0,0,0.077126411999195,0,0.114660165609899,0,0,0,0,0,0,-0.0537227409410843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00754476088913003,-0.0326917206353221,-0.00376466425033182,-0.00136880882608097,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.0841941486142738,0,0,0,0,0,0,0,0,0.132963660649274,0,0,0.0858592375147847,0,0,0,0,0,0,0.0994436768777749,0,0,0,0,0.0255709925733938,0,0,0,0.0166713309060075,0,0,0,0,0,0.0402836182800877,0,0,0.0321295114162726,0,0,0,0,-0.00362982277960452,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.109228149787761,0,0,0,0,0,0,0,0,0,0.0765344750088449,0,0,0,0,0.015683055290461,0,0,0,0,0,0,0,0,0,0,0,0.482680456042851,-0.0116601417715886,0,0,0,0,0,0,0,0.114402985302209,-0.0173767424070321,0,0,0,0,0,0,-0.00947286005907136,2.71050543121376e-20,0,0,0,0,0,0
X002236.SZ,0,0,0.047556718996741,0,0,0,0,-0.159773209921775,0.64780841282163,0,0.167957263739875,0.176413062951917,-0.00629701863984857,0,0,0,0,0,0,0,0,0,0,-0.0831753652342303,0,0,0,0,0,0,0,0,0,0,-0.0913654710137902,-0.0156274305777846,0,0.00449339398866444,0.00847127047341644,0,0,0,0,0,0.176941358976191,0,0,0,0,0.0391079970768672,0,0.00156912847895626,0.000820050109677038,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.136470617159194,0,0,0.228597330275693,0,0,0,0,0,0,0,0,0.0674325451203606,0,0.0585952112622774,0,0,0.0118655159743908,0,0,0,0,0,0,0.179279677397753,0,0,0,0,0.0204903566942548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155044414359122,-0.0463160866969707,0.0164026763240437,0,0,0,0,0,0
X000338.SZ,-0.0572426455538806,0,0.127647956882932,0.160772691110536,0,0.0377441485525206,0,0,0,0.0519725307425434,0,0,0,0,0,0,0,0,0,0,0,0,-0.067729375426396,-6.93889390390723e-18,0,0,0.455726648496531,0,0,0,0,0.207428777714345,0,0,0,0,0,0,0,0,0.399895345115475,0,0,0,0,0.0276078736808106,0,0,0,0,0,0,-0.00626511812604255,0.0319297825346794,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0639995307997411,0.0437375534212652,0,0.264563896167969,0,0,0.0401320699835007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183564941244515,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0841769034911129,0,0,0,0,0,0,0,0,-0.0571102793410896,0,0,0.0393512295472912,-0.00373009303013508,0,0,0,-0.0688569489398204,0,0
X601877.SH,0,0,0,0.0494475157748754,0,0,0,0.112093661725801,0,0,0,0,0.157427858848463,0.0861719956572349,0.163871873775529,0,0,0,0,0.0296565677268102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321311629564249,0,0,0.0785099856274982,0,0.0287622745209803,0.0330985183272127,0,0,0,0,3.46944695195361e-18,0,0,0.0156308987887656,0.00457581687091954,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0.0247249677149765,0,-0.032181806614252,0,0,0,0,0.415571306555382,0,-0.00601197033652679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499355974756584,-0.0831266907863022,0,0,0,0,0,0,0,0,0,0.361771112135487,0,0,0,0,0.176678085793913,0.0417394227320821,-0.0178463478385688,0,0,0,0,0,0
