,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X000100.SZ,X002241.SZ,X600118.SH,X600271.SH,X002236.SZ,X601877.SH,X002085.SZ,X600177.SH,X000157.SZ,X002456.SZ,X600372.SH,X002007.SZ,X300124.SZ,X600699.SH,X300003.SZ,X002294.SZ,X000559.SZ,X600089.SH,X002292.SZ,X600867.SH,X600522.SH,X002180.SZ,X002426.SZ,X002508.SZ,X002074.SZ,X002506.SZ,X600498.SH,X000536.SZ,X000623.SZ,X002465.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0583780088867788,0,0,0,0.0992403544755307,0.0167296668951866,0,0,0,0,0.141919434447801,0,0.0856715454602332,0,0,0,0,0,0.0968030592323808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700622587081463,0,0,0,0,-0.00193331122584656,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0257740855075626,-0.108484308596638,0,-0.048295792482491,1.03757902444529,0,0,0,0,0,0,0,0,0,0,-0.0783797329997488,0,2.16840434497101e-19,0.0235824615351793,0,0,-0.146099858618823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035295797746821,0,-0.0351895775742451,0,0,1.73472347597681e-18,-0.0043294751980749,0,0.0627330241474951,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.021339243355502,0.0524697177916412,0.134727437669166,0,-0.0342405805271567,0,0,0,0,0.0779600305713507,0,0,0,0.0224326584362283,0,0,0,0,0.0248558310596317,0,0,0,0.128615041003016,0,0,0,0.108369277313938,0,0.0401890049053018,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0256378224335186,0.0167668713616191,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.459426868086341,1.24439032636483,-0.0926352360287391,0,0,0,0,0,0,0,0,0,0,0,0,-0.00981229868013428,0,0.0418670614786159,0,0,0,-0.0535868453844895,-0.151184847988024,0,0,0,0,0,0,0,0.161317644719916,0,0,0,0,0,0,0.207821826092743,0,0,-0.071321852407671,0.0361043606848124,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.265524396035602,0,0,0,0,0,0.404138346114883,0,-0.00645108317492883,0,0,0,0,0,0,0.124295852831079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730356457800988,0,0,0,0,-0.0341807193451176,0,-0.0111876272777548,0.0149445246987861,0,0,0,0,0,0
X000725.SZ,0,0,0,0.103388034100285,0,0,0,0,0,0,0,0,0.020213358242074,0,0.0333238631327451,0,0,0.0471405360368787,0,0.0696846938927309,0,0,0,0,0,0,0,-0.0607059130714072,0,0.136391704170682,0,-0.00385527051348015,0,0,0,0,0,0,0,-0.00335420656815696,0,0,0.0335515413598201,0,0,0,0.0201721589305658,0.158235710333617,0.323501568593472,0,-0.0252569600202847,0.021543886360283,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.00059539777060835,0,0.0911755007175193,0,0.00263532055624524,0,0,0,0,0,-0.0253794512151888,0,-0.0143532414201543,0,0,0,0,0,0.152698661239974,-0.0703210659387586,0,0,0,0,-0.0839141774473279,0.0856852229600789,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.126784129674019,0,0,0.0113404740648875,0,0,0,0,0,0
X002304.SZ,0,0.0966198508760074,0,0,0,0,0,0,0,0,0,0,0,0.313196563912737,0.114488503744618,0.00773026010789661,0,0.0513453784311779,0,0.0523545865719232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487357387831233,0,0,0,0,0,0,0,0,0,0,0,-0.0606590856054724,0,0.00621901746728532,0,0,0,0,0,0
X000625.SZ,0,0.180801008767779,0,0.13170593846432,0.120006443732666,0,0,0.0255072352970446,0,0,0,0,0.11647599153218,0,0,0,0,0,0,0,0,0,0,0.0365501149733416,0,0,0,0,0,0,0,-0.0190588533058087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00228178704915379,-0.010996281066391,0,0,0,0,0,0
X000063.SZ,0,0.0285784315192345,-0.0807192453305472,0.220045250798106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357006149727519,0,0,-0.0578697410441996,0,0,0.0295623250779786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135576913573977,0,0,0,0,0,-0.144321352295457,0.0488956271921579,0,0.0254953313927605,0,0.0868491885168009,-0.0833477761963885,0,0,0,0,0,0
X600690.SH,0,0,0,0.266915875110221,0.090212539654734,0,0,0,0,0,0,0,0.00522923438372628,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149876112853779,-0.158322036474622,0,0,0,0,-0.0109443603037989,0,0,0,0,0,0.176074687966148,0,-1.38777878078145e-17,0,-0.0561190414497472,0.0689207613882873,0,0,-0.10973753619224,0,-0.00216254193574603,0,0.0140717183544349,-0.0237729124014213,0,0,0,0,0,0.0569921482515438
X600703.SH,0,0,0.40179074929173,0,0,0,0,0,0,0,0,0,0.202447737675841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126798333530076,0,0,0,0,0,0.0328512018633922,-0.0721336460071023,0,0,0,0,0,0,0.0978705668618655,0,0,0,0.167565104127105,0.0288866862028454,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.139715129019809,0,0,0,0.0127861263502559,0.0426403599422227,0,0,0,0,0,0,0,0,0,0,0.084744137043591,0,0,0.186915061922745,0,0.397987322196862,-0.062693958458795,0,0,0,0,0,0,0,0.0201224391598109,0,0,0,-0.0454543257947699,0,0,0,0,0,0.240538259034741,-0.0150731916426952,0,-0.187980257183815,-0.0783422115101332,0,0.00233416417175316,0,0,0,0,0,0
X600741.SH,0,0.326711793790838,0,0,0.0669567353140592,0,0,0.189779494052704,0.168167132572687,0,0,0,0,0,0,0.0780119657717643,0,0,0,0,0,0,-0.117189756920279,0,-0.0610048192529702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425974325687378,0,-0.0318657455079472,0.0829568564372815,0,0,0,0,0,-0.0160985329462351,0.00683821271747145,0,0,0,0,0,0
X000568.SZ,0.106999326536634,0,0,0,0.431614174048582,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0773759993846111,0,0,0.106222948792399,0,0,0,0,0.00502543246058058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588216405554208,0,0,0,-0.00291541480315191,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,-0.0686560398404998,0,0,0,0,0,0,0,0.118969241593832,0,0,0,0.0042746343855696,0,0.0413230970494038,0,0,0,0,0.0652147775099197,0,0,0.0300322718310954,0,0,0,0.220580462055654,0,0,0,0,0,0,0.111140592650141,0,0.252224198552777,0,0,0,0,0,0.182475507488312,0,0,0,-0.0304437895283699,0,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.183849504220595,0,-0.073172489553684,0,0,0,0,0,0,0,0,0,0,0,0,-0.336625930500406,0,0,0,0,0,0.141699754220352,0,0,0.235552911741047,-0.230536880228913,0,0.244806376768106,-0.012994025013429,0,0,0,0,0,0,0,0.118208728421284,0,0,0,0,0,0,0.129442830177409,0,-0.0252340224262134,0,0,-0.0084674940773073,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.196661657505303,0.0195350739083752,0,0,0,0,0,0,0,0,0,0.12087356335465,0,0,0,0,0,0,0,0,0,0,0.470250304619385,0.0313305537137199,0,0,-3.46944695195361e-18,0.27887444350192,0.303156512505569,0,0,0,-5.55111512312578e-17,0,0,0,0,0,0.103137528126738,0,0,0,0,0,0,0.0447575026074843,-0.0670987528417395,0.0556887131224361,0,0,0,0,0,0
X000100.SZ,0,0,-0.00417337877674254,0,0,0.0281068618684062,0,0,0,0,0,0,0.0224581227747562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312059019803796,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.0436529123242406,-0.0215614605589821,0,0,-0.000105363370410933,0,0.00196968145604532,0,0.0192758562406443,0.0330122891611136,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,-0.0963372211157257,-0.0791696208999701,0,0,0,0,-2.16840434497101e-19,0.324483392884198,0.0961238353740311,0.146347772371301,0,0,0,0,-0.0188237979014005,-0.0902449262622189,0,0,0,0.120291155028777,0,0.268129311371721,0,0,0,0,0,0,0,0,0,0.252065034491794,0,0,0,0,0,0,-0.0906651647886156,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0.107015794657124,0.0611466336065397,0,0,0,0,0.117468658679328,0,0,0,0,0,0,0.0181931684625349,0,0,0,0.348876550290031,0,0,0,0.00698844438613768,0,0,0.17712696501015,0.0997389371895422,0,0,0,0,0,0.0522078901617561,0,0,0.0274144864790022,0,0,0,0,0,-0.0024192968275955,0,0,0,0,0,0.0625337778186762
X600271.SH,0,0,0,0,0,0,0,-0.284114044989562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213805191583087,0,0,0,0,0,0,0,0,0,0.170579562003638,0,0,0,0.055358657968843,0,0,0,0,0.108796264598238,0,0,0,0,-0.0367524652203036,-0.0661686383581168,0,0.0166546162476035,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0895222876368488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123956771122482,0,0,0.0733948426719419,0,0,0,0,0.129432489332077,0,0,0,0.47347112199297,0.226521188345177,0,0,0,0,-0.689923405005094,0,0,0,0,0,0,-0.0208938779072319,-0.00820120457536882,0,0,0,0,0.439205258083291,0,0
X601877.SH,0,0.0558754782542523,0,2.16840434497101e-19,0,0,0,0,0.18268519832022,0.22960734297603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101713899406393,0,0.0667485033187183,0.0244618317430913,0,0,0.0439404647152235,0.211521623265694,0,0.0440270421903457,0.0278673537619089,-0.00777023170656344,0,0,0,0.0593323098580168,0,0
X002085.SZ,0,0,0,-0.0716560562274024,0,0,0,0,0,0,0,0.121120265518392,0.123915010416295,0,0,0,0,0,0,0.00305805299190462,0,0,0,0.258253741456837,0,0,0,0.225319463057224,0,0,0,0,0,0,0,0,0,-0.303181781438395,0,0,-0.166165688167319,0.17500215645967,0,0,0.0320512366672371,0,0,0,0,-0.0163901628560444,-0.0533774556162204,0.0255206572403517,0,0,0,0,0,0
