,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X002475.SZ,X600066.SH,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X000338.SZ,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X000559.SZ,X600372.SH,X300124.SZ,X600867.SH,X002007.SZ,X300003.SZ,X002294.SZ,X002180.SZ,X002506.SZ,X600498.SH,X600089.SH,X002074.SZ,X000981.SZ,X601877.SH,X600522.SH,X002426.SZ,X000550.SZ,X002508.SZ,X002465.SZ,X000050.SZ,X600566.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.177500050292587,0,0,-2.16840434497101e-19,0,0.0956114336668155,0,0,0,0,-0.00492412579261342,0,0,0.0884353806291329,0,0,0.110491341449365,0,0.0286772217388358,0,0,0.0128590259490018,0,0,0,0,0,0,0,0.150927556309283,0.0141911913064864,0,0,0,0,0,0,0.0441846029336386,0,0,0.152243884653605,-0.110438179999712,-0.0213729087631024,0,0,0,-0.0414663638254864,0,0,0.0353075687596687,0,0,0,0,0,0,0
X600104.SH,0.130658694579466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435186332781501,0,0,0,0,0,0,0,0,0,0,0,0,0.143470671570834,0,0,0,0,0,0.0343087981565566,0,0,0.120895256123842,0,0,0,-0.106893686489435,0,0,0,-0.125479458489983,0,0,0.00494595782335971,0.00765360900511998,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.00854051797434141,0,0,0,0,-0.106490074006459,0,-0.183445110065139,0.141981619082506,0,0.262464270503742,0,0,0,0,0,0,0,0.111360329435552,0.0460512609950842,0,0,0,0,0,0,0,0,0,0,-0.0207692956217334,0.233994016785804,0,0,0,0,0.06573893432388,0,0,0,0,0.267413327473514,0,0,0,0,0,-0.000238211813181624,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0502597932434833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344121960389948,0,3.62144378522514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418716678684949,0,0.166286538897801,0,0.10608070203307,0.073699883704836,0,0.0787854474618188,0,0,0,0,-0.0470918092785183,0.0920505365036778,-0.114728930612353,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150041872268331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197841317366854,0,0,0.107228378652254,0,0,0,0,0,0,0.213183292501727,0,-0.00143037521377589,0.0877255236379205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0072036794108008,0,-0.00433155490939419,0,0.0422220579842281,-0.0173859764497883,0,0,0,0,0,0,0,0,0,0,0,0,0.190121950165368,0,0,0.0160561464225984,0,0.0669823941733686,0.0744407920280361,0.0864832126918064,0,0,0,0,0,-0.102995660049113,0.262714392710351,0,0,0.0262364181042457,-0.0126314797569934,0,0,0,0,0,0
X002304.SZ,0.332606422769094,0,0,-0.00194617356048985,0.225288502611994,0,0,-0.0830112484246506,0,0,0,0,0,-0.02052084873922,0.01099087550088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568784336600153,0,0,0,0,0,0,0,0,0,0.0143705685246456,0,0,0,-0.0109398740341986,0,0,0,0,0.203745338910126,0,0,-2.71050543121376e-20,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.125460656747027,0,0,0,0,0,0,0,0.0836662812053999,0,0,0.0623831155727339,0,0,0.0996177330158862,0,0,0,0,0.0576004486043299,0,0,0,0,0,0.0199425160866963,0,0,0.0866945622558034,0,0,0,0.12190936453627,0,0,0,0,0,0,-0.0521381402689377,-0.00156003446442057,-0.0397140149851285,0,0,0,0,0
X000625.SZ,0,0,0,0,0.090001281853309,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.116813981659383,0,0.0023729200714725,0.087509948169254,0,0,0,0,0,0,0,0,0,0,0.0594703808387689,0,0,0,0,0,0,0,0,0,0,0.000534973133259067,0.0390228447737534,0.0553845547143602,0,0.165915740839354,0,0,0,0,0,0,0,0.0474841335344444,-0.00304743772606733,0,0,0,0,0,0
X000063.SZ,0,0,0.00017011522631952,0.0177342867334264,0,0,0,0,0,0,0.0654345619446974,0.0349277257296774,0,0,0.0153772246834128,0,0,0.0178339270096704,0,0,0,0.106987048576946,0,0,0,0,0,0,0,0,0.139729093585824,0,0,0,0,0,0.0174163598410536,0,0,-0.0563544883134172,0,0.103530655484311,0,0.127351440046921,0,0,0,0,0,0,-0.0488550291868955,0,0,0,0,0,0,0
