,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600741.SH,X600703.SH,X000568.SZ,X600271.SH,X300003.SZ,X601877.SH,X600487.SH,X002008.SZ,X300124.SZ,X002236.SZ,X600809.SH,X002456.SZ,X000100.SZ,X000661.SZ,X000596.SZ,X002179.SZ,X600867.SH,X000977.SZ,X600498.SH,X000625.SZ,X300142.SZ,X002007.SZ,X600066.SH,X000157.SZ,X600566.SH,X002294.SZ,X300136.SZ,X002241.SZ,X600522.SH,X600372.SH,X300146.SZ,X002180.SZ,X600177.SH,X600089.SH,X000869.SZ,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.384266670392672,0.0776872936834658,0,0,0,0,0,0.0236251484274728,0,0,0,0,0,0,0.123768734121403,0,0,0.000286356940997058,0.0214029398132043,0,0,0,0,0,0,0,0.0013641305849094,0,0,0,0.00681001529173869,0,0,0,0,0,0,0.0706036473719265,0,0,0,0.0241564229037901,0,0,0,0,0,0,0.00270874343393527,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.108564209584871,0,0,0,0,0,0,0.0553609379928194,0,0.127969708853646,0.398673066510053,0,0.0855962135009895,0,-0.130780766948961,0,0,0,0,0,0,0,0,0,0,0,0.0606589834945313,0,-0.0159928742460408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063291062218818,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.162691509073539,0.010276964659164,0,0,0,0,0,0,0,0,0,0,0.0510278300836051,0,0,0.0315455041376577,0,0.46159338293325,0,0,0,-1.73472347597681e-18,0,0,0,0.1775957217387,0,0,0,-0.004045996709737,0,0,0,0,0,0,0,-0.0784961359879575,-0.0520514437403673,0,0,0,0,-0.151776635755351,0,0,0.0105374444421033,0.0359774507178046,0,0,0,0,0,0
X000858.SZ,0.207142816964177,0.0573236107995769,0,0,0.0475329625885596,0,0.170901305375717,0,0.158216224325066,0,0.0154209455925494,0,0,0,0,0.17611555393018,0,0,0.0957838780433879,0,0,0,0,0,0,0,0,0.125515277244355,0,0,0,0,0,0.0701089952254546,0,0,0,0,0,0,0,0,0,0.0147741569622823,0,0,0,0,0,0,0,0.00344895815031504,0,0,0,0,0,0,0
X000651.SZ,0.316024032478036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224740995972437,0,0,0,0,0.23044456884495,0.0545550270949804,0,0,0,0,-0.00933478889621906,0,0,0.040891410379096,0,0,0,0,-0.0314351703678168,0.048649576828651,0,0,0,0,0,0,0.00410896828968103,0,0,0,0,0,0,0,0,0.000695328617089715,0.00241603445468103,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221687584953739,0,0,0,0,0.126818323254013,0,0,0,0.111312602880519,0.13804169198746,0,0,0,-0.0176985500765356,0,0,0.0826761614558155,0,0,0.0157332753269229,0.285968520335274,0,0,0,0,0.148508614320974,0,0,0,0,0,0,0.0901398603550945,0.0263187822811608,0.0357956737401076,0,0,0,0,0,0
X002304.SZ,0,0,0,0.279541275708007,0,0.11102899985468,0,0,0,0.0849442759832871,0.0574419032881976,-0.05962923672268,0,-0.178621779023392,0,0.650082854577192,0,0.00645553409309549,0,0,0,0,0,0.115280504541355,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.120532084091714,0,-0.186368232179342,0,0,0,0,0,0,-0.00222950778623961,0.00960768637592532,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131671646910455,0.0280287597654643,0.124857504861847,0,0,0,0,0,0.338913271943586,0,0,0,0,0.148059048979506,0.0565307854096115,0,0,0,0,0,0,0,0,0,0.213385030305056,0.119309247601311,0,0,0,0,0,0,0,0,0.0109196162902588,0.0338230339805455,0,0,0,0,0,0
X600690.SH,0,0,0,0.413913629763374,0.0460201288916968,0,0,0,0,-0.107800396718496,0.224514647339905,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0973863034716236,0,0.0348093185301434,0,0,0,0,0.123447808872536,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00165162963885157,0,0,0,0,0,0,0,0.0120354802310073,1.0842021724855e-19,0,0,0,0,0,0
X000063.SZ,0,0.164710737925583,0,0,0,0,0,0,0,0,0.254886410785126,0,0,0,0.0812057806811464,0,0,-0.0430791654898562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167456676519841,0,0,-0.13260588704107,0,0.328135006925669,0,0,0,0,0,0,0.0909600837968028,0.0235127929226665,0,0,0,0,0,0
