,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X002241.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X000625.SZ,X600703.SH,X003816.SZ,X002129.SZ,X002049.SZ,X300142.SZ,X000596.SZ,X601877.SH,X000100.SZ,X600089.SH,X000661.SZ,X002179.SZ,X600460.SH,X600741.SH,X000157.SZ,X000799.SZ,X002074.SZ,X002236.SZ,X002414.SZ,X600702.SH,X600779.SH,X600584.SH,X601799.SH,X000800.SZ,X002007.SZ,X600183.SH,X600884.SH,X000733.SZ,X300003.SZ,X002008.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.331794267178359,0,0.0413323737358609,0,0.114726796488641,0.0196801837782414,0,0.0579533411048156,0,0,0,0,0,0.0386681139663402,0,0,0,0,0,0,0,0.0335947441384999,0,0,0,0,0,0,0,0,-0.0400491384955945,0,0,0,0,0,0,0.0482725316725712,0,0,0,0,0,0,-0.00816365744006978,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.14367622773107,0.14184924020339,0,0,0,0,0,0.155521686945003,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0823216326842048,0,0,0,0,0,0,0.0496555697882625,0,0,0,0,0.098039779762069,0.0172996783542801,0,-0.0770809646079209,0.05686777736853,0.163958609010548,0,0,0,0,0,-0.0476897165481782,0,0,0,0.0339934906016085,0,0,-0.0126664495146457,0,0,0,0,0,0
X002415.SZ,0,0.145034384847392,0,0,0,0,0.111149397023785,0,0,0,0,0.0366394127784242,0,0.0145496081623442,0,0,0,0,0,0,0.243236605555102,0,0,0.0312455690014088,0.0310477204395211,0.0323673388926347,0,0,0,0,0.0256572051567313,0,0,0,0,0,0,0.0348801025230188,0,0,0,0.0876950149622437,0,0.0129669335144898,0,0.0952127675888311,0,0,0,0,0,-0.00275698353917772,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.228192443375779,0,0,0,0,0,0,0,0,-0.040945899953178,0,-0.0362816034306369,0,0,0,0,0,0,0,0,0,0,0,-0.0557495430561914,-0.001117353902014,0,0.366354885011458,0,0,0,0.24010281444125,0.0961083011323168,-0.0401023466931715,0,0,0,0,0,0.0558273679189445,0,0,0,0,-0.075412098027224,0.107058219293921,0,0,0,0,0,0
X600276.SH,0,0.272545650520937,0,0,0,0,0,-0.125493599564235,0,0,0,0,0,0.239477695435373,0.321043893927526,0,0,0,0,0,0,0,3.46944695195361e-18,-0.34041615010025,0,0,0,0,-0.0178333635289795,0.105717757291212,-0.0749852364530089,0,0,0,0.00387135195487932,0,0,0,0,0,0,0,0,0,0,0.0132881715755063,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.605685638984408,0,0.0810603223981015,0,0,-0.0206291606966981,0,0.0657769751840129,0,0,-0.0320244617006423,0,0,0.00668140353709527,0,0,-0.0515963231368761,0,0,0,0,0,0,0.0332154451023699,0,0,0,0,0,0,0,0,0,0,0,-0.182969416120549,0,0,0.0426412016446474,0,0,0,0,0,0,0,0,0.00888026349033058,0,0,-0.0308502175581476,0,0,0,0,0,0,0
X600690.SH,0,0.0711107433829486,0,0,0.176547699149119,0.130840504154821,0,0,0,0,0,0.0115760318999728,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0265597766374236,0,-0.00806756518848034,0,0,0,0,0.0697007741338357,0,0,0,0.196391733486066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249526831996304,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.260430188480735,0,0.245280109860783,0,0.0143815138410002,0,0,0,0.0332163490004197,0,0,-0.219831733256726,0,-0.167110172943249,0,0,0.0629809317039993,0,0,0.00999255311182105,0,0,0,0,0,0,0.0449692243032409,0,0.0631856151505772,0,0.023499545066596,0,0,-0.00352367377344329,0,0,0,-0.0478176289542605,0,0,0,0,0,0
X002304.SZ,0,0,0,0.526196215525823,0,0.14709623199894,0,0,0,0,0,0,0,-0.122297022732555,0.0420382093109041,0,0,0,0,0,0.229712861088105,0,0,0,0,0,0.0209948399481765,0,0,0,0.141119018320288,0,0,0,0,0.0420702078190163,0,0,0,0,0,0,0,0.0306120591787455,0,0,0.0920117337820548,0,0,0,0,-0.117130231406184,0.0532101948457204,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0246096614856204,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.210913077981082,-0.0664646618255387,0,0,-0.0138195328611066,0,0,0,0,0,0,0.0567311281070866,0,0,0,0.120171638846235,0,-0.0438260536854321,0,0,0,0.0843192778767251,0,-0.0909390220839953,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0657901995043936,0.0866260368162176,0,0,0,-0.0428921108331331,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0459260214184934,0,0,0,0,0,0,0,0.120755616317954,0,0,0,0,0.0737107557341283,0,0.0463690923222958,0,0,-0.0614848939459215,0.0342988899537158,0,0.105787525575001,0.0775295738184638,0.100100817453611,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0307008372494698,-0.0855971457755322,0,0,0,0,-0.000416165923736536,-0.0339882338221453,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.181303516109698,0,0,0,0,0,1.73472347597681e-18,0.09796838418958,0,0,-0.0230732442594728,0,0,0,0,0,0,0,0,-0.00924111613151615,0,0,0,0,0,0,0.302991240261726,0,0.0897407108509622,0,0,0.0117401030069346,0,0,0,0,0,0,0,0,0,0,0,0,0.0208967074749504,0,0,0,0,0.200673568562371,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046884643232491,0,0,-0.0182153654490615,0,0,0,0,0.276808713701271,0,0,0,-8.67361737988404e-19,0.00793062421996793,-0.0326980870870985,0,0,0,0,-0.0177763043715113,0,0,0,0.135908553932957,0,0,0,0,0,0.0435665028430343,0,0,0,-0.0240887412048617,0,0,0,0,0,0
X300014.SZ,0,0,0.222051971404549,0,0.0683046090380341,0,0,0,0,0,0,0,0,0,0,0.11920595063107,0,0.238791449879373,0,0.0510137165117373,0,0,0.246121959202828,0,0,0,0,0,0.0629651693140204,0,0,0,0,0,0,0.197446183400721,0,0,0,0.116208948429388,0,0,0,0,0,0.0688382596239622,0.106929191845559,0,0,0,0,0,-0.0477141864935644,0,0,0,0,0,0
X300124.SZ,0.0352375758447496,0,0,0,0.0395023824890904,0,0,0,0,0,0,0,0,0.255566703330505,0,-0.397800403316362,0.231251329031129,0,0,0,0,0,0.382547798676347,0.192353664339205,0,0,0.0139035145240287,0,0,0,0,0,0,0,0,0,0,0.100738874222302,0,0,0,0,0,0,0,-0.225752269865013,0,0,0,0,0,0,-0.0717272485718922,0,0,0,0,0,0
X002241.SZ,0,-0.033444999933007,0,0,0,0,-0.172375855835933,0.562918621689724,0,0,0,0,0,0,0,0,0,-0.104595156415313,0,0,0,0,0,0,0,-0.227489045279541,0,0,-0.00650720694279956,0,0.0769534963355294,0,0,0,0.188900291776477,0,0,0,0,0,0,0,0,0,0,-0.0309917048520144,0.196455577477575,0,0,0,0,0.0182984405639987,-0.0946693217466628,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.118146221707324,0,0,0.109540314450682,-0.00583091098198857,0,0,0,-0.0709177815362944,0,0,0,0,0,0,0.154314907479245,0.02158892171841,0,0,0,0.121228336603793,0,0,0,0.0228506839794272,0,0,0.0278877336584777,0,0,0,0,0,0,-0.0279272236845067,0,0,0,0,0,0,-0.0199290851686422,0,0,0,0,0,0
