,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X002236.SZ,X600271.SH,X600118.SH,X601877.SH,X600177.SH,X002085.SZ,X600372.SH,X002456.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X600089.SH,X300003.SZ,X600699.SH,X002294.SZ,X600522.SH,X600867.SH,X002180.SZ,X000559.SZ,X002508.SZ,X600498.SH,X002074.SZ,X002292.SZ,X002426.SZ,X000550.SZ,X000623.SZ,X600566.SH,X000981.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0206133485524976,0.157708509141751,0,0.0858814275092096,0,0.0408576342404508,0,0.0529568263019338,0,-0.0172493316280942,0,0,0,0.0181987067731025,0,0,0,0.137085781859697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032000831220512,0.0678496294392567,0,0,0,-0.00261774573195764,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.096436214537157,0.025678064454618,0,0,0.987548161594906,0,0,0,0,-0.0349949606918816,0,0,0,0,0,0,-0.0579095556630814,0,0.0170437924949893,0,-0.0639165641233269,-0.201435613513712,0,0,0,0,0,0,0,0,0,0.0025553307134896,0,0,0,0.116361949648345,-0.0203138056640546,-0.0354030750276531,0,0,0,-0.00399369826443265,0,0.0417795896365127,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0235214075812295,0,1.73472347597681e-18,0.0657868380685793,0,-0.0681050156998412,0,0,0,0.0660952513611426,0,0,0.0479414071097879,0,0.0992852126017405,0,0,0.0459537087507531,0,0,0,0,0.11993365012856,0.157475760824721,0,0,0,0,0,0,0,0,0,0.126186790818808,-0.0066124239335062,0,-0.00662748729844897,0,-0.0462334737231996,0,0,-0.0170777103062571,0.0115350448693762,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.551734125016947,0.667925234580268,-0.0596460885380893,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538620445146317,0,0,0,0,0,0,0,0,0,0,0,0.30106490207608,0,0,0.156862773497734,0,0,-0.0998727706502911,0,0.328039134839936,-0.0762302985046834,0,0,-0.0184996135421706,0.000186966596567352,0.0380053977805295,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.181466344945343,0,0,0,0.0708858158224216,0.0512268715177514,0.343060050061814,0.0782427677151159,0,-1.38777878078145e-17,0,0,0,0,0,0.0733879037143996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232143505811525,0,0,0,0,0,0,-0.003468415111262,0.00705265765034978,0,0,0,0,0,0
X600276.SH,0,0,0.114631540240767,0,0.0289963612083767,0,0,0,0,0,0,0.174145224455522,0,0.117134082050119,0.0919580255837272,0,0.0128077470998767,0,-0.0708967281291411,0,0,0.00141085751247961,0,0,0,-0.0181801428040058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509303395088128,0,0,0,-0.073505566869425,0,0,0.120697752835102,0,0,-0.00982342990120419,0.0185558991653907,0,0,0,0,0,0
X000725.SZ,0.0684681293432351,0,0,0.116274998735069,0,0,0,0,0,0,0.0569713208776812,0,0,0,0,0,0,0,0.0221957811694328,0.150930908935363,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0471043438553429,0,0,0,-0.0116928956045981,0,0,0,0,0,0.0119718704420177,8.67361737988404e-19,0,0,0.251863732686095,0,0,0.0343782892768172,-0.0430366759395139,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.0356263009250644,0,0,0,0,0,0,0.446382977445825,0.116320696724015,0,0,0,0.036022560246823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529012376716131,0,0,0,0,-0.0690641358431141,0.0265057312778237,-0.0133027336976668,0,0,0,0,0,0
X000625.SZ,0,0.206505573765212,0,0.141183267974608,0.129771266006077,0,0.0211311366738165,0,0,0,0,0.0283419211580151,0.105248617281915,0,0,0,0,0,0,0,0,0,0,0.029424015625326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107324021455686,0,0.041985332128788,0,0,0,-0.000985388401451302,-0.00995588154097217,0,0,0,0,0,0
X600690.SH,0,0,0,0.16340214881639,0,0,0,0,0,0,0,0,0.0633767355285212,0,0.0365795386266666,0,0,0,0,0,0,0,0,0,0,0,0,-0.127757085090422,0,0,-0.111846186946948,0,0,0,0,0.126513096994743,0,0,0,0,0,-0.0304133193954788,0,0,-0.0314390161011085,-0.0640161571394656,0,0,0.0696586070347947,0,0,-0.00996353021396355,0,0,0,0,0,0
