,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X002304.SZ,X000625.SZ,X000063.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X002028.SZ,X600066.SH,X000977.SZ,X600741.SH,X600418.SH,X002236.SZ,X600183.SH,X600522.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002180.SZ,X000921.SZ,X002294.SZ,X000661.SZ,X601799.SH,X002074.SZ,X002223.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.318351076339239,0,0,0,0,0,0,0.096117155009171,0.079481641013935,0,0,0,0,0,0,0,0.0220934779113956,0,0.0624258907180651,0,0,-0.000430465889915514,0,0,0,0,0,0,-0.0163492649884412,0,0,0,0,0,0,0.0206269428016778,0,0,0,0,0,-6.33193868752832e-05,0,-0.0605517802116361,0,0,-0.00559771174938557,0,0,0,0,-0.0600016903365548,0,0,0,0.0226540026112863,0,0
X000858.SZ,0.214897626888337,0,0,0,0,0,0,0,0.314739349675029,0,0,0,0,0.0349815820419893,0,0,0,0,0,0.0643336687394243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0858915225028607,0,0,0,0,0,-0.0290629673758732,0,0,0,0.147967190846178,0,0,0,0.0609668236126866,0,0,0,0.0231666814318197,0,0
X600276.SH,0,0,0,0,0,0.039983265999308,0,0,0,0,0.00918309882298189,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226140064810051,0,0,0,-0.0541602781982116,0,0,0,0,0,0,0,0,0,0.0131250273891946,0.0412833430414741,0,0,0,0,0,0.143260475527659,0.222575270364601,0,0,0,0,0,-0.0601501444488561,0.0146683341355316,0,0,0,0,0,0
X002475.SZ,0,0,0,0,-0.0532971237430121,0,0,0,-0.0991353670239317,0,0,0,0,0,0,0,0,0,-0.1440309228113,0,-0.0814982502618304,0,0.505474255508937,0,0,0.073566395569379,0,0,0.194480348487926,0,0.117560991417004,0.0235239750070304,0,0,0,0,0,0.0769294409492873,0,0,0,0,-0.0111730207574676,0,0,0,0,0,0,0,0,0,-0.0420599887111844,0,0,0,-0.024595914375406,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0631932825409999,0,0,0,-0.0464230936813977,0,0,0.087568792427919,0,0,-0.102948151342673,0,0,0,0,-0.0630453751950361,0,-0.0746058964632952,0,0,0,0,0,0,0,0,0,0,-0.0143287658276729,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0242329581259147,-0.0378719161271135,0,-0.399998676453622,0,0.0539778066371542,0,0,0,0,-0.00525123403102865,0,0
X002415.SZ,0,0,0.151440313959055,0,0,0,0,0.0872897795047847,-0.0565484297541529,0,0,0,0,0,0,0,0,0,0,0,0,0.192448388272687,0,0,0,0,0,0,0,0,0,0,0,0,0.0102184179382753,0.0215744639901256,0,0,0.273066127112632,0,0,0,-0.158255014763402,0,0,0,0.11240352822384,-0.0417991358311934,0,0,0,0.0739462452875786,0,0,0,0,0.00499069164573691,0,0
X000651.SZ,0,0,0,0,-0.135003114600312,0,0,0.248805562034039,0,0,0,0,0,0,0,0,0,0.0557750505039466,0,0,0,0,0,0,0.108528421174011,0,0,0,-0.0571116692318315,0,0,0.0413978500025773,0,0,0,0,-0.0282853447626917,0,-0.00579950009132544,0,0,0,0,0.102688848653065,0,0,0,-0.0548478205260174,0,0,0,-0.0629834738079198,8.67361737988404e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.459510357308963,0,0,0,0,0,0.0742528180391086,0.21707431324638,0,0,0,0.0153119815223743,-1.73472347597681e-18,0,0,0,0.00650612308513016,0,0,0.110845369779644,0,0,0,0,0,0,0,0,0.102971443513572,0,0,0,0,0,0,0,0,0.0545672241657679,-0.0199183873938532,0,0,0,0,0,0,0,-0.0202790226132068,0,0,0,-0.00674568548350756,0,0
X600809.SH,0.128625811439399,0,0,0,0.0724151448161795,0,0.116907085045209,0,0,0,0.220443075732464,0,0,-0.0897725523531647,0,0,-0.146423190385943,0.0951309695250182,0,0.481516508444345,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373710864205965,0,0,0,0,-0.0760928947263769,0.0623280014698664,0,0.0147384951905549,0,0,0,0,0,0.015024818987335,0,0
X000568.SZ,0.626946540904388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224708592722772,0,0,0,0,0,0,0,0.0579131296968309,0,0,0.00931236250977886,0,0,0,0,0,-0.0322855792722191,0,1.73472347597681e-18,0,0,0,0,0,0,0.0591846495256065,0,0,0.0389728996283224,-0.0552298493109967,0,0,-0.0349282809893004,-0.0644730290412228,0,0,0,0,0
X002371.SZ,0,0,0,0,0.0165855038527407,0,0,0,0,0,0,0,0,-0.0254884372414836,0,-0.171698529844038,0,-0.0343753444005995,0,0.100516468272674,0,0,0,0,0,0,0,0,0.350949603447667,0,0,0.150014107022129,0,0,0.0411062234732799,0,0,0.135252055989913,0,0,0,0,0.199212574413215,-0.0719754852086435,0,0,0.0492589775900164,0,0,0,0,0,0.0507571801093738,0,0,0,0.0115518821637708,0,0
X600104.SH,0,0,0,0,0,0,0,0.112478477690341,0,0,0,0,0,0.192932807487719,0,0,0,0,0.0111626551758316,0,-0.00441142441330046,0,0,0,0,-0.0104422840184809,0,0,0,0,0,0,-0.0382965860903117,0,0,0,0,0,0,0,0,0,0.0874109591701775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380819481021544,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864440217324835,0,0,0,0.62979680500459,0,0,0,0.0568201901697012,0,0,-0.0390392531330726,0,0,0,0,0,0,0,-0.0208952108241432,0,0,0,0,0,0.278625466775604,0,-0.0502150644881169,0,-0.00418458857167301,0,0,0.160675944602479,0,-0.0935137485329903,0,0,0,0,-0.0307048727062963,0,0
X600031.SH,-0.18618651940767,0,0,0,-0.146452015458701,0,0,0,0,0,0,0,0,0,0,0,0,0.214253511817033,0,0,0,0,0,0.0298224990072998,0,-0.0803996089249063,0,0.141245877533335,0,0,0,0,0,0.0384741925460811,0.0258716533569078,0,0,0,0,0,0,0,0,0.0322238924510849,0,0,0,0,0.0752585002777744,0,-0.0432178422071388,-0.143433642757266,0,-0.0276414958979669,0,0,0,0,0
