,X600519.SH,X600104.SH,X000725.SZ,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X000100.SZ,X600372.SH,X600703.SH,X600031.SH,X600271.SH,X000559.SZ,X000157.SZ,X000338.SZ,X600839.SH,X002236.SZ,X002241.SZ,X600066.SH,X600089.SH,X002129.SZ,X600741.SH,X300124.SZ,X002475.SZ,X002506.SZ,X000800.SZ,X000547.SZ,X600435.SH,X002465.SZ,X000568.SZ,X000016.SZ,X600582.SH,X600177.SH,X300003.SZ,X000977.SZ,X002294.SZ,X600867.SH,X600006.SH,X002038.SZ,X002007.SZ,X002456.SZ,X000066.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.241495417635707,0,0,0,0,0,0.010610506500882,0.112824517233009,0.0518187624822178,0,0,0,0,0,0,0,0,0,0,0,0,0.138992428622295,0,0,0,0,0,0.0482940538173526,0,0,0,0,0,0.000161890171077161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00751678338015322,0,0,0,0,0,0
X600104.SH,0.191007908632771,0,0,0,0,0,0,0.302121801633885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528843702087101,0,0,0,0,0,0.10823772947207,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0306906658137489,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0998641953852867,0,0,0,0,0,0,0,0.0517296541162478,0,0,0.153825799855153,0,0,0,0,0.038943434021911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125711712408563,0,0,0,0,0.117211575970549,0,0,0.0899400887941424,0.207130561381221,0,0,0,0,0,0.005275018679439,0,0,0,0,0,0,0
X002415.SZ,0.0135790394237473,0,0,0,0,0,0,0,0,0,0,0.0939291055228323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996831459888612,0,0,0,0,0,0,0.0407627276888755,0,0,0,0.0846738834082173,0,0.0879901560555211,0,0.113251077805329,0.167499122352543,0,0,-0.0741800377308494,0,-0.11731322200405,0,-0.0299853556204325,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0315064456550138,0,0,0,0,0.0200383915678,0.0633844264385364,0,0,0.0743891389570498,0,-8.67361737988404e-19,0.10012644243235,0,0.101196582220713,0,0,0,0,0,0.023903551118602,0,0.0309665457449347,0,0,0,0,0,0.327879866546194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223681872237934,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0368332515016963,0,0,0,0.188908917652784,0,0,0,0,0,0,0,0.0660229545217209,0,0,0,0.2387475373252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39045372623091,0,-0.0758893319008708,0,-0.00152457409484439,0,0,0.0976701192905098,0,-0.0293971367810748,0,0,0,0,0,0.0274698166000624,-0.0200178712235665,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.152871896240489,0,0,0,0,0.0288936221993182,0,0,0,0,0,0,0.068168485440075,0,0,0,0,0.163274726353281,0,0.26954827075933,0,0,0.143062479281426,0,0,0,0,0,0,0,0,0,0,0.150732842091199,0,0,0,0,0.0585012016191238,0,0,0,0,0,0,-0.0297837754525466,0.042302404826419,0,0,0,0,0,0
X002304.SZ,0,0.23587506154624,0,0,0,0.380778430592018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175921966448821,0,0,0,0,0.0237103051599566,0,0.0505466210168155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957566294639401,0,0,0,0.0191807759772695,0,0,-0.0657406902999857,0.00920598476004953,0.0375225363565015,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.219609125363141,0,0,0,0.0695585545915767,0.0196359478638737,0,0,0,0,0,0.047056465906464,0,0.23587197911609,0,0.0796892823117031,0,0,0,0,0,0,0,0,0,0,0,0.0199938129911452,0,0,0,0,0,0,0,0,0,0,-0.00634929967920538,-0.00554207626486809,0,0,0,0,0,0
X000625.SZ,0,0.0199297319269398,0,0,0.0404865241431647,0,0.0498299022632406,0,0,0,0.0501408451266505,0,0.109588659115451,0,0,0,0,0,0.0113542019454487,0,0,0,0,0.0728889271751662,0.0204321436801063,0,0.095298288700511,0,0,0,0.0639855935163009,0,0.0539912899088395,0,0.188563443888085,0,0,0,0,0,0,0,0.014293964694205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
