,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X600741.SH,X002049.SZ,X002129.SZ,X601877.SH,X000625.SZ,X000157.SZ,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X300136.SZ,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002294.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112851667704836,0,0,0,0,0,0,0.122186536478418,0,0.26301818605305,0,0,0,0,0,0,0,0.0439171408740143,0,0,0,0,0,0,0,0,0.0136117828421731,0,0,0,0,0.0814627267533258,0,0,0,0.0149047978350403,0,0.00752928007326091,0,0,0,0,0,0,0,0,0.0836010864541719,0,0,0,0,0.0015256819432315,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.256322652325493,0.483975553637306,0,0,0.0642112010097638,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0273891512302927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248789435572958,0.03013019578309,0,0,0,0,0,0
X600276.SH,0.1102065849961,0,0,0,0.166487803734981,0,0,0,0.301013708373318,0.0654870916908478,0.0301200119492125,0,0,0,0,0,0,-0.00497829580974542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160196763771589,0,0,0,0.00442093007787737,-0.0793935491745453,0.0233341110195253,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106857315982123,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0372219486417099,0,0,0,0,0.310420620276022,0,0,0,6.93889390390723e-18,0,0,0.0424690235012317,0,0,0,0,0.0818587935155561,0,0.0116744784200143,0,0,0,0.0752817357942404,0,0,0,0.025108256888138,0,0,0,0.0511703274419896,0,0,0.0724390760454996,0.0966018389242401,0.0389341272494611,0.0360286333138443,0,0,0.0105929420314342,-0.00657314039234749,0,0,0,0,0,0
X002415.SZ,0,0,0,0.11940692268857,0,0,0,0,0,0,0,0,0,0,0,0.0782893763927851,0,0,0.0439287771451494,0,0,0,0,0,0,0,0,0.0779946919711463,0,0,0,0,0.211507550373715,0,0,0,0,0,0.0535061260569819,0.022608174317277,0,0,0,0,0,-0.0827800096059855,0,0,0,0,0,0.0109682128511355,-0.0039159986423022,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0693825532927114,0,0,0,0,0,0,0,0,0,0,0.103178311105169,0,0,0,0,0,0.0303396557594833,0,0,0,0,0,0.131181182117448,0,-0.0112775382980801,0,0.0177968131737162,0,0,0,0,0,0,0,0,0,0.0683498090533619,0,0,0.0412279040543318,0.0250875909875714,0,0,0,0,0,-0.0468601363912251,-0.0242214873263083,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.139476332889894,0,0,-0.0786446243444953,0,0,0,0,0,-0.0255838444358017,0.112048512294731,0.099983487170812,0,0,0,0,0,0,0,0.109135455121435,-0.0796316668090093,0,0,0.0454773740860063,0,8.67361737988404e-19,0,0,0,0,0.00129630189843481,0,0,0.17845319355759,0,0,0,0,0,0,0,0,0.060978755115461,0,-0.0278508419680762,0.0102988621199593,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.040822840318587,0,0,0,0,0,0,0,0.401881382659096,0.00992309630443032,0,0,0,0,0,0,0,0.059157585828461,0,0,0,0,0.317143725624087,0,0,0,0,-0.0253075570759428,0,0.0173014254133221,0,0,0,0,0,0,0,0,0,-0.0560532150230627,0,0,-0.0138028440232292,0.0318984796076781,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,-0.216764328078361,0,0,0.587680187431913,0,0,0,0,0,0,0.206848956182113,0,0,0.183419716130517,0.020935405513463,0,0,0,0,0,0,0,0,0,0,0,-0.0732262106609639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121917756739881,0,0,0,0,0,0
X002304.SZ,0,0.212625174117813,0,0,0,0,0,0,0.237680435472485,0,0.0849794252211202,0,0,0,0,0,0,0,0,0.0978371358686884,0,0,0,0,0,0,0,0,0.179981484890418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635263697817158,0,0,0,0,0.00449808188709667,0,0,0,0,0,0
X600809.SH,0.133759958114368,0.264813128816283,0.10636393736059,0,0,0,0,0,0.1823648750569,0,0,0,0,0,0,0,0,0,0,0.170659926690757,0.175329510101815,0,0,0,0,0.021777782740649,0,0,0,0,0,0,0,0,0,0,0,-0.185969852943436,0,0,-0.00468350038475222,0,0,0,0,0,0,0,0,0,0,0.0105539619998679,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0721503937865024,0,0.0450026743993946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476564661542591,0.466620243125334,0,0,0.0324728137675901,0,0.190969839206979,0,0,0.0423500953018717,0,0,0,0,0,0.0455040026861028,0,0,0,0,-0.129192987906759,0,0,0,0.0833097189814301,0,0,0.0255327910926014,0,0.0195538692300094,0.0114551337939996,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.177246529121258,0,0,0,0,0,0,0.248735840182049,0,0,0,0.0391626438652326,0,0,0.230094999564023,-1.73472347597681e-18,0,0,0,0.0161587397279412,-0.12208142499418,0,0,0.080117590301115,0,0,0,0,0,0,0,0,-0.0345518362342404,0.0373818246196084,-0.0268548986878887,-0.0347225962336426,0,0,0,0.0890878628862533,0,0,0,0.0327723010447512,0,0,0,0.0554590747723182,0.019931283677566,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133786297834571,0,0,-0.107814117899672,0.148417825556109,0,0,-0.504723408624951,0,0.0237312205890358,0.238707957396521,0.158233332431859,0.128260535872322,0,0,0,0,0,0,0,0,0,0,0,0,0.0982888946952996,0,0,-0.0603466409374143,0,0,0,0.60204820080425,0,-0.264083904847285,0,0.0537939603418398,0.0360355097920303,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0423685721756538,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167954025539021,0,0,0.0183615855741959,0,0.0104990394468589,0,8.67361737988404e-19,0,0,0.0281588587497052,0,0,0,0,0.0402418095389103,0,0,0.151870845531271,0,0,0.0305085325015221,0.0134284677975674,0,0,0,-0.0018357788382305,-0.00260421526321064,0,0,0,0,0,0
X600690.SH,0,0,0,0,1.73472347597681e-18,0,0,0.182648023397772,0,0,0,0,0,0,0,0,0.0748472742739816,0,0,0.12080501352515,0,0.114027332568939,4.33680868994202e-19,0,0,0,0.0795962880962504,0,0.109428299353609,0,0,0,0.008168112874974,0,-0.0333072372096217,0,0,0.0931552267552406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711298415825083,0.013450410132215,0,0,0,0,0,0
X002241.SZ,0,0,0,0.315985097086645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504147761830806,0,0,0.224482133494448,0,-6.93889390390723e-18,0,0,0.0118886175828542,0,0,0,0,-0.0172762739012183,0,0.126033672028928,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.408649564080133,0,-0.032518767968298,0,0,0,0,0,0,0.0258386498895792,0,0,0,0,0,0,0,0,0,0,-0.00679720456663975,0,0,0,0,0,-0.192801726706788,0,0.273386803410998,0,0,0,0,0,0,0,-0.0239160445548689,0,0,0,0,0.125154428386427,0.0683376780095138,0,0.0397579717291631,0.0229640580153093,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.183598442313678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769621400919543,0,0,0.0770175996776946,0,0.00975136787883891,0,0,0,0,0,0,0,0,0.0974159446147575,0,0,0.0626593979255644,0,0,-3.46944695195361e-18,0.287639402793849,0,0,0,0,0,0.15726113121657,0,0,0,0.0243693783536652,0.00510614878025514,0,0,0,0,0,0
X000596.SZ,0,0.135082593733845,0,0,0,0,0,0,0.635338037147932,0,0,-0.0603461087983527,0,0,0,0.0442823026958567,0,0,0,0,0,0.226853850160677,0,0,0,0.0539277539767444,0,0,0,0,0,0,0,0,0,0,-0.0693635753411526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216477925948642,0.012327154413336,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0.150361234366609,0,0,0,0,0,-0.0661157203199116,0,0,0,0,0,0,0,0.05088515364176,0.539346922716895,0,0,0,0,0,0,0,0.221268655141921,0,0,0,0,0,0,0,0,0,0.129771211290765,0,0,0,0.206735059781392,0,0,0,-0.00657720871608538,-0.01292995701443,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223813813884369,0,0.0424578927934678,0,-1.73472347597681e-18,0,0,0,0,0.0980769178680927,0,0,0.0350589908529636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140396147038009,0,0,0,0,0.0274299022698871,0,0,0.0452200961520096,-0.0687994134378414,0,0,0,0,0,0
X300014.SZ,0,0,0,0.150863651151267,0,0,0,0.161918513455868,0,0.084244463047685,0.147708740620531,0,0,0,0,0,0.00434923864221161,0,0,0.0283710430985971,0,0,0,0,0.0270912171149715,0,0,0.0270565358260975,0.406535212261176,0,0,0,0,0,0,-0.0418980497921716,0,0,0.0260039433665656,0,0,0,3.46944695195361e-18,0,-0.00261391023820952,0,0,0,0,0,0,-0.0524063312944173,0.0524081156155242,0,0,0,0,0,0
X000100.SZ,0,0,0,0.145928959425287,0,0,0,0,0,0,0,0.278775905693544,0,0,0,0,0,0,0.0950581101510631,0,0,0,0,0,0,0,0,0,0,0.194820534389168,0,0,0,0,0,0.0429624402093245,0,0,0.0117278779559851,0,0,0,0,0,0,0,0,0.0303169128596556,0.20326585267861,0,0,-0.0043835403025169,-0.0116704044605814,0,0,0,0,0,0
X002371.SZ,0,0,0,0.0723711938008531,0,0,0,0,0,0,0,0,0,0.045372008307718,0,0,0,0,0,0,0,0,0.019555072249064,0.0509024835576155,0,0.133745452249136,0,0.164541200517305,0,0,0,0,0,0,0.341647921544771,0,0,0,0,0.117278460020513,0,0,0.1899923296918,0,0,0,0.0138611790711194,0,0,0,0,-0.0293790789746335,0.0118312447278767,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0441255020888693,0,0.0936039673173527,0,0,0,0,0,0,0.670519688904476,0.0423210298997922,0.236868818607109,-0.189514371862409,0.0433869285530165,0,0,0,0,0,0,0,0,0,0.462276476356227,0,0,0,0,0.0817349791969294,0,0,0.272494938750584,-0.105823743449201,-0.0855814252898349,0,0,0,0,0,0,-0.0509545950455705,-0.0607542485985333,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,-0.0723227166692675,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234047804686234,-0.0535237251891264,0.0587025667503705,0,0.0285047799417882,0,0.0857087306070804,0,0.0382634657605284,0,0,0.04547359099482,0,0,0,0,0,0,0,0.1164215602916,0,0.0878276137790947,0,0,0,0,0,0,0.158808422679794,0,-0.00170832480092646,0.00427153074934932,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,-0.0674287807247184,0,0,0,0,0,0,0,0.0281020578576874,0,0,0,3.46944695195361e-18,0,0.380025677715876,0,0.0111628463187017,0.135781588114529,0,0,0,0,0,0,0,0,0.360963528943358,0,0,0,0.107136987788269,0,0,0,0,0.13799854576351,0,0,0,0,0,0,0,-0.0721986919612022,-0.0449513691128884,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.177525653107385,0,0,0,0,0,0,0.381579237255884,0,0,0,0,-0.0506085096682949,0,0,-0.042838215758249,0,0.031300227181199,0.231306392493165,-0.190083044032423,0.0182627280464106,0.0799018104595032,0,0,0,0,0,0,0.0227721626048245,0,0.452975624945987,0,0,0,0,0,0.0496734382439006,0,0,-0.0139631982208313,0,0,0,0,0,0,0,-0.10804201843768,0.0321455182828567,0,0.365503753580112,0,0,0,0
X601877.SH,0,0,0,0.0637737343634356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199570016245322,0,0.186872046464123,0,0,0,0,0,0.0165227893308057,0,0.0526729521391717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155081541494968,0.0205810149303173,0.0584488390720751,0,0.00608423895965263,0.0848391556772884,0,0,0,-0.0293871969920261,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146105559182948,0.14960756098571,0,0,0,0,0,0,-0.0551515788247538,0.0609569449953438,0,0.384434958653886,-0.111552978269762,0,0,0,0,0,0,0.117332085362003,0.179259290659051,0,0,0,0,0,0,0,0,0.0662349436441145,0,0,0.185173304149571,0,0,0,-0.0507659457566333,0.0357729333993152,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.133777769969473,0,0,0,0,0,0,0,0,0,0,0.0232463820105165,0.0457512710942458,0,0.000339982762610322,0,0.0138527240182002,0.0710182287815738,0,0,0.0190938535506709,0.0548848264701487,0,0,0,0,0,0,0,0,0,0.10237005352831,0,0.01992529297175,0,0,0,0,0,0,0.0153194160603322,0.0218991206257175,0,0,0,-0.0165754329309802,0,0,0,0,0,0
X002236.SZ,0,0,0,0.385381047624618,0,0,0,0,0,0,0,0,0,0.125292581283092,0,0,0,0,0,0,0.0306228856946715,0.01260383526102,0,0,0,0,-0.243943875009108,0,0,0,-0.067203146607356,0,0,0,0,0,0,0,0,0.206293626244714,0,0,0,0.103322130114207,0,0,0,0,0,0,0,-0.0185002042333482,0.0360603721344406,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.0155841153844548,0,0,0,0,0,0,0,0,0.0772496532309114,0,0.0475243296206425,0.00264021251556699,0,0,0,0.121425944904524,0,0,0,0,0,-0.114244556155689,0,0,0,0,0,0.0822391019653272,0,0,0,0,0,0,0,0,0,0,0.0969067940774872,0,0,0,0.0180768244108112,0.307073237564813,0,0,0,-0.0144529386354052,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,-0.177752637912231,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.19996229602852,0.300217635592534,0,0,0.0966724019500441,0.23618448557209,0,0,0,-0.0162295505480454,0,0,0,0,0,0,0,0.0887620512314881,0,0,0.104639963287424,0.145581149582409,0.537347482640504,0,-0.0127501350814325,0,0,0,0,0,0,0,0,0,0,0
X000800.SZ,0,-0.276615372399559,-0.670005869631449,-0.0665397970053527,0,0,0,0,0,0,0,0,0,0.283408565397474,0,0,0,0,0,0,0,0.103936356185629,0,0.114946861890688,-0.00239036107857365,-0.115208710520479,0,0,0.168353198243832,0,0.396703668589326,0,0,0,0,0,0,0,0,0,0,0,0.163724271605556,0,0,0,0,0.249222303965907,0,0,0,0.0158825746565231,0,0,0,0,0,0,0
X002414.SZ,0,0,0,0,0,0,0,0,0.0864942746446892,0,0,0,0,0,0,0,0,0,0,0,-0.0876996379384178,0,0,0,0,0,0,0.342189989312329,-0.248933414132404,0,0.0258993544931013,0,-0.0231383657166666,0,0,0.341207820811354,0,0,0.340753097309322,0.135979955042345,0,0,0,0,0,0,0,0,0,0,0,0.0188463917765124,-0.0177602373382317,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0.0857779316163871,0,0,0,0,0,0,0.237126905475316,0,0,0,0.03471136127457,0,0,0,0,0,0.0310634032096045,0,-0.063450900159955,0,0,0,0.142418718204974,0,0,0,0,0,0.219116496996784,0.10173739852163,0,0.0185713052200947,0.0623201755818247,0,0.0435265434397748,-0.294524339750097,0,0,0,-0.0344971487839121,0.00132891132516848,0,0,0,0,0,0
X300136.SZ,0,0,0,0.175975286788288,0,0,0,0.125109513195423,0,0,0,0,0,0,0,0.126258886494697,0.418402480418751,0,0,0,-0.00998877986989778,0,0.0239414725299712,0,-0.0594111143893231,0,0,0.291131796726502,0,0,0,0,-0.0177241405892967,0,0,-0.143934723603956,0.118729286510877,0,0,0,-0.0838157287107622,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.012635918119287,-0.0195408814403484,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0.0522148086104205,0.173810244174376,0,0,0,0,0.100254922202103,0,0,0,0,0.0174985201084368,0,0,0,0,0,0,0.0499798315951838,0,0,0.130921009837297,0,0.168558149668826,0,0,0,0,0,0,0,0,0,0,-0.151248302885391,0,0,0,0,0.27126735774725,0,0,0.292132027323158,-0.104937331801078,0,0,0,-0.0172985572047909,-0.00698046843867933,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252274560130102,0,0.131059797770048,-0.0392221971701232,0,0,0,0,0,0,0.282907416598457,0.111930445915697,0.0548228061249375,0,0,0,0.171242413487671,0,0,0,0.343857283755318,0,-0.168094353052646,-8.67361737988404e-19,0,0,0,0.029932181923352,0.15673896914518,0,0,0,0.201923743402339,0,0,-0.0451625229174732,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0.0825661677032126,0,0,0,0,0,0,0,0,0,0,0,0.0450071231513903,0,0.0285536118158032,0.136645345984731,0.0984576489725202,0,0,0.0617345207922967,0,0.0556410576615598,0,0,0,0,0,0,0,0.220496872559843,0,0,0.00423730456691988,0,0,0,0,0,0,0,0,0,0,0.0205774014771096,0.0151375973131487,0,0,0,0,0,0
X601799.SH,0,0,0,0.109889994187385,0,0,0,0,0,0,0.0163925561431368,0,0,0.226519150959939,0,-0.0840499413518389,0,0,0,0,0,0,0,0.0052376105722669,0.011232183013815,0,-0.0726568935372273,0.120161397436655,0,0.0511228950792912,0,0,0.024760177768853,0,0,0,-0.0810112068531041,0,0,0,0,0,0,-0.0216833495145898,0,-0.0250381770835472,0,0.190989635763181,0,0,0,0,0.0359577572285403,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0928124783128603,0,0,-0.0446516085132755,0,0.208148555748406,0,0,0.0429997817744221,0,0,0,0.118884589759016,0.0806915747267978,0,0,0,0,0,0,0,0,-0.336072340370452,0.305792260489941,0.0243739120694562,0,0,0,0,0,0.353322665008696,0.0325434417952272,0,0,0,0.0183982867657228,0.0280483997502848,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0448208688627616,0,0,0.0491409341598355,0,0,0.0504611144866236,0,0.209385176175257,0,0,0,0,0,0,0,0,0,-0.0337823699847963,0,0,0,0.349211931905203,0,3.46944695195361e-18,0,0.0545715781926572,0,0.163224303789936,0,-0.126011191504305,0,0,0.163293337216647,0,0,0,-0.379616607723334,0,0.0378861100742296,0.0648448986081139,0,0,0,0,0,0
X002185.SZ,0,0,0,0.128841540046278,0,0,0,0,0,0,0,0,0.208315704600199,0,0,0,0,0,0,0,0.0828760019385609,0,0,0,0,0,0.0721545905219639,0,0,0,0,0,0,0,0.256698878308231,0,0,0,0,0,0.012789021406911,0.175808058534317,0,0,0,0,0,0,0,0,0,-0.0284985696979939,0.056301770554037,0,0,0,0,0,0
