,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X000725.SZ,X600104.SH,X000661.SZ,X000338.SZ,X300014.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X000596.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000157.SZ,X000625.SZ,X600741.SH,X002129.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X002049.SZ,X000799.SZ,X002414.SZ,X600183.SH,X600584.SH,X601799.SH,X000800.SZ,X300003.SZ,X600779.SH,X300146.SZ,X002008.SZ,X002074.SZ,X600089.SH,X000977.SZ,X600707.SH,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.258886295397926,0,0,0,0,0,0,0,0,0.100755061256115,0,0,0.104726333452748,0,0,0,0,0,0,0,0,0,0.0366171068944502,0,0,0,0,0,-0.00708531562815475,-0.127291680122184,0,0,0,0.101963929865627,0,0,0,0,0,0,0.103232751198335,0,0.0338449750296723,0,0,0,0,0,0,0,0.0219009982290139,-0.0379766865902774,0,0,0,0.00460199146661032,0,0
X000858.SZ,0.104228451431181,0,0,0.0420806097359567,0,0.301651012213444,0.0263759451587105,0.0335310004843602,0,0,0.094276628319199,0,0,0,0,0,0,0,0,0,0,0,0,0.00167058580724587,0.0247989870506507,0,1.0842021724855e-19,0.0598598965926773,0,0,0,0.0623437859209983,0,0,0.204594359918616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00817654269569184,0,0,0,0,0.0142029300047017,0,0
X002415.SZ,0,0,0,0,0,0.175886497108301,0,-3.46944695195361e-18,0,0.134314674811814,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00191497979054165,0,0.202717160557352,0,0.278005032133566,0,0,0.0630911873221341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265338550249571,0,0.0497638959362136,-1.0842021724855e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0979247632386613,0.0762064328145556,0,0,0.0278964007567662,0,-0.0349492909049911,0,0,0,0,0,-0.115108580236374,0,0,0,0,0,0.0335857219434408,0,0,0,0.225996107536035,0.038755027912096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12532455694196,0,0,0,0,-0.00940674513146183,0,0,0,0,0.0189195772885296,0,0,0,0.0329319216450974,0,0
X000651.SZ,0,0,0,0,0,0,0,0.139636040966642,0,0,-1.0842021724855e-19,0,0,0,0,-0.0354142144247297,0,0.018138150348904,0,0,0.254659007043296,0,0,0.0216433904028907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0537183202092197,0,0,0,0,0,0,0,0,-0.0132471887120209,0,0,0,0,-0.0166882849622388,0,0
X000568.SZ,0.127161759768935,0.551737819724647,0,0.0430645239731541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185983634359083,0,0,0,0,0,0,0.0325759820046833,0,0,0,0,0.08812754243892,0,0,0,0,0,0,0.12519876341398,0,0,0,0.0068288561866916,0,-0.0162105010321027,0,0,0,0,-0.0459934145383528,0,0,0,-0.0337441273531414,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.161662739896976,0,0,0,0,0,0,0.0998777164346124,0,0,0,0.0768205824097135,0,0,0,0,0,0,0,0,0,0,0.029489645083061,0,0,0.0165834343202214,0.308869722459392,0,0,0,0.10784771859624,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0783678190865108,0,0,0,-0.0435257889688047,0,0
X600690.SH,0,0,0.136292851395189,0,0.27561742646722,0,0.180374788067883,0,0,0,0.0512799223016687,0,0,0.0895090000451619,0,0,0,0,0,0,0,0,0,0,0,0.0909293358722451,-0.11314111680441,0.0777434239034376,0,0,0,0.0772536893821745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00919475524016865,0.15298278623728,0,0,0.00740922146934057,-1.0842021724855e-19,0,0,0,-0.0148267135020573,0,0
X600031.SH,0,0,0,0,0,0,0,-0.0296086033350373,0,0,0,0,0,0,0,0,0,0.15848343762079,0,0,0,0,0,0.00686511670508981,0,0,0.29146254272292,0.316503284308099,0,0,0,0,0,0.0541674497499633,1.73472347597681e-18,0,0,0,0.236726840987109,0.0763386067667519,0,0,0,0,0,0,0,0.0641125463660634,0,0,0,-0.0879660671175224,0.067251898155943,0,0,0,0.00313376851416059,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350078871532957,0,0,0,0.0919772873996532,0,0,0,0.521430994743946,0.0474249194625333,0.0446419012868939,0,0,0.0380082293917068,0,0.00462202119984302,0.0732043429713958,0,0,0,0,0.0215535828560148,0,0,-0.028017631339906,0,0,0,0.0760638353212004,0,0,0,0,0,0,0,0,0,0,0.0243201957190787,0,0,0,0.04639740554418,0,0
