,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X600089.SH,X002241.SZ,X000100.SZ,X600703.SH,X600066.SH,X600118.SH,X600271.SH,X000581.SZ,X601877.SH,X000550.SZ,X000568.SZ,X000623.SZ,X002236.SZ,X000800.SZ,X002475.SZ,X600177.SH,X000869.SZ,X600582.SH,X002294.SZ,X300124.SZ,X002129.SZ,X000559.SZ,X600839.SH,X000400.SZ,X000050.SZ,X600809.SH,X002456.SZ,X002465.SZ,X002007.SZ,X000977.SZ,X002292.SZ,X600252.SH,X300003.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.227759579467789,0.0645773426776007,0,0,0,0,0,0,0.535602095617779,0,0,0,0,0.136128713881783,0,-0.0736915415818341,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0128669882217077,0,0,0,-0.0160118141847675,0,0,0,-0.12110187356636,0,0,0,0,0,0,0,0,0.218155856223251,0,-0.00473608570857682,-0.00377168538562623,-0.126486907902643,0,0,0,0,0
X600519.SH,0,0,-3.46944695195361e-18,0.0501892632823409,0,0.238940133140104,0.168055819263363,0,0,0,0.229697374554648,0,0,0,0,0,0,0,0,0,0.00100146280447145,0,0,0,0,0,0.0919603605115797,0,0.0988447666728019,0,0,0,2.71050543121376e-20,0,0,0,0,0,-0.0310736453863376,0,-0.027280795912481,0,0,0,0,0,0,-0.136626688912359,0,-0.050251633022235,0,0,-0.00627306013072917,-0.0933254875211296,0,0,0,0,0
X000651.SZ,0.205123308101517,0,0,0.0359758969508914,0.0309270210937122,0,0,0,-0.10139287328823,0,0.128780701933213,0,0.000856003542346035,0,0,0,0,0,0,0,0,0,0,0,0.337281696059533,0,0.0575194645105377,0,0,0,0,0,0,0.0931317930059405,0,0,0,0,0.103846106458535,0,0,0,0,0,0,0.0166636668874876,0,0,0,0,0,-0.0749083765783893,-0.012490638279705,0,0,0,0,0,0
X000725.SZ,0,0.109508058441954,0,0,0,0,0,0.0431521726502665,0,0,0,0,0,0.0815272807372807,0,0,0.0964469737016402,0,0.336594326144513,0,0,0.0278344479104057,0.175283028132732,0,0,0,0,0.194676406897957,0,0,0,0.0544058692680716,0,0,0,0,0,0,0,0,0,0,0,0.00184747137928158,0,0,0,0,0,0,0,-0.0439984392590176,0,-0.0600680159550699,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.118406142616005,0,0,0.0352437016097267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.102744896527912,0,0,0,0,0.259375696047745,0,0,-5.42101086242752e-20,-0.018929990701626,0,0.0478372756078577,0.101079811216145,0,0,0,0,0,0,0,0,0,0,-0.0416062405636869,0.00652715732300777,0,0,0,0,0,0
X000858.SZ,0,0,0.167313299520396,0,0,0,0.0404054238169672,0,0,0,0.121183490345474,0,0,0,0,0.126419532410446,0.0219697797861403,0,0.031996464014811,0,0,0,-0.0432652149716544,0,0,0.0215423633116544,0,0,0,0,0,0,0.00987383942657493,0,0,0,0,0,0,0,0,0.0245550828168143,0,0,0,0,0,0,-0.0374036996474948,0,0,0.0120134985867102,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0390475247804364,0.20515861037013,0,0,-0.026279572749477,0,0,0,0,0,0.0264414228189317,0,0,0,0.261199417633079,0,0,0,0,0,0,0,0,-0.0882318106269429,-0.234236735258637,0,0,0,0.131144606484473,0,0,0,0,0,0,0,0,0.399514565494359,0,0,0,0,0,0,0.0168582436753779,0,0,0.00284125323384391,0.0139775910618312,0,0,0,0,0,0
X000625.SZ,0.30279153471721,0,0,0.0559861324326538,0,0,0.0106680975997932,0,0.00554446851461485,0.20207196255583,0,0,0,0,0,0,0.16429315056183,0,0,0,0,0,0,0,0,0,0,0.0648469407147163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908884328017303,0,0,0,0,0,0,-0.0268025768108787,-0.0263579962524131,0,0,0,0,0,0
X600031.SH,0,0.0245741660737439,0,0,0,0,0.0759840072251505,-0.063269799810865,0,0.0355255353830253,0,0,0,1.0769700599813,-0.00688698748877861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038585847967481,0,0,0,0,0,-0.00846108147790312,0.00135142031014171,0,0,0,0,0,0
X000063.SZ,0.0658264282137645,0,0,0,0,0,0,0,0.106269376114175,0,0,0,0,0,0,0.0456790641208114,0,0,0,0,0,0.0037211709416172,0,0.0482378358269009,0,0,0,0,0,0,0,0.115577401709373,0,0,0,0,0,0.0691237578034828,0.0603497410919412,0,0,0,0,0,0,0,0,0,0.00833892388494714,0,0,0,-0.000830750078114527,0,0,0,0,0,0
X600690.SH,0,0.174113529892475,0.058380176591423,0,0,0.206377276707756,0,0,0,0,0,0,0.0897489288478213,0,0,0.136617973670964,0,0,0.0693184608471939,0,0,0,0,0,0,0.0631896827880916,0,0,0,0,-0.0113852656957524,0,0,0,0,-0.125748998137693,0,0,0,0.166820476189067,0,0,0,0,0,0,0,0,0,0,0,-0.00500700752391849,-0.000704215603638451,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.118565040646067,0,0,0,0,0,0,0,0,0,0,0,0,0.0940434404697421,0,0,0,0,0.10705175411323,0,0,-0.0632783542895292,0,0,0,0,0,0,0,0,0,0.178772534813644,0,0,0,0,0,0,0.0438409420810322,0,0.167606190469461,0,0,0,0,-0.010572244545804,0.0225726110267188,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408103094186844,-0.0905132085537042,0,0,0,0,0,0,0,0,-0.0154458576542357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039559137074967,0,0,0.0858824152552652,0.0489489829154349,0.0333946828629768,0,0,0.358792773688394,0,0.110530479392823,-0.0950836030318154,0,0,-1.73472347597681e-18,-0.00437126049560123,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.449743554209732,0,0,0,0.29943908947004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.128218303451351,0,0.0531186303852194,0,0,0,0,0,0,0,0,0.0277447730117265,0,0,0,0,0,0,-0.0502544181671949,-0.021703546817883,0.0507804856519982,0,0,0,0,0
X600372.SH,0,0,0.0324337308848198,0,0,0,0,0,0,0,0,0,0,0,0,0.00610909844103768,0,0.0617139213266213,0,0,0,0,0.187931297761923,0,0,0,0,0.0560992253582975,0,0,0,0.14976816727366,-0.0481366545307758,0,0,0,0.238101582065922,0,0,0,0,0,0,0.0706878360890821,0,0,0,0,0,0,0,-0.0382351390325534,0.0167019870694287,0,0,0,0,0,0
X600741.SH,0.197345170061239,0,0.073302234000388,0,0,0,0,0,0,0,0.0299042319170871,0,0.0161158003123947,0,0,0,0.169969709599114,0,0,0,0,-0.0481297334726724,0,0,0,0.114729384611026,0,0.159014537863805,0,0,0,0,0,0,0,0,0,0,0.0340420106164669,0,0,0,0,0,0,0.0790302634941381,0,0,0,0,0,-0.0459590193479565,-0.0199613165424369,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0381514331348313,0.303013764667815,0,0,0,0.10819494491684,0,0,0,0.343587982272075,0,0.0756970722285081,0,0,0,0,0,0.0224935005896853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845943521872566,0,0.0267520223856673,0,0,0,0,0.0238280591263538,0,0,0,0,0.330231019032376,0,-0.0278224673343935,-0.00408491971875171,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.111751840381961,0,-0.0839799032771611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013862237064163,0.141250908015253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147054506314083,0,0,0,0.00438883249398548,0,0,0.0998993397288436,0.112179606071384,0,0,0.0960256315022461,0,-0.00444944205438183,-0.00165704437411981,0,0,0,0,0,0
X000100.SZ,0,0,0,0.190471815984652,0,0,0,0,0,0,0.219127722941469,0,0.105937526385496,0,0,-8.67361737988404e-19,0.00413897353935222,0,0,0,0,0.0213698953975312,0,0,0,0.0634002205761959,0,0.00677172526404404,0,0,0,0,0,0,0,0.0493163080193434,0,0.0940123734503043,0,0,0,0,0,0,0.00569327664582266,0,0.0379220254645581,0,0,0,0,0.0686971045796017,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150530382490849,0,0,0,0,0,0,0,0,0.0250011858475057,0.0853019977329691,0,0.162069830859985,0.0168681731350725,0,0,0,0,0,0.0170587797890503,0,0.083233589502738,0,0,0,0,-0.0276066787557772,0.00462360507960435,0,0,0,0,0,0
X600066.SH,0.129970601579824,0,0,0,0,0,0,0,0.0877447547361373,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0935770438138017,0,0.0530268661535044,0,0,0,0,0,0,0,0,0,0,0.0572333138933352,-0.0060382554799315,0,-8.67361737988404e-19,0,0,0,0,0,-0.00604615030048786,0,-0.00563807137470988,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,-0.175457714749539,0,0,0.177426771405255,0,0,0.112140987387112,0.384638475510497,0.545835207669527,0,0.00595998287407092,0,0,0,0,0,0,0,0,-0.0592874560855805,0,0,0.0509370221191048,0,0,0,0,0,0,0,0,0,0,0.181353388571208,0,0,0,0,0,0,0.393078980167108,0,0.0357469474464417,0,0,0.0152761062916231,-0.00415961875556111,0,0,0,0,0,0
X600271.SH,0,0,0,0.0719351501735752,0,0,0,0.0978388962313661,0,0,0,0,0,0,0.101612768908861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396921378930208,0,0,0,0.152665186716883,0,0.0957954660347724,0,0,0,0,0,0,0.23965296884663,0.119753380106662,0,0.108810738613469,0,0,0.138667932299772,0,0,-0.0702927561010251,-0.0184397386113108,0,0,0,0,0,0
