,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X000100.SZ,X002179.SZ,X600703.SH,X600089.SH,X002236.SZ,X002129.SZ,X600372.SH,X000661.SZ,X002241.SZ,X002049.SZ,X000157.SZ,X600584.SH,X000977.SZ,X600741.SH,X601877.SH,X600522.SH,X002007.SZ,X002463.SZ,X000800.SZ,X002074.SZ,X600183.SH,X600460.SH,X601799.SH,X002028.SZ,X000066.SZ,X300142.SZ,X600418.SH,X002180.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.383917352171747,0,0,0.318193152388993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280809389428054,0,0,0,0,0,0,0,-0.0542554063600068,0,0,0,0.174592531497321,0,0,0,0,0,0,0,0,0,0.206776661184111,0,0.00178376492989253,0.0898550096458267,0,0,0,0,0,0,0,0,0.0802490915878008,0,0
X000858.SZ,0.331206147930331,0,0,0,0.0869368355149692,0.112479049176835,0,0.00776442419027538,0,0,0.0853757601731415,-0.151269272236488,0,0,0,0,0,-0.00749448655573837,0,0,0.0683979541403855,0,0,0,0,0,0.000589821790946865,0,0,0,0,0,0,0,0,0,0.0414234114990063,0,0,0,0,0,0.103667606054723,0,0,0,0.0378374727320507,0,0,0.0149702216082013,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00726271266428544,0,0,0,0,0,0.0500299188430965,0,0,0,0.04707367482532,0,0,0,0,0,0,0.210350783280002,-0.0117558531289593,0,0,0.087601996946589,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.111292176242796,0,0,0,0,-1.0842021724855e-19,0.124661939169606,0.0085345159585644,0,0,0,0,-0.000548783252375952,0,0
X600276.SH,0,0,-0.00108076815650204,0,0,0,0.0590207496754733,0.127902194180982,0,0.00865237191544028,0,0,0,0,0,0,0,0.118443625964068,0,0,0,0,0,0,-0.0069859237736554,0,0,0,0.0802538080052266,0,0,0,0,-0.0279651586112663,0,0,0,0,0.0329022531742572,0,0,0,0,0,0,0,0,0,0,0.241201130330978,0,0.0138803933525363,-0.0126570564819326,0,0,0,0,0,0
X600809.SH,0.258885726053617,0,0,0,0,0.220771361208546,0,0,0,0,0,0,0,0,0,0.291906252306636,0,0,0,0,0,0,0,0,0,0.0443036284075455,0,0,0,0,0,0,0,0.0300448545713215,0,0,-0.0674424155849939,0,0.028804706592427,-0.0890847302357231,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0293135787683492,-0.0621391783632235,0,0,0,0,0,0
X000568.SZ,0.329686993771207,0.158312487023657,0,0,0.109423879006942,0,0,0,0,0,0,0,0.176825554526632,0,0,0.385047947509393,0,0.0471696154509997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087552280223753,0,0,0.00518951093726057,0,0,-0.0311778835093012,0,-0.00762782409505483,0,0,0,0,0,0,0
X002475.SZ,0,0.0626350705771943,0,0,0,0,0,0,0,0.00190654517671671,0,0,0,0,0,0,0.154963716526452,0,0,0,0,0,0,0,0,0.0767735278609332,0,0,0,0.0927450162667219,0,0,0,-0.170606286820867,0,0,0.148103376637357,0,0.174254982822148,0,0,0,0,0,0,0.0299707607480199,0,0,0,0.175641356885535,0,-0.182988963026412,0.187779399608531,0,0,0,-0.453468294371583,0,0
X600690.SH,0.156495692579342,0.049135465553714,0,0,0,0,0,0,0.03413511095106,0,0,-0.0294038144828626,0,0,0,0.130397126343059,-0.0348165781600281,0.0757570243272746,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0201767830223406,0,0,0,0,0,0,0,0,0,0,0,0,0.0127324292076752,-8.67361737988404e-19,0,0,0,-0.0342143147456673,0,0
X000651.SZ,0,0,0,0.0915789943365113,0,0,0,0.0524618257215396,0,0.00800155062400403,0,0,0,0,0,0,0,0,0,0,0,0,-0.05487653586142,0,0,0,0,0,0,0,-0.258482285436339,0.034195035599461,0,0,0,0,0.120287270656968,0,0,0,0,0,0,0.163223265809538,0,-0.0454534257826218,0.0684052289358981,0,0,0,0,0.0346093114655711,-0.0962976439691391,0,0,0,0,0,0
X000625.SZ,0,0,-0.125455317573466,0,0,0,0.024155081657395,0,0,0,0.217479678989177,0,0,0,0,0,0,0.386802184690154,0.0178499530569931,0,0.106021861070587,0,0,0,0,0,0.11871648344116,0,0,0,0,0,0,0,0,0,0,0,0.0858861128618242,0.0707395397968104,0,0,-0.089679100981154,0.00872761972643855,0,0,0,0.30327251119078,0,0,0,0,0.0360276463589774,0,0,0,0,0,0
