,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X000725.SZ,X002371.SZ,X000625.SZ,X002304.SZ,X600031.SH,X000338.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X600089.SH,X000157.SZ,X600703.SH,X002463.SZ,X600372.SH,X000977.SZ,X002241.SZ,X002236.SZ,X000921.SZ,X600066.SH,X002028.SZ,X600741.SH,X600522.SH,X600183.SH,X002049.SZ,X601877.SH,X002129.SZ,X000661.SZ,X600584.SH,X002180.SZ,X002223.SZ,X000800.SZ,X002074.SZ,X002085.SZ,X600177.SH,X600418.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0912150878159813,0,-0.00324342189618433,0,0.221314206331565,0,0,0,0,0.0294822766067602,0,0,0.0141669332359107,0.0561172735614434,0,0,0.036766565520004,0,0,0.00130636785395072,0,0,0,0,0.0386224449166513,0,0,0,0,0,0,0,0,-0.00926822344606124,0,0,0,0,0,0.0319382658532193,-0.0307888558557217,0,0,0,-0.00967727262543178,0,0,0,0,0,-0.0102227119079524,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.39487032820643,0,0,0,0,0,0,0,0,0.224667436202524,0,0,0.102515389781021,0,0,0.0176085943863708,0,0,-0.0624814667992545,0,0.0189208515357758,0,0.0108257274986904,0,0,0,0,0,0,0,0,0.0287460009008466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297227166044631,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.220124109779539,0,0,0,0,0.107556783760058,0,0.0962367556785989,0,0,-0.0874819444573858,0,0.252416520244397,0,0,0.00726697838901568,0,0,-0.113688710432335,0,-0.0675111257634046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117161951671153,0,0,0,-0.0261854784828468,0,0,0,0,-0.0394187587005205,-0.0224523090235576,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0410637921295205,0.073374001732425,0,0,0,0,0,0,0,0.138417569485427,0,0,0,0,0,0.0531152932563335,0,-0.0620390701822225,0,0,0,0,0.0099710580151276,0,0.195050143642851,0,0,0,0,-0.0381444918970202,0.0553483204604815,0.0503375910039581,0,0,0,0.0154842947166819,0,0,0.0500730578403838,0,0,0,0,0,0,0,-0.0114122092077787,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,-0.0121967270226771,0.135225816801643,0,0,0,0,0,0,0.069542805220222,0,0,0.010340066340814,0,0,0.0152473092374615,0,0,0,0,-0.0526077574087623,0,0,0,0,0.329318222567043,0,0,0,0,0,0,-0.0299147370521235,0,0,0,-0.104217327687726,0,0,0,-0.0346371165652506,0,0,0,0,-0.0197766158233714,0,-0.0748662207806748,0,0,0.0323742012766006,0,0
X600276.SH,0,0,0,0,-0.0878148375362458,0,0,0,0,0,0,0,0,0.108016619640201,0,0,0,0,0,0,0.091793358669477,0.243611122786699,0.269271109518647,0,0,0,0,-0.120678362774288,0,0,0,0,0.00939072687890393,0,0,0.175240385362825,0,0,0,0,0,0.0320712657275446,0,0,0,0,-0.148828381342822,0,0,0,0,0,-0.0198984859071714,0,-0.0639416671801363,0,0,0,0
X000568.SZ,0,0.842382310364796,0.401323348771733,0,0.0720868241024493,0,0,-0.00960658447789338,0,0,0,0,0,0,0,0,0,0.026550586659297,0,0,0,0,0,0,0,0,-0.158322424818843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122246286806511,0.0665748139835225,0,-0.00449357876374995,-0.0197924445403951,0,0,0.0395111895537029,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727942938636322,0.438037574417271,0,0,0.00762886265502096,0,0,0,0,0,0,0,0.027622187597275,0,0,0.390644686048132,0.0855266485198199,0,0,0,0,0,0.0544270995240243,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0263958771366142,0.0686059875238761,0,0,0,0,0.0368178557644633,0,0,0,0,-0.106464824342505,0,0
X000651.SZ,0,0,0,0,0.240134019947462,0,0.048133340821335,0,0,0,0,0,0,0,0,0,0,0.0473865763953328,0,0,0.137041129115164,0,0,0.32855682697297,0.0123977037069302,0,0,0,0,0,0,0.120363838127019,0,0,0,0,0,0,-0.0564067453144661,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194319581046651,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0827558449612407,-0.330872225461427,-0.0588482091912762,0,0,0,0,0,0,0,-0.221887052700485,0,0,0,0,0,0,0,0.0612914371286993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564425339754884,0,0,0,-4.33680868994202e-19,0,0,0,0.0586053838273853,-0.00496054672509512,0.17632067190466,0,0,0,-0.0605434297891694,-0.039112450734707,0,0,0,0,0,0
