,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X002241.SZ,X002008.SZ,X600487.SH,X300136.SZ,X601877.SH,X000100.SZ,X600066.SH,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X300003.SZ,X002294.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X600177.SH,X600699.SH,X000157.SZ,X600584.SH,X600118.SH,X000596.SZ,X300142.SZ,X600566.SH,X000050.SZ,X002180.SZ,X000661.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.531094799279599,0,0,0.100159755406549,0.0672133535229041,0,0,0,0,0,0,0,0,0,0,0,-0.0671558229623518,0,0,0,0.0423648943640863,0,0,0.00900315837829097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673745101320661,0.059440972372357,0,0,0.0295829273737267,0.152753253975472,0,0,0,0,-0.0347750080882854,0.0523283122842701,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.053744181587479,0.0948880840824267,0,0,0,0,0.0565768707228265,0,0.0753124397944282,0,0,0,0.179949185786838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114645218406396,0,0,0.064753742017489,0,0,0.111095082932342,0,0,0,-0.0296647457814004,0.0246862387978504,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0183495563137804,0,0.0290109957776659,0,0.157892669758186,0,0,0,0,0,0.342033743591581,0.130492492076974,0,0,0.0339001598040409,0,0,0.0744717955741023,0,0.0355237436212208,0,0,0,0,0,0,0,0,0,0,0,0.033160698541446,0,0,0,0,0,0,0.157705930763598,0,0,-0.0203596568335444,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0155547894773338,0,0,0.131824261937926,0,0,0,0.191669819694802,0,0,0,0,0,0,0,0,0.0224672231267879,0.0426312775063802,0,0,0,0,0,0,0.29164308465705,0,0,0,0,0,0,0,0,0,0,0.0585570298706408,0,0,0,0.0012083589339286,0,0,0.0437670431601229,0,0,0,0,0,0.00354542256025635,0,0,0,0,0,0
X000651.SZ,0,0.107187899960659,0,0.13792127467302,0,0,0,0,0,0.0151156367477161,0,0.00622495155614507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174414048221395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912881022230028,0,0,0.103273054665259,0,0,0,0.0181742296611182,-0.00796990621943702,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0825743249785162,0.464517383340126,0,0,0,0,0,0,0.037420758228252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110607797488147,0,0,0.343161406871812,0,0,0,0,0,0,0,0,0,0.155922236407667,0,0,0.262287127212049,0,-0.0159582338496772,0,0,0,0.0351724505720768,0,0,0,0,0,0
X600276.SH,0.0596514932402273,0,0,0,0,0.115932737810718,0,0,0,0,0.139784383514406,0,0,-0.0361614143234374,0.340781100171274,0,0,0,-0.3385074884285,0,0,0,0.0668891717431862,0,0,0,-0.000370087877228787,0.0786581419276104,0,0,0,0.0256585171706695,0,0,0,0,0,0,0,-0.0672688575651334,0,0,0,0,0.0339664130195606,0,0.0400613665062645,0,0,0,0,2.16840434497101e-19,0.0146497516664787,0,0,0,0,0,0
X002304.SZ,0.271948222071035,-0.087901563197124,0,0,0,0,0,0,0,0,0,0.276653923830211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996542295412893,0,0,0,0,0,0,0,0,0,0.0253312617841515,0,0,0,0.0745273926493411,0,0,-0.0460986777284753,0.0640497631257273,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.356336438630413,0,0,0,0,0.140392313417492,0,0,-0.130336353928376,0.13185816895905,0,0,0,0,0,0,0,0,0,0,0.0285745858217577,0.182426137367236,0,0,0,0,-0.175821312682831,0,0,0,0,0,0.125093773131763,0,0,0,0.39780124465978,0,0,0,0,-0.0535911733174607,0,0,0,0,0,0.0137826238924542,0,0,0,0,0,0
X600690.SH,0,0.00990846086915459,3.46944695195361e-18,0,0.100801505262739,0,0,0.110719213443663,0,0,0.061503955599602,0,0,0,0.0966805135166384,-0.148940172173583,0,0,0,0.133100906027822,0.119944450946992,0,0,0,0.100516675886696,0,0.226060654346377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166513888183159,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0
