,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002304.SZ,X000651.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X000596.SZ,X600703.SH,X000100.SZ,X002371.SZ,X300142.SZ,X000157.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X000799.SZ,X600741.SH,X600702.SH,X002007.SZ,X002236.SZ,X600779.SH,X601877.SH,X300146.SZ,X600584.SH,X002414.SZ,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X600460.SH,X002074.SZ,X002508.SZ,X600089.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0865296848512147,0,0,0,0,0,0,0,0.0182966498036364,0,0,0,0.0902034238183996,0,0,0.0420141495416009,0,0,-6.93889390390723e-18,0,0,0.093658573570562,0,0.0978026497061308,0.0112412756954938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262391623973522,0,0,3.46944695195361e-18,0.0779309579316272,-0.125001916578258,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.178811956785169,0.00437969016946093,0.410738270793858,0.0365424066765294,0,0,0,0,0,0,0,0,0,0,0,0,0.0683558959339751,0,0,0,0,0,0,0,0,0.059508796772944,0,0.139380371649268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122476313273584,0,0,0,0,0,0.0216770777981657,0,0,0,0,-0.00292449723011239,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00725154757138795,0,0,0,0,0,0,0.0376746677078276,0,0,0,0,0.178907204607722,0,0,0.00908233201010947,0,0.0152446917954821,0,0,0,0.0382389734676883,0.079520691819661,0,0,0,0,0,0.110319284851957,0,0.00389635920789704,0,0,0,0,0,0.0874081917046227,0,0,0,0,0,0,-0.0317708643013535,0,0,0,0,0.00453407239750957,0,0
X600276.SH,0,0,0,0,0,0.0189904621704606,0.102331698789882,0,0,0.0530303207849656,0,0,-0.0920397559664396,0,0,0,0,0,0,0.0241202140060114,0,0,0,0,0,0,0,0,0.0230022279408175,0.185434687306892,0,0,0,0,0.0866060507561988,0,0,-0.135339050369385,0,0,0,0.109507453287898,0,0,0,0,0,0,0,0,0,0.161944082317774,0,0,0,0,0.0223424841412926,0,0
X600809.SH,0,0,0,0,0,0.0690295638125155,0,0,0,0,0,0,0,0,0,0.0818097865108169,0,0,0,0,0.0398698445878851,0.030882164725153,0,0,0,0,0,0,0.0205586781896276,0.0948870047505626,0.487099373480379,0,0.0433545232425013,0,0,0,0,0,0,0,0,0.103655067617792,0,0,0,0,0,0,0,0,0,0.0277964321661797,0,0,0,0,-0.0427384070754657,0,0
X000568.SZ,0,0.35718327615964,0,0,0.145357386652596,0,0,0,0,0,0,0,0,0,0,0.0354799315512036,0,0,0,0,-0.0779851425221209,0.105496743119506,0,0,0.113600633384729,0.0799523626576916,0,0,0,0,0,0,-0.0269867708169016,0,0,0,0,0,0,0,0,0.0493901625977304,0,0,0,0.241526513858285,0,0,0,0,0,0,-0.0380256560668661,0,0,0,0,0,0
X002304.SZ,0,0,0,0.247943642028521,0.0610300595570283,0.0755456866312131,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0229817258884363,0,0,0,0,0,0.321177586121478,0,0,0.0396454186613893,0,0,0,0.0241343588747702,0,0,0,0,0,0.0327889311440083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0799000005994465,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0047541547205438,0,0.0719546807121895,0,0,0,0,0,0.0826275820020363,0,0,0,0,0,0.0267753958233146,0,0,0.186356356007214,0,-0.0176386630323766,0.0214302362663338,0,0,0,0,0,0.0295162627222138,0,0,0.0572765731860641,0,0,0,0,0,0,0,0,-0.0475438275772352,0,0.130714948747654,0,0,0,0,0,0,0,0,0,-0.00448057061536206,0,0
X600690.SH,0,0,0.0150142579596309,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.116583022334249,0,0,0.0548113430472446,0,0,0,0,0,0,0,0,0.0445237463599381,0,0,0,0,0,0.00255585172534257,8.67361737988404e-19,0,0,0.0511826909406367,0.129694567372506,0.311036321247872,0,0,0,0,0,0,0,0.0322679172369205,0.0802376826478913,0,0.0588117438381209,0,-0.0896515555671265,0,0,4.33680868994202e-19,0,0,0,0.0219241976455942,0,0
X002475.SZ,0.0569544361567122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037898827417993,0.0121377443072891,0,0.283910227456503,0,0.0938205468549651,-0.129490389834477,-0.0839519067416449,0.185795890295321,0.193953136199407,0,0,0,0.153562724331136,0,0,0,0,0,0,-0.0772388213085313,0,0,0,0,0,0,0,0,0,0.00504333662593473,0,0,0,0,0,0,0,0.0461309690281056,0,0,0,-0.0508174367782469,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.326555212296121,0,0,0,0,0,0,0.420043567090669,0.337766069302618,0,0,0,0.0379428705257581,0,0,0,0,0,0,0,0.31137866029353,0.102249815906557,0,0,0,0,0,0,0,0,0,0,0,0.0546533616346476,0,0,0,0,0,0,0,0,0,-0.049064342509971,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.17499112585426,0,0.0544135895299653,0,0,0,0.0154970558344408,0,0,0,0,0,0,0,-0.113046003666958,0,0,0.00585668935084969,0.0504263047370634,0,0,0,0,-0.0112815676068937,0,0.0252644212730797,0,0,0,0,-0.0310777323054839,0,0,0,0,0,0.088712379841488,0,0,0,0.112402546401407,0.137498258810607,0,0,0.0645362599001214,0.00914185195871954,0,0,0,0.0162163159564392,0,0
