,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X002475.SZ,X002241.SZ,X600066.SH,X000338.SZ,X002236.SZ,X601877.SH,X000100.SZ,X600271.SH,X600118.SH,X002456.SZ,X000157.SZ,X300124.SZ,X002085.SZ,X600089.SH,X002508.SZ,X600177.SH,X600372.SH,X600522.SH,X002007.SZ,X300003.SZ,X300136.SZ,X600699.SH,X600487.SH,X000981.SZ,X002294.SZ,X000066.SZ,X002074.SZ,X600867.SH,X600435.SH,X000559.SZ,X002180.SZ,X002292.SZ,X002008.SZ,X600566.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0429427898979562,0,-0.0018429755976228,0.025252294651464,0,0,0,0,0,0,-0.140466163848297,0.269526770939603,0,0,0,-0.0573011900254324,0.0129188638764788,0,0,0,0,0.0334107475962128,0,0.0627796489216292,0,0,0,0,0,0,0,-0.047622429661651,0,0,0.0779851718027104,0,0,0,-0.0164939943743886,0,0,0,0,0,0,0,0,0.0214560071077093,0.0127482841145122,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-6.93889390390723e-18,0,0,0.238546385310456,0,0,0.0604134535991053,0.0194299899151404,-0.126390138093927,0,0,0,0,0,-0.0602687134496185,0,0,0,0,0,0,0,-0.0216006066833694,0.17150490141876,0.106506822081756,0,0,0,0,0,0,0,0.130357920387015,0,0,0,0.0567448135718249,0,0.0241086049829697,0,0,0,0,0,0,0,-0.00935017245996585,-0.00820838979812585,0,0,0,0,0,0
X002415.SZ,0,0,0,0.155017744323533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460991219838012,0.128907063445609,0,0,0,0,0,0,0,0,0,0.0590314632600467,0,0,0,-0.214922493588079,0,0.127491376698065,0,-0.0507581862531542,0,0,0,0,0.323550822780812,0,0,0,0,-0.139489401753506,0,0,0,-0.017752922464024,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0213993031718766,0,0,0.321206962840076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269772174620229,0,0,0,0,0.0345322326253262,0,0,0.0145176969397113,-0.00599960887418829,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0338627999479954,0,0,0.20894870631329,0,0,0,0,0.0123263660366473,0,0,0.260676236082501,0,0,0,0,0.118319667080044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243493320682423,0,0,-0.111688616635572,0,0,0,0,0,0,0,0,0,0,0.00203450675665296,0.0025966124013228,0,0,0,0,0,0
X000725.SZ,0,0,0,0.218733039644534,0,0,0,0,0,0.00682425408417985,0,0,0.169062843827243,0,0.0281509196283646,-0.320197837170859,0,0,0,0,0,0.177032067723306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492469522281398,0,0,-0.309382399064938,0,0,0,0.262258811741931,0,0,0,0.232900756546249,0,0,0,0.165290649227812,-0.0502699650602546,0.019157832915347,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0508404002401137,0.0182428124397839,0,0,0,0,0,0,0,0,0.0609547322766674,0.431178902591735,0,0,0,0,0,0,0.251852575111916,0,0,0.0820751995239811,0,0,0,0,0,0,0,0,0,0,-0.0194022525423042,0,0,0,0,0.0725587841173025,-0.0405087946005783,0,0,0,0.113348159421797,0,0,0,0.083018103481298,0,0.00832498336577888,-0.00257363848618997,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0445533745439969,0,0,0,0,0,0,0.229569035885469,0,0,0,0,0,0,0,-0.0407259080609296,0,0,0,0,0.0303594005960506,-0.0806367786800902,0,0,0,0,0,-0.00683999479727852,0,0,0,0,0,0,0,0,0.049338566922375,0,0,0,0,0.0416140623653078,0,0,0,0,-0.0611304537471401,0.00592439148848274,0.00233017943149299,-0.150842301756565,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0232953981169938,0,0,0,0,0,0,0,0,0,0,0,0.00807490870570116,0.292855138277268,0,0.159622276970951,0,0,0,0,0,0,0,0,0,0,0,0.151883628947693,0,0,0.0287452670959943,-0.120286038381065,0,0,0,0,0,0,0,-0.0277695970641822,0,0,0.161781716634362,0,0,0,0,-0.0262212872167024,0.00548961488144248,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.066973934823695,0,0,0,0,0,0,0,0,-0.193051626235187,3.46944695195361e-18,0,-0.0232422274359894,0,0,0,0,0,0,0,-0.0402560935681512,0,0.355073407162597,-0.0419780576445529,0,0,0,0,0,0.045568689881708,0,-0.00122681268827303,0,0.121040329754097,0,0,0.0514751284164911,0,0,-0.112274761213916,0,0,0,0,-0.142957664972852,0,0,0,0.00634327698930303,0,0,0,0,0,0
