,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002241.SZ,X600741.SH,X000625.SZ,X002475.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300136.SZ,X300003.SZ,X002085.SZ,X600809.SH,X600487.SH,X002508.SZ,X002008.SZ,X600271.SH,X600177.SH,X600089.SH,X000157.SZ,X600522.SH,X600118.SH,X600867.SH,X002294.SZ,X000050.SZ,X600699.SH,X300115.SZ,X000559.SZ,X600372.SH,X000981.SZ,X600498.SH,X600566.SH,X002074.SZ,X000623.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.10563748405776,0.0548523369513297,0,0.107801612788065,0,0,0.0222191759978453,0.16541959980203,0,0,0,0,0,0,0,0,0,-0.0272677324468441,0.0177731912129468,0,0,0,-8.67361737988404e-19,0.068047335214948,0,0.089008115164471,0,0,0,0,0,0,0,0,0.0768603105862555,0,0,-0.038391775082826,0,0,0,0,0,0,0,0,0,0.00545136963467112,-0.0103794462473219,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0406321584459313,0,0,0,0,0.106741387516379,-0.052984830351456,0.44335118276001,0,0.0450411608679864,0.0246859145101747,0,-0.0248695538259423,0.173179191946021,0,0,0,-0.0643347151785452,0.164493065197712,0.240628270939378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269348047012998,0,0,0,0,0,0.0180026933860278,-0.0196914783378775,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.064746212041768,0,0,0,0,0.197756293374804,0,0,0.240690472526757,0,0.118855132164786,0,0,0,0,0.00671308450091218,0,0,0,0,0,0,0.0593940495986119,0.0561775409997951,0,0,0,0,0,0,0,0.0890797824573235,-0.0550887111375965,0,0,0,0,0.0218794143364915,0,0,0,0,0.211917427837555,0,0,0,0,0.00433025487570953,0.024248001581308,0,0,0,0,0,0
X000651.SZ,0,0.0605009698669538,0,0,0.104792937022082,0,0,0,0,0.135447742962407,0,0,0.00298972679424155,0,0,0,0,0.133721482245863,0,0,0,0,0,0,0,0,0,0,0,0.119272420725362,0,0,0,-0.0549192757720754,0,0,0,0,0,0,0,0.0246953174847698,0,0,0,0,0.104230453975076,0,0,0,0.122290291332942,-0.00802420923837963,0.0228469312271416,0,0,0,0,0,0
X000858.SZ,0.29887079234101,0,0,0.200290364041175,0,0,0,0,0,0,0,0.21622894499781,0.0694955465161878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16088406425217,0,0.0111435872044828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00453789811282375,0,0,0,0,0,0
X600276.SH,0,0.176105781686381,0,0,0.272654221279064,0,0,0.00711826138677157,0,0,0.119765366270663,0,0,-0.100445219891372,0,0,0,0,0,0,0,0,-0.0713908594440919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314135421905919,0,0,0,0,-0.0298737631062392,-0.0983540233185027,0.155871950368372,0,0,0,0,-0.0411678606250579,0.00867764529928972,-0.00155533798880495,0,0,0,0,0,0
X000725.SZ,0,0,0.124632332796714,0,0,0,0,-0.0062809690775281,0,0.061625288880111,0,0,0,-0.0254973839416033,0,0,0,0,0.137026655257126,0,0,0,0,0,0,0,0,0,0.401040026363251,0,0.0355002455990554,0,0,0,0.0780945996880288,0,0,0,0,0.0489780919023841,0,0,0,0,0,0.118669264479108,-0.077138001359512,0,0,0.0544472683491141,0,-0.0113106937292508,0.0308665163095793,-0.0510210564248753,0,0,0,0,0
X002304.SZ,0,0,0,0,0.24600186280463,0,0,0,0,0,0,0.397820151954755,0,0,0,0,0,0.0471468340282336,0.00631797627502287,-0.146763068130646,0,0,0,0,-0.0237486527485925,0,0,0.110620274159621,0,0,0,0,0,0,0,0,0,-0.011253530752937,0,0.00459000231792585,0,0,0,0,0,-0.00771615121875747,0,0,0,0,0,-0.0102814120649733,0.0173658149991143,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.287246031001636,0,0.160197449990586,0.127055937658969,0.069103373537684,0,0,0,0,0,0,0,0,0,0,0,0.014299727715283,0,0.105941819775599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675030037766301,0.126421001817648,0,0,0,0,0,0,0,-0.0366308475848664,0.041575034039396,0,0,0,0,0,0
X600690.SH,0,0.0198780569364992,0,0.410141407980377,0,0,0.0247613362415339,0,0.024613715927102,0,0,0.0258304942990315,0.0732808421485861,-0.0448555600599909,0.232707845312793,0,0,0,0,0,0,0,0,0,0.0599274016606815,-0.0542635148254291,0.0295096508577674,0,0,0,0,0,0,0,0,0,0,0,0,0.0189038660526833,0,0,0,0,0,0,0.145610775826888,0,0,0,0,0.018709417798297,0,0,0,0,0,0,0
