,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X000625.SZ,X002241.SZ,X002475.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X600809.SH,X300124.SZ,X601877.SH,X000100.SZ,X002008.SZ,X600487.SH,X002085.SZ,X002508.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600522.SH,X600271.SH,X600177.SH,X000157.SZ,X600699.SH,X600118.SH,X600867.SH,X000559.SZ,X002294.SZ,X000050.SZ,X300115.SZ,X002074.SZ,X600498.SH,X000981.SZ,X600566.SH,X600372.SH,X000596.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0433350329269375,0,0.000968048733918837,0,0,0,0,0,0,0.25457521164985,0,0,0,0,0,0,0,0,0,0,0.0418099403398403,0,0,0,0,0,0.0505624811310966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606680530197399,0,0,0,0,0.055895782481103,-8.67361737988404e-19,0,0.0105250228662026,-0.0157245538947853,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.107876332987249,0,0,0.0150278066800491,0,0.0361176417916226,0.0682552904976333,0,0,0.0335358662646216,0.312917393744698,0,0,0,0,0,0,0,-0.115338847228723,0,0,0,0,0.0138650069918297,0,-0.0208267905595272,0,0,0,0,0,0,0,0,-0.168374060776006,0,0,0,0,0,0,0,0.0747953667718775,0,0.0125963701284581,-0.0109246876343136,0.0247888377631887,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0754703879854543,-6.93889390390723e-18,0.236145607667331,0,0,0,0.0612563106184314,0,0,0,0,0.0930652465329418,0,0,0,0,0,0.0255391337882462,0.0335532441093959,0,0.0990741283818602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249859655588363,0,0.00639300544525839,0,0,0.0292296022904122,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.166112372695053,0,0,0.00585721830684171,0,0,0.212242878831702,0,0.0632042037739454,0,0,0,0.0504921503968736,-0.0272588299010525,0.129133258240958,0,0,0,0,0,0,-0.00291266441138045,0,-0.0351059031285267,0.0827757748082862,0,0,0,0,-0.0538379401956215,0,0,0,0,0,0,0,-0.0523336368687698,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0176435460172337,0,0,0,0,0,0
X000858.SZ,0,0,0,0.199554119586021,0,0,0,0,0,0,0,0.379974306084546,0.025325140562781,0,0,0,0,0,0,0,0,0.156433553826741,0,0,0,-0.0507161119582007,0,0.00400743972405294,0.0357433951719207,-0.0176065538158503,0,0.00913511278829785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00933202048920842,0,-0.00715570039585166,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0767218084858638,0,0,0,0,-0.127545144407918,0.0301708349654135,0,0.237152251424151,0,0,0,0,0,0,0,0,0,0,0,-0.0207866133423656,0,0,-0.053656024182717,0,0,0,0.033379275225947,0,0,0,0,0,0,0,0,0,0.100236439881703,0.0744144826840968,0.00233289408111765,0,0.122477375953919,0,0,0,0,-0.0639728894399441,0,0,-0.000390686170113658,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575395199167442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236307030153738,0,0.0116383626284082,0,0.0700715546052804,0.190436733824962,0,0,0,0,8.67361737988404e-19,0,-0.00448283730860385,0.00237611252582886,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0761022647370916,0,0,0,0,0,0,0.0875073985681553,0,0,0,6.93889390390723e-18,0.114863505043017,0,0.252006709246915,-0.044200256270108,0,0,0,0,-0.106697873816204,-0.0772130215982007,0,0,0,-0.0297479112057597,0,0,0,0,0,0,0,0,0,0,0,0,0.189643054304955,0,0,0,0,0,0.0749625736171827,-0.0141396831715786,0,-0.00679859549032786,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0831418964288629,0,0,0,0,0,0,0.112429989552296,0.0716756128858424,-1.73472347597681e-18,0.189656847502343,0,0,0,0,0,0,0,0,0.0495334569282593,0,0,0,0,0.158555848057735,0.0832343110138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682398270567207,0,0,0.0125000440296232,0.0198975511984517,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.075300417537978,0,0,0,0,0,0,0.117728072900422,0,-6.93889390390723e-18,0,0.329940782712044,0,0,0.000124178324085538,0,0,0.411988441350851,0,0,0,0,0.0868094124376143,0,0,-0.200935007975926,0,0,-0.0105493506513226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122392386821623,-0.258363878701236,0.0180297971301632,0,0,0,0,0,0,0
