,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X000625.SZ,X601877.SH,X002456.SZ,X600066.SH,X002008.SZ,X300124.SZ,X000100.SZ,X600809.SH,X002508.SZ,X600487.SH,X300003.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X000981.SZ,X600089.SH,X000157.SZ,X600177.SH,X300136.SZ,X000050.SZ,X600566.SH,X000596.SZ,X002085.SZ,X600707.SH,X600498.SH,X002180.SZ,X002179.SZ,X000661.SZ,X600699.SH,X300142.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0808794435813059,0,0,0.654708576521166,0,0,0,0,0,0,0,0,0,-0.082925781489913,0,0,0,0.0764170556975068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109547840396594,0,0.0055011037029772,0,0,0,0,0,0.0599672385650461,-0.0302139471949265,0,-0.00475753440979168,0.0152135931692112,0,0,0,0,0,0
X600104.SH,0,0,0.110567775293889,0,0,0,0,0,-0.157061948030666,0.134258846637967,0.0580895903630286,0.215521210422319,0,0.0494225731565728,0,0,-0.0272733678697642,0,0,0.0209929271159716,0,0,0,0,0,0,0,0.0628434734734981,0,0,0,0,0,0,0,0,0,0,0.0628119314202019,0,0,0,0,0,0,0,0,0.0482214928221115,0.0830986108081322,0,0,-0.01655351777501,0.0312422647043118,0.0550863864532019,0,0,0,0,0
X002415.SZ,0,0.036705052169905,0,0,0,0,0,0,0,0.14971092699861,0.0517176710636913,0,0,0,0.146284672111811,0.0602564729383235,0.125574824226255,0,0,0,0,0.172593941841624,0,0,0,0.0794870734301173,0.254855361585099,0,0,0,0,0,0,0,0,0,0,0.0697228425905719,-0.105662450536113,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238690618432568,0.0138875887807921,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.494142614640648,0,0,0,0.061222495480438,0.0830858381148096,0,0,0,0,0,0.11255177379918,0.0623624319073081,0,-0.0451855091722535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209762594212936,0,0,0,0,0,0,0,0,0,0,0.151386383466718,0,0,0.00924775443640614,0,0,0,0,0,0,0
X000858.SZ,0.259911265434573,0,0,0.378197038352331,0,0,0,0,-0.0192992360752835,0.0177272263668781,0,0,0.332150568204403,0,0.0770183329221039,0,0,0,0,0,0,0,0,0,0.0187155668715677,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258978168901802,0,0,0,0,0,0,0,-0.0621300424380372,0,0,0,0,0,-0.00540941603461601,0,0,0,0,0,0,0
X600276.SH,0,0,0.0491944310942881,0,0,0,0.0221065982991468,0,0,-2.16840434497101e-19,0.203513648743387,0,0,0,0,0,0,0,-0.0988639936845319,-0.0619254403135411,0,0,0,0,0.0790024567814806,0.263613304651535,0.0882560896209955,0,0,0.0562998077297865,0,0,0,0,0,0.0802483045968488,0,0,0,0,0.0707953867008265,0,0,0,0,0,0.0817261831088308,-0.058853027458032,0,0,0,-0.0123777936540732,0.0187422671952651,0.126421793836731,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.457652096719,0.117371379881334,0,0,0,0,-0.0272549278936565,0,0,0,0,0,0,0,0,0,0.0739342473983502,0,0,0.0874683588214341,0,0,0,0,0,0,0,0,0,0.0111647875233594,0.169795188791954,0,0,0,0,0.225729456824253,0,0,0,0,0,0,0,-0.0725284635014202,0.0900990936689638,0,0,0,0,0,0
X002304.SZ,0.312986118436408,0,0,0,0.119379023861931,0,0,0,0,0,0,0.21738614822395,0.23947734141847,0,0,0,0,0,0.00325724914235124,0,0,0,0,-0.102354126135789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759707926492605,0,0,0.0141107956704018,0,0,0.0615261927692867,0,0,0,0,0,0.00376913945063866,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.348817018534151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104711533305752,0,0,0,0,0.220483764623593,0,0,0,0.0766084140089544,0.394690981853294,0,0,0,0,0,0,0,0.100784310191919,0,0.0870740364625226,0,0.268312334948863,0,0,0.0352039697308251,0,0,0,0,0.00408277048829176,0,0,0,0,0,0,0
X600690.SH,0,0,0.0184679169006597,0,0.469586562174008,0.0785946549425483,0.0152866716314175,0,0,0,0,0,0,0,0,0,0.0454319782952909,0,0,0,0,0,0,0.000705108996221216,0,0,0,0,0,0,0.0768049562084756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282344283309586,0,0,0.0963723507397077,0,0,0,0.0128481603939996,0,0,0,0,0,0
