,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X000063.SZ,X002371.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X000596.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000977.SZ,X000661.SZ,X002241.SZ,X600702.SH,X002180.SZ,X600584.SH,X601877.SH,X600522.SH,X300142.SZ,X000157.SZ,X600741.SH,X600460.SH,X002074.SZ,X002463.SZ,X000733.SZ,X300003.SZ,X002007.SZ,X600183.SH,X000066.SZ,X002294.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.168053102155234,0,0,0,0.232755937545347,0,0,0,0,0,0.0140537594625682,0,0,0,0,0.0358636484926461,0,0,0.103673525087887,0,0,0.00797233339701689,0,0,0,0,0,0,0,0,-0.0484406652548126,0.128410102772934,0,0,0,0,0,0,0,0,0.114091548540785,0,0,0,0,0,-0.0382703060504158,0,0,0,-0.0284019282822947,0.0349840275251461,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0207503703260887,0.446268598869469,0.0483498820112438,0,0,0,0,0,0,0,0.0268745017729854,0.0667168280282896,0,0,0.0350234108919875,0,0,0,0,0,0.0459944267952861,0,0,0,0,-0.0328886195789551,0.0455931219612706,0,0,0,-0.0312295830499681,0,0,0,0,0,0,0.0526115121188798,0,0,0,0,0,0,0,-0.0579144232067567,-0.00325737750406038,0,0,0,0,0,0
X002415.SZ,0,0.0552283706678911,0,0,0.172360493914723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054767828380627,0,0,0,0,0,0.00959722345760021,0,0,0,0,0,0,0.132048032615793,0.182285946571209,0,0,0,0,0,0,0.0532568226105163,0,-0.0580683450208615,0,0,0,0,0.168412208746139,0,0,0,0,-0.0241724908246625,0,0,0,0,0,0
X000568.SZ,0,0.555663245938003,0.142577399001487,0,0,0,0,0,0,0,0,0.091010651060795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445569447615851,0,0,0,0,0,0,0,-0.167458276624169,0,0,0,0,0,0,0,0,0,0,0,0.0382232121697729,0,0,0,0,-0.0416403610115979,0.0211291303337164,0,0,0,0,0,0
X600276.SH,0,0.134853407451072,0.00555924266522897,0,0,0,0,0,0,0,0.0161944887527058,0,0,0,0,0,0,0,0,0,0,0.0636497876407523,0,0,0,0,0,0,0,-0.0368664175505118,-8.67361737988404e-19,0,0.0627120624272497,0.0855034278748169,0.132962128461682,0,0,0,0,0,0,0,0,0,0,0.10152027517307,0,0,0,0,0,0.00284630204030988,4.33680868994202e-19,0,0,0,0,0,0
X600809.SH,0,0.278426979358185,0,0,0,0,0,0.0932012140242672,0,0,0,-0.053188073437195,0,0,0,0,0.099523634280102,0,0,0,0,0.0291430501230306,0,-0.0991935963355638,0,0,0.0012074590259588,0,0,-0.0284677716923836,0.0571976958636607,0,0,0.22402818731722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148187212289998,0,0,0,-0.0376631790522235,0,0,0,0,0,0,0
X000651.SZ,0,0.0372934078079789,0,0,0,0,0,0,0.0781608808067004,0,0,0,0,0,0,0,0,0,0,0,0.228734590671161,0.0594998712022539,0,0,0,0.0223698214399326,0,0,0,0.00924755414257981,0,0,0,0,0,0,0,0,0,0,0.0193370093783458,0,0,0,-0.0537976957265231,0,0,0,0,0,0,0,-0.0459896808830284,0,0,0,0,0,0
X002304.SZ,0,0.298894496219406,0,0.3483285418903,0,0,0,0,0.03758478828226,0,-0.0265957652377521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136718303782017,0,0,0.0700487567121738,0.0300873010687634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567395004236941,0.0372260933290982,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0932091107927655,0.346879682672698,0,0,0,0,0.0884189045163104,0,0,0,-0.2170175326064,0.155593150526526,0,0,0,0,0,0,0,0,-0.219265171334453,0.0618615739862331,0,-0.0142034993484263,0,0,0,0,0.0430041368373616,0,0,0,0,0,0,0,0,0,0,0,0.209447296663531,-0.0756392371590074,0,0,0,0.0192032747397596,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0545108395707379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206874985784483,0,0.0578735482757762,0,0,0,0.20485387080581,1.73472347597681e-18,0,0,0,0,0.0392326350340884,0,0,0,0,0,0.0216026735346584,0,0,0.033355168276286,0,0.163587979126653,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0498253688096966,0,0,0,0,0,0
X000063.SZ,0,0,0.221770484480676,0,0,0,0.00780382020455097,0,0,-0.0767532015947252,0,0.222390234413578,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.234649929767321,0.40481820179921,0,0,0.0836120787267633,0,0,0,0,0,-0.258197480113535,0,-0.481834039583896,1.73472347597681e-18,0,0,0,0,0,0,0,0.149777190802056,0.02192693207028,0,0,0.328872877888088,0.012739300621606,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0.162014782607864,0,0,0,0,0,0,0,0,0,0,0.247058677811631,0,0,0,0,0,-0.172059987629956,0,0,0,0,0,0,0,0,-0.0714364980817469,0,0,0,0.349137756736763,0,-0.0128126337550205,0,0,0,0,0,0.135868398642943,0,0,0,0.0525188050928707,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0739392697794232,0,0,0,0.227913356844563,0,0,0,0,0,-0.0752546345351787,0,0,0,0,0,0,0.139596610831751,0,0,0,-0.0177766374313504,0,0,0,0.0656748805776859,0.0677173640576396,0.181421306174114,0,0.077183985884111,0.129029835302979,0,-0.0159326262817118,0,0,0,0,0.080084145547902,-0.107951055173086,0,0,0,0,0,0,0,0,-0.0164623477780971,0,0,0,0,0,0,0
