,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X002371.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002049.SZ,X000596.SZ,X300142.SZ,X601877.SH,X600089.SH,X000100.SZ,X000661.SZ,X002179.SZ,X600460.SH,X000157.SZ,X000799.SZ,X600741.SH,X002074.SZ,X002236.SZ,X600702.SH,X600779.SH,X002414.SZ,X600584.SH,X600884.SH,X601799.SH,X600183.SH,X000800.SZ,X002007.SZ,X000733.SZ,X300003.SZ,X002176.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.397695457428675,0,0,0,0.0362181761422587,0.0279869049037238,0,0,0,0,0.0306129408908312,0,0,0,0.0358541063712542,0,0.0396055698448358,0,0,0,0,0.0776201744838298,0,0,0,0,0,0,0,0,-0.0465411897585059,0,0,0,0,0,0.104212308025225,0,0,0,-0.0528017371361095,0,0,0,0,0,0,0,0,0,-0.00694676818131354,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.216223355424574,0.200041220163565,0,0,0,0,0,0.126606651056122,0,0,0,0,0,0,0,0,0,0,0.0733929776954652,0,0,0,0,0,0,0.000337288479156835,0,0,0,0.144483014409105,0,0,0.0193751062956671,0,0.154945372584915,-0.108055237649127,0,-0.0182798823151208,0,0,0,0,0,0,0,0.0678661488172585,0,0,-0.00424286569631474,0,0,0,0,0,0
X002415.SZ,0,0.101737563386623,0,0,0,0,0.0615899351551472,0,0,0,0,0.0424590679691168,0,0.0410485377126438,0,0,0,0,0,0.223463336776181,0,0,0,0,0.0359372565503605,0.0164779120823009,0,0,0,0.0238401057498997,0,0,0,0,0,0,0,0,0.00904106462969628,0.0753978511212477,0,0.0837409864290009,0.122871176984516,0,0,0.0251750262878776,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0454687339500435,-0.026650668471668,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110862755823104,0,0,0,0,0,0,0,0,0,0,-0.0925350332011677,0,0.4502186353422,0,0,0,0.302284645110052,0,0,0,0,0.0386589254585415,0,0,0,0,0,0.0532972463850525,0,0,-0.0115317550085644,0.0137154465674155,0,0,0,0,0,0
X600276.SH,0,0.237993688901243,0,0,0,0,0,0,-0.0351971460613782,0,0,0,0,0.172110616389186,0,0.294960825992469,0,0,0,0.0552346452778881,0,0,0.0373265063862611,-0.388718340243943,0,0,0,-0.0419762293598845,0,0.0984078882919415,-0.148903690087724,0,0,0.0776148182483026,0,0,0,0,0,0,0,0.069338843023783,0,0,0,0,0,0.0122038437715704,0,0,0,0,-0.029997848983001,0,0,0,0,0,0
X000568.SZ,0,0.556459181569282,0,0.109517636131214,0,0,-0.0364115599878636,0,0,0,0,-0.0383149189800449,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0698843810208531,0,0,0,0,0,0,0,-0.0111437734644644,0,0,0,-0.169510820386802,0.0488991718298398,0.0261954715225144,0,0,-0.0242290416567529,0,0,0,0,0,0,0,0,0,-0.0229061851219878,0,0,0,0,0,0,0
X600690.SH,0.07454751298775,0,0.107399436249758,0,0.109550988901297,0,0,0,0,0,0,0.0521962650793175,0,0,0,0,0,0,0.00563878541549361,0,0,0,0,0,0,-0.0512411843868807,0,0,0,0.181118873070921,0,-0.0134093289678868,0,0,0,0,0,0.0648407209226974,0,0,-0.0679948460479135,0,0,0,0,0,0,0,0,0.00171710878235053,0,-0.0152465599322951,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.041271297680266,0,0.134714117157646,0,0,0,0,0,0.0755676446529732,0,0,0,0,0,0,0,0,0,0,0,-0.064643598502007,0,0.037179457517622,0.175134753185007,0,0,0.0730972730274038,0,0,0,0.133371468208261,0.00262883430789782,0,0,0.075109786218344,0.10275579775784,0,0,-0.053199528919197,0,0,0,0.113942276414424,0,0,0.00978144109095228,0,0,-0.0404706958796523,8.67361737988404e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0.00834214182491517,0,0,0,0,0,0,0,0,0,0,0.24118950503549,0,0,0,0.267530663370418,0,0.0148704393112028,0,0,0.0403378526852188,0,0,-0.217759612165986,-0.162659434851701,0,0,0,0.0723706397591236,0,0,0,0,0,0,0,0,0.000787217911744861,0.0219388539179522,0.0498001597163197,0,0,0.0725723344044037,0,0,0,0,0,0,-0.0479041826412952,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0325235073568128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795029901558134,0,0,0,0,0,0,0,0,0,0,0,0.0338767883992406,0,0,0.0822913270475163,0,0,0,0,0,0.00486847817919592,0,0,0,-0.128491478987167,0,0,0,-0.0150039947335555,0,0.0282162657939556,0,0,-0.0548863009806886,0.0912283717459032,0,0,0,0,0,0
