,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000338.SZ,X600690.SH,X000568.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X600183.SH,X002241.SZ,X300014.SZ,X300003.SZ,X002371.SZ,X000596.SZ,X002007.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X000157.SZ,X300124.SZ,X002456.SZ,X002129.SZ,X002463.SZ,X300136.SZ,X600271.SH,X002414.SZ,X300142.SZ,X000066.SZ,X002180.SZ,X002179.SZ,X600584.SH,X600118.SH,X002008.SZ,X600498.SH,X002185.SZ,X002049.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.087768510704222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15150204826115,-0.0922601058863778,0,0.0152796351013088,0.0660394744378762,0,0.209031826242062,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291866841507721,0.0458973036941695,0,0,0,0,0,0,0,0,0,0,0,-0.0337885272424807,-0.0643100429798079,0,0,0,-0.176163337651823,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.034809142269644,0,0.313848890418056,0.0577304333307162,0,0,0.014210804142474,0,0,0,0.0210144210306919,0,0,0.189738755768629,0,0,0,0,0.0622502371665211,0,0,0,0,0,0,0.176881405402476,0,0,0,0,0,0,0,0,0,0.00979263924793622,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.300448432385537,0,0,0,0,0,0,0,0,0,0,0,0,0.052117522609115,0,0.124847083961872,0,0,0,0,0,0.137763046531625,0,0.0326855490929707,0.0031439466273917,0,0.126879068049562,0,0,-0.0288821015798408,0,0,0,0,0,0,0,0,0.00665040803986159,0,0,0,0,0,0,0,0,0,0,0,0,0.0237070935823886,0.00495870148408209,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.00747105548549318,0.155040960564722,0.294875250680821,0,0,0,0,0,0.0678601995076252,0,0,0,0.0199148131602361,0,0,0.0426030275570248,0,0,0,0,0,0,0,0,0.0264709502982275,0,0,0,0,0,0,0.0192310256352667,0,0,0,0,0,0.0107614410683809,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.193980659147214,0,0,0,0.081693442234208,0,0,0,0,0,0,0,0.0661017952596883,0,0,0,0,0,0,0.101996294442558,0,0.149044119166215,0,0,0.184866055287919,0,0,0,0,0,0,0,0,0,0,0.0415852258692197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0455034817727484,0.0718910115460418,0,0.0191838954162646,0,0,0,0,0.0658374355823756,0,0,0,0.086722764052569,0,0,0,0,0,0,0.288329080087435,0.0757415642997285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135948362765844,0,0,0,0,0,0,0,0,0,0.0251135273081148,0,0
X002475.SZ,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0604470232033062,0,0.0383974400619538,0,0,0,0.369454015799081,0,0,0,0.0638597064506893,0,0,0,-0.0861570430159164,0,0,0,0,0,0,0.158494325142779,0,0,0.0716567745383411,0,0,0,0,0,0.12729774581288,0,-6.93889390390723e-18,0,0,0,0,0.0388539441826459,0,0,0,0.0696148024992033,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469155230863266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276634014313399,0,0,0.177609601360319,0.0835884649761599,0,0,0,0,0.0795540818715235,0,0,0,0,0,0,0.103457531188193,0.148508822883318,0,0,0,0,0.0388372578158269,0,0,0,0.0786434886053941,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.11053882512873,0,0,0,0,0,0,0.0511369807492347,0,0.448379426332291,0,0,0,0.0213889474313756,0,0,0.00846831899108707,0,0,0,0,0,0,0,0.0234601891387824,0,0,0.153076085479024,0,0,0,0,0,0,0,0,0,0.0184269306981213,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.159156321410638,0,0,0,0,0,0.0362876892308205,0,0,0,0,0,0,0,0,0,0,0.172514048507482,0,0,0,0,0,0,0,0.072473996233104,0.00408887144001756,0,0,0,0,0,0.205586706627077,0.128314139584209,0,0,0,0,0,0.0221391371182181,0,0,0,0,0,0,0,0,0.0211254405596662,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0323892482438211,0,0,0,0,0,0.109107833693989,0,0,0.0541764795166472,0,0,0,0.137918551846941,0,0,0,0,0,0.493009085665398,0,0,0,0,0,0.00373021164118794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489819248204043,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0811008201573899,0,0.10290130785617,0,0.326481296311231,0,0,0,0,0,0,0,0,0,0.0733486805631708,0.200811128219629,0,0.0176075215610968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216009099086016,0,0,0,0,0,0,0,0,0,0,-0.00256735359912976,0,0,0,0.00888044670510623,0,0
X000338.SZ,0,0,0,0,0,0.101169315211937,0,0,0,0,0.36238113564874,0.0754840317026373,0,0,0.217461099205453,0,0,0,0,0,0,0,-0.0350177323234512,0,0.0518286862566794,0,0.284956364501242,0,0,0,0,0.0378960642159434,0,0,0,0,0,0,-0.11171654603928,0.0207107205777991,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219022992150168,0,0,0,0,0,0
X600690.SH,0,0,0,0.0486992012301481,0,0,0,0,0,0,0.168205057332465,0,0,0,0,0,0,0,0,0.0784736976258929,0,0,0.147463848057209,0,0,0.0308663780392606,0,0,0,0,0.0321026421268822,0.1012388049625,0,0,0,0,0,0,-0.124890248238123,0,0.0306938855027682,0,0,0,0,0.0220988892142276,0,0,0,0,0,0,-0.0133081695594033,0,0,0,0,0,0
X000568.SZ,0,0.156991328807307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40275688358847,0,0,0,0,0.00594218618794431,0,0,0,0,0,0.0659721515588471,0,0,0.0501236027478381,0,0,0,0,0,0,0.0587892297562239,0.0544005807432262,0,0,0,0,0.0227059821139782,0,1.6940658945086e-21,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0.0372900579966204,0,0.153743423885645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079782088864689,0,0,0,0.192551087008652,0,0.19681596097539,0,0,0,0,0.226762621442779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091784817515366,0,0,0,0,0,0,0,0,0,0,0,-0.0268821955250719,0,0
X600703.SH,0,0,0,0,0,0,0,0.0012665507279764,0.148585646782247,0,0,0,0,0,0,0,0,0,0,0,0.0095101248344674,0.159666189168469,-3.46944695195361e-18,0,-1.73472347597681e-18,0,0,0,0,0,0.0389636508478986,0,0,0.0820425166335785,0.0562677516519514,0,0,0,0,0,0,0,0,0.481929954571268,0,0,0,0,0,0,0,0.0142588065574516,0,0,0,0,0,0,0
