,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600584.SH,X600372.SH,X002028.SZ,X000157.SZ,X600703.SH,X600418.SH,X600741.SH,X600066.SH,X000977.SZ,X002236.SZ,X600522.SH,X600183.SH,X601877.SH,X002049.SZ,X601799.SH,X000921.SZ,X002294.SZ,X000800.SZ,X600487.SH,X002180.SZ,X002074.SZ,X600177.SH,X000661.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0842120990696106,0,0,0,0,0,0,0.126048752503784,0.310187694928685,0,0,0,0,0,0,0,0,0.030708815063751,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339792219056474,0,0,0,0,-0.0402851245905336,0,0,0,0,0,0,0,0,-0.00590851972653701,-0.0437633851420576,0,0,0,0.0226724737896293,0,0
X000858.SZ,0.276234038096577,0,0.0600930708779432,0,0,0,0,0,0.248479414808529,0,0,0,0,0.0359073194121869,0,0,0,0,0.0752859053417823,0.0896190744911475,0,0,0,0,0,0,-0.0401477256915139,0,0,0,0,-0.0608351631386684,0.223177472837699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166746472271577,0.0903469460768572,0,0,0,0.0212905204872269,0,0
X600276.SH,0,0.0152779389398034,0,0,0,0.099715682253897,0,0,0,0,0.0515320180659708,0,0,0,0,0,0,0.0173626126463532,0,0,0,0,0,0,0,0,0,0,0,-0.0879607478495604,0,-0.0291312613939085,0,0,0,0,0,0,0,0,0,0,0.208397632859675,0,0,0,0,0,0.154712874351302,0,0,-0.064344243901143,0.0241095349228054,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0596271842681488,0,0,0,0,0,0,0,0,0,-0.132932276472456,2.71050543121376e-20,0,-0.0774164114094576,0,0,0.488564499804548,0,0.0757265042611716,0.272814457892851,0,0.0761987851918569,0,0,0,0,0,0,0,0.0483123067567764,0,0,0,0,0,0,0,0.103143591973592,-0.0386424172181452,0,0,0,0,0,-0.0619367496093923,-0.03804940622493,0,0,0,-0.0331941379488097,0,0
X002415.SZ,0,0,0,0,0,0.119252730547155,0,-0.0470642183706154,-0.00635276733509063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492396101385875,0,0.10635077840694,0,0,0,0.198564823236855,0,0,0,0.135877197496554,0,0,0,0,0.0735073507846356,-0.149471062649268,0,0,0,0.0445310997625459,0,0.0484324186726274,0,0,0,0,0.0313233676414982,0,0
X600690.SH,0,0,0.0194482197357624,0,0.0387227532733183,0,0.325839753540438,0,0,0,0,0.0667683330451782,0,0.00930868809465285,0,0,0,0,0.106869364473099,0,0,0.0310133323929504,0.04709842642064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797003337946791,0,0.0379420307608012,0,0,0.251370222804415,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.015397598020078,0,0
X000651.SZ,0,0,0,0,0,0.216314595272618,0,-0.081980457078172,0.133010685245245,0,0,0,0,0,0,0,0,0,0.057266347501058,0,-0.0367410107385511,0,0,0,0.206913645980514,0,0,0,0,0,0,0,0,0.0244259123593448,0,0,0,0,0,0,0,0.0918372960933867,0,0,0,0,-0.113518250654593,0,0,0,0,0,-0.0297712941340827,0.000812979046424142,0,0,-0.0131087474421436,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0620932798878889,0,0,-0.0545696792388501,0,0,0,0,0,0,0,0,0,0,-0.286486208384966,0,0,-0.0679320237463101,0,0,0,0,0,-0.116833013531609,-0.38369870433502,0,0,0,0,0,0,0,0,0,0,0.114520346028875,0,0,0,0,0,0,0,0.198152248262673,-0.1859260446846,0.140400977725503,0,0,-0.0844921886240239,0,0
X600809.SH,0,0.0833411342651848,0,0,0,0,0,0.0215366199056712,0,0.0882907391747851,0,0,0,-0.0934167807326856,0,0,0.0712757594754291,0,0,0.628937114941105,0,0,-0.0472755664688523,0,0,0,0,0.0837425952376192,0,0,0,1.73472347597681e-18,0,0.0379669015312429,0,-0.0172908452591337,0,0,-0.0387887672339206,0,0,-0.0201255090505364,0,0,-0.143005920248071,0,-0.0154505118596804,0,0,0,0,0,0.00631420930299074,0,0,0,0,0,0
X000568.SZ,0.212525934921663,0.220646876466693,0,0,0,0,0,0,0.402704926178006,0,0,0,0,0,0,0,0,0,0,0.0567408408013909,0,0,0,0,0,0,0.101382031737273,0,0,0,0,0.0180511211709628,0,0,0.036800430255104,0,-0.026204088411441,-0.146914539919671,0,0,0.0801756828497009,0,0,0,-0.0696976949656324,0,0,0,0.0153655475126544,0,0,0,-0.0376526696138907,-0.0401812196533221,-0.0368907207718803,0,-0.0314618005659683,0,0
