,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X002292.SZ,X000338.SZ,X000157.SZ,X600089.SH,X600372.SH,X002241.SZ,X600741.SH,X600066.SH,X002236.SZ,X600177.SH,X601877.SH,X002475.SZ,X300124.SZ,X000016.SZ,X002129.SZ,X600582.SH,X000559.SZ,X002456.SZ,X300003.SZ,X000568.SZ,X600839.SH,X002276.SZ,X002294.SZ,X600435.SH,X002223.SZ,X000066.SZ,X000869.SZ,X000550.SZ,X000581.SZ,X000623.SZ,X002008.SZ,X600312.SH,X600060.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0596623535047661,0,0,0.0301273031714813,0.0969310051622623,0.00450196958331191,0,0.103349455928367,0,0.147537797983684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434259937552453,0,0,0,0,0,0,0,0,0,0,0.0088739919077288,0.0016272312633911,0,0,0,0,0,0
X600104.SH,0.218226272773959,0,0,0,0.0481504048767459,0.190354847719759,0,0.00945502150036757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282269112971987,0,-0.0266847118356794,0,0,0,0,0,0,0,0,0,0,0,0.0206775538415757,0,0,0.00971242249156198,0,0,0,0,0,-0.0510095543976859,0,0,0,0,-0.00416022238987586,0.0104790910489559,0,-0.0531067625723366,0,0,0,0
X000725.SZ,0,0,0,0,0.16573159167769,0,0,0,0,0,0,0.161395850007171,0,0,0,0.203939920116844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772755485962541,0,0,0,0,0,0.00559463073843471,0.11881158258498,0,0,0,0.0769954012599737,0.00930206864950694,0,0,0.15208512901262,0,0,0,0,0,0,-1.95015011172368e-05,-0.000951890235584931,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.00305091054525338,0,0,0,0,0,0,0,0.0509930154910204,0,0,0,0,0,0,0.0483119421498494,0,0,0,0,0,0,0.07348325653305,0,0,0.491506869959395,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0249572309792451,0.00613438488995897,0,0,0,0,0,0
X002415.SZ,0,0,0,0.019047711769073,0,0,0,0,0,0,0.0690781913157416,0,0,0,0,0.0544829205538913,0,0,0,0,0.096343379889591,0,0,0,0.106375628530227,0,0,0,0,0,0,0,0.108610132604727,0,0,0.0372701578930997,0,0.106554558923906,0,0,0.0677788880975369,0.0337684656669268,0,0,0,0,0,0,0,0,0,-0.0317946242759194,-0.00634115112447669,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.185997241534443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087447272400691,0,0,0,0,0,0,0.161161310679334,0,0,0,0,0,0,0,0,0,0,0,0.0987195265436193,0,0,0,0,0,0,0.0175329849742314,0,0,0,-0.00717743979343379,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0181880220460777,0,0.281950795966349,0,0,0,0,0,0,0,0,0,0,0,0.144815431651499,0.0293030745604835,0,0,0,0,0.0434479512615551,0,0.0433085372337591,0,0,0,0,0,0,0,0,0,0.482756259556005,-3.46944695195361e-18,0,0,0,0,0,0.0148781793333382,0,0,0,0,0,0,0,0,-0.00334662215284836,0.0166612084039946,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0598775925448566,0,0,0.0308613553834575,0,0,0.129739216278504,0,0,0,0,0.0519741874774425,0,0.00393385349978435,0.0727906630233388,0,0.127636146399199,0,0,0.078989082900433,0,0,0,0,0,0,0,0,0,0.133286560853551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.123326895725954,0,0.267105014994742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246712554733496,0.00294395639605353,0,0,0,0,0,0,0,0,0,0.05972524150394,0,0,0,0,-0.0233728958958516,-0.0301308773451216,0.056135336425404,0,0,0,0,0,0,0,0.162177655944357,0,0,0,0,0,0,0,-0.00375325132455217,-0.00213538685609841,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.104412152290209,0,0,0,0,0,0,0,0.200425509644281,0,0,0,0,0,0,0.11070262267059,0,0,0.15223650594363,0,0,0,0,0,0,0,0,0,0.0592392133968353,0.066578842537004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00185970120635371,0.0181748133081957,0,0,0,0,0,0
X000063.SZ,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.123869344810211,0.0677522631630854,0,0,0,0,0.209383306133382,0,0,0.011488841132434,0,0,0.172718014201498,0,0,0,0,0,0,0,0.0209534862144155,0,0,0,0,0,0,0.127153356047644,0,0,0,0,0,0,0,0.0975358362629648,0,0,-0.000608915005547184,0,0,0,0,0,0,0
