,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X002236.SZ,X000581.SZ,X600118.SH,X000550.SZ,X002475.SZ,X601877.SH,X000559.SZ,X000050.SZ,X000568.SZ,X002294.SZ,X600839.SH,X600066.SH,X600271.SH,X002129.SZ,X002456.SZ,X300003.SZ,X000869.SZ,X600435.SH,X300124.SZ,X000400.SZ,X002292.SZ,X000623.SZ,X000800.SZ,X002007.SZ,X002038.SZ,X000977.SZ,X002049.SZ,X600177.SH,X002008.SZ,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.00170833926598324,0,0.0215897393560074,0,0,0,0,0,0,0,0,0,0.346670952025644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298650976434255,0,0,0,0.10576144591072,0.0212728080677773,0.00267037400445464,0,0.0778841013125487,0.0060242085253157,0,0,0,0.0495659290752326,0,0,0.0308568751026272,0,0.0531936752997047,0,0,0,0,0,0,0,0,0,0
X600519.SH,0.0758928847855495,0,0.0575231455414166,0,0,0,0,0.276595453852854,0,0,0,0,0,0,0,0,0.0467400247923525,0,0,0,0,0,0,0,0,0,0,0.0174727456082881,0,0,-0.0235830561039251,0,0,0,0,0,0,-0.0527702556829041,0,0,0,0,0,0,0,0,0.13787341444814,0,0,0.0401668797552005,0,0.0121127820365471,-0.0459411856115005,0,0,0,-0.034587508342307,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850120541234561,0.246499648742528,0.107460906361692,0,0,0.168591689593411,0,0,0.0328440090374133,-0.0104392477703679,0,0.0390369555429895,0,0,0,0,-0.0438225648175295,-0.119521313690446,0,-0.0810540893589037,0,0,0,0,0,0,0,0,0,0,0,0.0867574510242357,0,0.0373398929860875,-0.0584737930299494,0,0,0,0,0,0
X000651.SZ,0,0,0.134603135452815,0,0,0,0,0,0,0,0.228013206054052,0,0,0,0,0,0,0.0374910305839989,0,0,0,0,0,0.00254330763074696,0,0.297320743422939,0,0,0,0,0.0367049934137634,0,0,0,0,0,0,0,0,0,0.102191689423178,0,0,0,0,0,0,0,0,-0.155679559060278,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0721272152880564,0,0,0,0,0,0,0.139813548293696,0,0.0975038698375039,0,0,0,0.0672696650336848,0.059752556736099,0,0,0.0887518864970761,0,0,0,0,0,0,0,0,0,0,0,0,0.100661768455645,0,0,0,0,0,0,0,0,0,0,0,0.00511649784103485,0.253637172042974,0,0,0,0,-0.0268440120210312,0.0470420323265927,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0446798081063282,0,0,0,0.116460461693752,0,0,0.0490922651718999,0,0,0,0.116121173970476,0,0,0.0379524161440461,-0.00875814219702323,0.262867789332658,0,0,0,0,0,0.0115940064229312,0,0,0,0,0,0,0,0,0,0,0,0.0618434579465316,0,0,0,0,-0.00708299836782322,0,0,0,0,0,0,0
X000625.SZ,0.366602988834575,0,0,0,0,0,0,-0.0360837999506971,0,0,0,0,0,0,0,0,0,0.0402840373379567,0,0,0,0,0,0,0,0,0.108729400257629,0,0,0,0,0.111950402880326,0,0,0.180075339929677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367857918388767,0,0,-0.00883669583164213,-0.0104862419102836,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.20677686505689,0,0,0,0,0,0.0859082839855561,0,0,0,0,0,-0.0699293222268101,0,0,0,0,0,0,0,0.172945912627235,0,-0.0611464223686634,0.158562654120591,-0.0642315679128103,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.391745891549935,0,0,0,0,-0.0446950095607164,0,0.00441098885529763,0.0549412818490799,0.0398150666576179,0,0,0,0,0
X600276.SH,0.0377271633658605,0,0.0938873149936775,-0.0314551541279398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769485082304246,0,0,0,0,0,0,0,0,0.0284776956651184,0,0,0,-0.0283235043693151,0,0,0,0.0473231842887498,0,0.0151807662893444,0,0,0,0,0,0,0,0,-0.155575115436396,0,0,-0.0315752581517372,0.335317111454026,0,0.0173217214238779,0,0,0,0,-0.0698316909350453,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719829202832163,0,0,0.0577648878651497,0,0,0,0,0,0,0,0,0,0.005141642984736,0,0.0423384888662921,0,0.151934151287662,0.077265849487521,0.0453700120716552,0,0,0,0,0,0.0266978022395918,0.0742058640344547,0,0,0.00686380947860268,0,0.0190626791340164,0,0,0.00452316162245354,0,0,0,0,0,0,0
X600690.SH,0.277271620968765,0.334961160931938,0,0.072770442140329,0,0,0,0,0,0,0,0,0,0,0,0,0.0202198848701581,0,0,0.213658602637291,0.0247187659551677,0,0,-0.0792312864833978,0,0,0,0,0,0,0.0333629512881959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113816624331539,0,0.0299359096471202,0,0,-0.015863515392451,0.0964267278444544,0,0,0,0,0,-0.1849060604769
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.1090062840689,0,0,0,0,0.436634092687847,0,0,0,0,0,0,6.93889390390723e-18,0.0458702609595192,0,0,0,0,0.243425688136568,0,0,0,0,0,0,0,0,0,0.0195737084733918,0,0,0.0738331288554434,0,0,0,0,0,0,0,0,0,0.0120575277137705,-0.0306785921725776,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0.130508592020888,0,0,0,0,0,0,0,0,0.0879969634576935,0,0,0,-0.037938929884878,0,0.112887424446294,0,0,0,0,0,0,0.0776855893069339,0,0,0.164224365162303,0.125700298410448,0,0,0,0,0.204367482302908,0.0134707597355371,0,0,0,-0.0538845431833625,0.0349889738994778,0.121776089031626,0,0,0,0,0,0.00136805150678653,0.0647121794934597,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0660592323624619,0,0,0,0,0,0,0,0,0,0.0689328785973461,0,0.0465548339465523,0,0,0,0,0,0,0,0,0.225947856728997,0,0,0.243058129676136,0,0,0,0,0,0,0,0.0629380995874297,0,0,0,0,0,0,0,0,0,0,0,0.122803108755929,0,0,-0.00682339921296049,-0.00543011432303487,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0390393971223322,0,0,0,-0.0396821974765685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019403112336835,-0.0556621397664894,0,0,0,0.0793224420777889,0,0,0.179525499353795,0,0,0,0.0738712964977038,0,-0.0451668985936749,0,0,0,0.0609592105438033,0.121424370698665,0,0,0,0.190059517027909,0.0242033730167142,0,0.0248892438548167,0,0,-0.013077832250274,0,0,0,0,-3.48344801619131e-05,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.438726349726585,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.00250453805470863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406722686417081,0,0.00615850354070553,0,0,0,0,0,0,0,0.0514065359543424,0,0,0,0,0,-0.00303624308451127,0,0,0,0,0,0
X600741.SH,0.133734612003037,0,0,0,0,0.283233361489452,0,0,0,0,0,0,-0.0321583569123704,0,0,0,0,0,0.198529946201707,0,0.00579040606874944,0,0,0.0425658103356479,0,0,0,0,0.119603324058635,0,0,0,0,0,0,0.0320473829504491,0,0,0,0,0,0.195260153994785,0,0,-0.0186672343345105,0,0,0,0,0,0,-0.0227272102331091,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0289240833194893,0,0,0,0,0,0,0,0,0,0.133458344741562,0.0501962843907584,0,0.0453850217466167,0.0459036082201091,0.0075653104055266,0,0,0,0,0,0.107821462099786,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.051482453752185,0,0.0518112396672638,0.00311490136119658,0,0,0,0,0.00256918278608485,2.71050543121376e-20,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.0996599857765795,0,0,0,0.162950650662327,0.0267569825879013,0,0,0,0.0683777281034447,0,0,0,0.140191718403894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014242508844229,0,0,0,0,0,0,0,0,0,0,0.220617643434444,0,0,0,0.105879570606669,0,-0.00914502884817853,-0.00310482974708966,0,0,0,0,0,0
X000100.SZ,0,0,0.477460983714797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103156604931052,0,0.0156300496096001,0,0,0,0.117307059222208,0,0.136433189231572,0,-0.0257367740614352,0.0170377564105365,0,0,0,-0.0907342946065487,0.000226026338160779,0,0.151331851664214,0,-0.036245752146451,0,0.184836156590509,0,0,0,0,0,0,0,0,-0.00406454546919,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.267556471045798,0,0,0,0,0,0,0,0,0,0.0275092324962181,0,0,0,0,0,0,0,0.0275083213797294,0.0673662654764078,0,0,0,0.12822214619521,0,0,0.0953451203158905,0,0,0,0.227573486965869,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.11602852893183,0,0,0,0,-0.021541529354998,-0.0283423673716833,0,0,0,0,0,0
X000581.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0184766108460091,0,0,0,0,0,0,0,0,0,0.0260289850777446,0,0,0,0,0.0269725659138352,0.109200866114525,0,-0.101116466917741,0.286895594274975,0,0,0,0,0,0,0,0,0.0939661508607883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.207080081151202,0,0,0,0,0,0,0,0,0,0,0,0,0.084969928615761,0.0160159286890693,-0.012549704764931,0,0.0431781469923563,0,0,0.0550043332062835,0.0333845500351861,0.0495832575670326,0,0,0,0.145485266626547,0,0,0,0,3.46944695195361e-18,0,0.153199320711062,0,0,0,0,0,0.0144350869296435,0,0,0,0,0,0,0
X000550.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901659435414191,0.000398128003226955,-0.0519400703222831,0,0.000313786616177158,0,0,3.46944695195361e-18,0,0.0233860843570439,0,0,0,0,0,0,0.0826009251998613,0,0,0,0,0.114132650162986,0.278876097758059,0,0.166610425530412,0,0,0,0.0582545647536097,0.11411936278303,0,0,0,-0.00642205310013873,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0269022334881867,0,0.0922628710674222,0,0,0,0,0.164419545761491,0,-0.0278336128009875,0,0,0.0470018726745904,0.110226418381048,0,0,0,-0.0295526333669274,-0.0720233428777615,0,0,0,0,0,0,0,0,-0.0108886241444307,0,0,0,0,0,0,0,0.00557698431326025,0,0,0,0,0,-0.0136518685132154,0.0820402335875707,0,0,0,0,0,0
X601877.SH,0,0,0,0.132671594900141,-3.46944695195361e-18,0,0,0,-0.0460879869169244,0,0,0,0,0.0572660486313771,0,0,0,0.0523298014828634,0,0,0.0446826956400464,0,0,0,0.0194059093354923,0,0,0,0,0,0.036369357667236,0,0,0,0,0.137699195440531,0,0,0,0,0.175394808288085,0,-0.245607654874641,0,0,0,0.0395387005172402,0.0823985608076885,0,0,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0.307784009818328,0,0,0,0,0,0.0137198290937867,0,0,0,0,0.00943425655011426,0,0.0487828771624367,0,0,0,0,0,0,0,0.129565618679452,0,0,0,0.274298605407245,0,0.190135964864103,0,0,0,0,0,0.175448055124648,0,0.0811067507245643,0,0.0912711438781521,0,0,0,0,0,0,0,-0.0285729508258362,0.0137998622408964,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0,-0.47847102227671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217695848571277,0,0,0.448941355755436,0,0.0832590127561995,0,0,-0.428847686889279,0,0,0,0.160337657412063,0.840281748182335,0,0,0,0,0,-0.151235562427687,0,0,0,0,0,0,0.202541300791203,0,-0.025024583904599,-0.109040211367433,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.346609100707021,0.0138586632651865,0.0764886721118865,0,0,0,0.0159355499089344,0,0,0,0.0307334463091196,0,0,0.000737420020465478,0,0,0,-0.00605532330038627,0,0,0.00997039351166251,0,0,0,4.33680868994202e-19,-0.125208631710844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0064930659491594,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.156066099018201,0,0,0,0.00974957802717854,0.0753138721725734,0,0.0194477976114619,0,0,0,0.0231774826244366,0,0,0.00196075796849065,0.00559696452558094,0,0,0,0,0,0.101562633201782,0,0,0,0,0,0.0630058776815331,0,0.0452633322427435,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0145917618206708,0,0,0,0,0,0,0
X600839.SH,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0836565818102789,0,0,0,0.0729523626793724,0,0,0,0.00358297088431068,0,0,0,0.1067208101958,0,0,0.108148925824745,0,-0.192071757230247,0,-0.129636725486948,0,0,0,0,0.0916942598524378,0,0.187847988551464,0,0,0,0,0,0,0.107557120328981,0,0,0,0,0.109067254314175,0.0896943089389129,0,0.0502283860452983,-0.130863717640898,0,0,0,-0.0413793688718053,0,0
X600066.SH,0.182309345918752,0,0,0,0.00376303597589047,0,0,0,0,0,0,0,0.107288299025591,0.105710708630453,0.0209459394067645,0,0,0,0,0.13445761706618,0.0141389426474916,0,0,0,-0.0859288207491821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100726254233892,0,0.00591590432445266,0,0,-0.00289098573600384,-0.028086125127326,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.150778885099527,0,0,0,0,0,0,0,0,0,0.149109588796413,0,0,0,0,0.00686282973817469,0,0,0,0,0,0.0366666967432227,0,0,0.120813913096394,0,0.01051277547973,0,0,0,0,0.0297565384138043,0,0,0.105229265469958,0,0,0,0,-0.0195749166670114,0.0199172528777161,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.100972164678194,0,0.110770579340536,0,0,0,0,0,0,0,0.111320482652893,0,0.137192591542934,0,0,0,0.00955160640231362,0,0,0,0,0,0,0,0,0,0,0,0.386798487705687,0,0,0,0.0607292786347935,0,0,0,0,0,0.147282654964307,0,0,-0.0473184183781167,0.0503484144820114,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0182938153069772,0,0,0.11198922500579,0,0,0,0.120828783431518,0,0.0223862336599016,0,0,0,0,0,0.147233929305304,0,0,0,0.112141032785026,0,0,0,0.0569850384019989,0.0477527815520441,0,0,0,0,0,0,0,0.0903740294504039,0,0,0,0.0618864485683936,0,-0.00778124924123225,0.0315936577686535,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.00339747983467308,0,0,0,0,0.0716727730830189,0,0,0,0,0,0,0,0,0,0,0.272930315083016,0,0,0,0.0633429126403024,0,0,0.0981391028374187,0,0,0.0296644657548439,0,0,0,0,0,0,0,0.0533140452707055,0,0,0,0,0.188492938367609,0,0,-0.0124766062085202,0,0,0,0,0,0.000897784630258358,0,0,0,0,0,0
X000869.SZ,0,0,0,0,0,0,0,0.354201296288008,0,0,0,0,0,0,0,0,0,0.138974413501021,0,0.0322513050052419,0,0,0,0,0,0,0,0.0676833651894779,0,0,0,0.154642155877664,0.346388527248519,0.062198045365404,0,0,0,0,0,0,0,-0.37373617985286,0,0.209794478813454,0,0,0,0,0,0,0,0.010902248868309,-0.0410312057869483,0,0,0,-0.0426309697688452,0,0
X600435.SH,0,0,0,0,0,0,0.346556150570664,0,-0.295504640263894,0,0,0,0.295526964356263,0,0,0,0,0,0,0,0,0,0.0388464988972988,0,0,0,0,0.166739767561715,0,0,-0.00746893205002089,0,0,-0.153371146928196,0.0545198969918544,0.0710963473695654,0,0,0,0,0,0,0,0.0843502848920475,0,-0.107922664939653,0,0,0,0,0,0,-0.0539451081651435,0,0,0,-0.0200033911971457,0,0
X300124.SZ,0,-0.253397508934856,0,0,0,0,0,0,0,0,0,0.0793645817550016,0.34152202356063,0,0,0,0,0,0,0,0.34090754230683,0,0,0.173424389975522,0,0,0,0,0,-0.291405361385095,-0.00150691763617375,0,0,0,0,0,0,0,0,0,0.176026120377597,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.173003121428563,-0.0136148803976594,0.0566414208842021,0,0,0,0,0,0
