,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002475.SZ,X600031.SH,X000568.SZ,X002236.SZ,X000100.SZ,X600271.SH,X002456.SZ,X600118.SH,X600177.SH,X002085.SZ,X000338.SZ,X002292.SZ,X000157.SZ,X002180.SZ,X600372.SH,X002007.SZ,X000559.SZ,X300003.SZ,X600867.SH,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X002426.SZ,X600498.SH,X601877.SH,X600089.SH,X600522.SH,X002508.SZ,X002465.SZ,X000050.SZ,X600566.SH,X300115.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.231231074424812,0.0292885504586926,0,0.185591909788384,0,0,0,0,0.0190361553974027,0,0,0,0,0.0947461678002775,0.0158374448083077,0,0.100936705052572,0,0,0,0,0,0,0,0,0,0,0,0,0.083987811650773,0,0,0,0,0,0,0,-0.0657321894305206,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0887605754981366,0,0,0,0.0828213551686354,-0.0147414103657572,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.197887763990881,0.100102972635787,0,0.044661975722154,0,0,0,0,0,0,0,0,0,0,0,0.244518653349064,0,0,0,0,0.0328650014176802,0,-0.0319028986905618,0,0,0,0.123463788507005,0,0,0,0,0.0868457957553353,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.11976464194453,0,0.0260645626589565,-0.0771990478894115,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.396353056327434,0,0,0,0,0,0.0285900479105481,0,0,0,0,0,0,0,0,0.412149250841008,0.0251739539575949,0.175931468888805,0,0,0,-0.327649265404815,0,0,0,0,0,0,0,0,0.220914670485221,0.0786893265519468,0,0,0,0.335389806873326,0,0,1.73472347597681e-18,0.0626330153163542,0.00486310318460946,0.0869037331524631,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0819592056220127,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153839376511143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112102947258547,0,0.104347436856568,0,0,0,0,0,0,0,0,-0.116795757233602,0.0719201825104666,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.11341749560416,0,0.0891033116793657,0,0,-0.00985512393583398,-0.082126494851942,0,0.46324038326487,0,0,0,0,0,0,0,0,0,0,0,0,0.0938779849852428,0,0,0,0,0,0.19080501617248,0,0,0.00223254411415317,0,0,0,0.0919734048339866,0,0,0,0.0181881520781316,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682261618843295,0,0,0,0,0,0,0.08390371621845,-0.0143579068420059,0,0,0,0,0,0.176145052679531,0.0179057654515767,0,0,0.0309356060756654,0.0968857420944648,0,0,0,0,-0.17424609422897,0.224420941924553,0,0,0,0,-0.0285805308384874,-0.0375295223122717,0,0,0,0,0,0
X002304.SZ,0.241639859964516,0,0,-0.0717048979726351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163281871761807,0,0,0,0,0,0,0,0,0.0795037161552501,0,0.0574963868680427,0.0226615690366495,0,0.0172641591392518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354712462151302,0.0688306820941646,0.170202509551383,0,0,0.0127204093219433,0.0549120772292993,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.180178769899033,0,0,0,0.118234667151649,0.0516947514983252,0,0,0,0,0,0,0,0.081577884630173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359389556560154,0,0,0,-0.0986258643682561,-1.0842021724855e-19,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,-0.00581236939534721,0,0,0,0,0,0.110371170109811,-0.0732162458522369,0,0,0.00902131018208263,0,0,0,0,0,0,0.0827227778552915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143397535163784,0,0,0,0,0.131630646209115,0,0,0,0.0675076464288514,0,0.033939327533356,0,0.0518413057667591,4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0.194046533938842,0,0,0.0469370456461034,0,0,0,0,0,0,0,0,0,0.0972944146683939,0,3.46944695195361e-18,0.207793430370504,0,0,0,0,0,0,0,0,0,0,0,0,0.16435093544821,0,0,0,0,0,0,0,0,0.0208476067361254,0,0,0.139187941725088,0,0,0,0,-0.00712897753740186,0,0,0,0,0.0419107820773739,0,0,0,0,0,0
