,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X000100.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X002236.SZ,X600271.SH,X600118.SH,X002085.SZ,X600177.SH,X000157.SZ,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X002292.SZ,X000559.SZ,X600867.SH,X002294.SZ,X002180.SZ,X600089.SH,X002426.SZ,X600522.SH,X002074.SZ,X002506.SZ,X002508.SZ,X601877.SH,X000981.SZ,X000623.SZ,X000536.SZ,X600498.SH,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0365197447719707,0.0106353672693723,0,0.382545426457091,0,0,0.077886840749205,0,0,0.0700703648319049,0,0,0.0237313904582893,0,0,0,0,0.0414779259081842,0,0.0523543242877295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362529551071282,0,4.33680868994202e-19,0.00763156192073332,0,0,0,0.0029658028167579,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0980348395031408,0,0.219739882307048,0,0,-0.0350019610113735,0.741844877989194,-0.0796187811007518,0,0,0,0,0,0,0.187509794859606,0,0,0,-0.0628581549442241,0,0,0,-0.13132143010436,0,-0.152364177304571,0,0,0,0,0,0,0,-0.00963763067997966,0,0,0,0,-0.0307706195723937,0,0,0.0877266022130688,-0.0637609001772879,0,-0.0158369998162468,0,-0.00252646226888351,0.219655141630568,0,0,0,0,0
X000651.SZ,0,0.133870396783974,0,0,0,0,0,0,0,0.73240626857819,0,0,0,0,0,0,0,0,0,0,-0.0173559824258118,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692564383408351,0.276253511020211,0,0,0,0,0,0,-0.112898038254163,0,0.345984944900521,-0.0538359598550147,0,-0.219961473817397,0,-0.287646497193015,0.00553305642548658,0.0428024945963664,0,0,0,0,0,0
X002415.SZ,0,0,0.0417121075434978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737720521772063,0.00551079540334587,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.110957624512185,0,0,0,0.356935831957285,0,0,0.0470866952129581,0,0,0,0,0,0,0.00564789854394688,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.173174602028369,0,0.124744705797825,0.0964925198447743,0,0.00307903996718245,0.417443814890893,0,0,0,0,0,0.0418491294359264,0,0,0.0209023900761438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296195627921175,0,0,-0.0110606641016891,0.0175865157357547,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0757944205233994,0.0728446279691381,0,0,0,-0.0491342600371022,0,0,0,0,0.0996583140167439,0,0,-0.012748545836551,0,0,0,0.082362360862969,-1.73472347597681e-18,0,0,0.0205069617010572,0,0,0,0,0,0,0,-0.00350207570074208,0.126241945737135,0,-0.0484195188503758,0,0.0646235767352821,0,0,0.0412904756164848,-0.0164109340465109,0.129234393627236,0,0,0,0,0
X002304.SZ,0,0.00578469463324478,0,0,0,0,0,0,0,0,0,0,0.2705156130517,0,0.253659710505544,0.15056351353272,0,0,0.0454793438484743,0.0551263455976477,0,0,0,0,0.00794409812370397,0,0,0,0,3.46944695195361e-18,0.0232225889994677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136266661710251,0,0.00833248919606311,0,0,0,0,0,0
X000725.SZ,0,0,0.119679703445752,0,0,0,0,0,0,0.0637924837698516,0,0,0,0,0,0,0,0,0.076981318206459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699860639498956,0.0714527495928717,0,0,0.304308420514157,0.0295718150410116,0,0,0.0626287038633941,0,0.0327308016050087,-0.00358329377205621,-0.0036710031321216,0.0756938842653054,0,0,0,0,0
X000625.SZ,0,0.130270458142848,0.114447471516072,0,0.217688419014374,0,0,0,0,0,0,0,0.174327412608651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00927767892400317,0.0301651270295274,0.0235331949922739,0,0,0,0,-0.0316855620408217,0,0,0.0389684744190895,-0.041955826749047,0,0,0,0,0,0
X000063.SZ,0,0.0701669485458445,0.117901956844979,0,0,0,0,0,0,0,0,0,0,0.0195191147171376,0,0,0,0,0,0.275814811520645,0,0,0,0,0,0,0.0314646354733493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120547452744543,0,0,-0.0576154615744275,0,0,8.34612042721701e-05,0,0,0,0,-0.106888347708938,0,0
X600690.SH,0.00400591385989654,0,0.00971568484848711,0,0.0340578093033715,0,0,0,0.115752469300642,0.212289209677483,0,0,0,0.171371844245305,0,0,0,0,0.233035463046147,0,0,0,0,0.0967287666620088,0,3.46944695195361e-18,0,0,0,0,0,0,0.00282887833586101,0,0,0,0,0,0.15436351460349,0,0,0,0,0,0.0186807549300494,0,0.0249188500754541,-0.157097447035831,-0.214351163593642,0,0,-0.0072016850843626,0,0,0,0,0,0
X600703.SH,0,0,0,0.0581943899895699,0.089500595132068,0,0,0,0.000613486938708357,0,0,0,0,0.0268710344054523,0,0,0,0,-0.0774298083105384,0,0,0,0,0.282381295799952,0,0,0,0,0,-0.115792776425378,0,0,0,0,0,-0.125068772261491,0.199459067796025,0,0,0,0,0,0.0936766021240413,0,-0.0939107563695217,0.138067848834763,0,0,0,0,-0.0255710397878323,-0.0113261562478213,0,0,0,0,0,0
X600741.SH,0,0.522594186690932,0,0,0,0,0.0850842282173524,-0.0835400259310776,0,0,0,0,0,0,0,0,0,0.002580238472072,0,0,-0.0396929295178529,0,0,0,-0.0772884402022022,0,0,0,0,0,0,0,0,0,0,-0.0597757879502597,0,-3.46944695195361e-18,0,0,-0.0517792094355581,0,0,0,0.0336072405886358,0,0,0.12170248779551,0.171753488681409,-0.0465945870316647,-0.0156643346007585,0.000545790949784331,0,0,0,0.0282174415275683,0,0
X600031.SH,0,0,0.0127986211977359,0.00236233581587908,0,0,0,0,0,0,0.133611450162258,0,0,0,0,0,0,0,0,0,0,0,0,0.00718672459275845,0.170917000633749,0,0.463668728884577,0,0,0,0,0,0,0,0,-0.0369149546557386,0,0,0,0,0,0,0,-0.110651371231873,-0.0260223345652255,0.338633883570342,0,0,0,-0.0429712581787176,0,0.00323525763986839,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.466599205762134,0,0.029162201235039,0.0265779679293894,0,0,0,0,0,-0.00149033898030124,0,0,0,0,0,0.00428041613902456,0.114491571012273,0,0,0,0.0915727999061361,0,0,0,0,0,0,0,0,0,0.0514719314129278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286157167943489,-0.0052644154265413,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.143059411937307,0,0,0,0,0.23528893048298,-0.0641214957738195,0,0,0,0,0.037923725387917,0.182107903301525,0,0,0,0,0.055179914408347,0,0,0,0,0,0,0,0,0,0,0,0,0.0631197293268992,0.357784927348923,0,0,0,0,0,0.106825905731713,0,0,0.081470029612929,0,0.0241520734416296,-0.0154512084464251,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.00687819394494075,0,0,0,0,0,0,0.00240537897251574,0,0,0.0179484786287978,0,-2.16840434497101e-19,0.000254993159718428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00845161120107282,0,0,0,0,0,-0.0246189218892961,0.042466263093644,-0.00625547308931413,0.000545663194768531,0,0,0,0,0.0042444793574248,0.014044098668085,0.0213242147761486,0,0,0,-0.0383832139297,0,0
X002475.SZ,0,0.0948656560278456,-0.118031020136881,0,0,0,0,0,0,0,0,0,0,0.00734831238916285,0,0,0,0,0.108830601866912,-0.0903561052833836,0.000752527130150706,0,0,0,0.043472247958279,0,0,0,0,0,0.12242857230028,0,0,0,0,0.168121551348253,0,0,0,0,0,0,0,-0.115634526928093,0.213682169882218,0,0.167171600669525,0,0,0,-0.0604048872670541,0.0286996132246968,0.118745158937449,0,0,0,0,0
X002241.SZ,0.245509651744039,0,0,0,0,0,0,0.0367444718496402,0,0,0,0,0,0,0.00366539925246252,0.222401248033703,0,1.38777878078145e-17,0,0.0488966755738193,0.224387552335147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347685932858108,0,0,0,0.00614136295194504,0,0,-0.340613239533648,0,-0.0940349911865655,0.055254041987074,0,0.24429363959815,0,0,0.025122724017376,-0.031953645945719,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.249195188075144,0,0,0.0952605962597758,0,0,0,0,0,0,0,0.469146796023698,0,0,0,0,0,0,0,0,0,0,0.545825830999833,0,0,0.163391921606313,0,0,0.403653110053867,0,0,0,0.136561597423603,0,-4.33680868994202e-19,0,0,0,-0.0999868966436313,-0.0533345435862641,0,0,0,0,0,0,-0.0574417728076614,0.0466855604324664,0,0,0,0,0,0
X002456.SZ,0,0.102299764471067,0,0,0,0,0,0,0,0,0,0,0,0,0.102782672408526,0,0,0.300143666927303,0,0,0,0,0,0,0,0,0,0,0,0,0.147061072213781,0.0227952192720602,0,0,0,0,0,0,0.266497642516974,0,0,0,0,0.0289391218696719,0,0,0.0576896320479601,0.0138001202637879,0,0,0,-0.0209987216655354,0,0,0,0,0,0
X002236.SZ,0,0,0.0247445039522808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.232829447027597,0,0,0.101628237469234,0,0,0,0,0,0,0,0.582490885005496,0,0,0,0,0,-0.0307481715005977,0,-0.592725402722466,0,-0.393222240106087,0,0,0,0,0,0.080795309414321,0,-0.230456791399178,0,-0.000830828800132045,0,0,0,0.397659062597206,0,0
X600271.SH,0,0,-0.0297543427423201,0,0,0,-0.0472010964176459,0,0,0,0,0,0,0,-0.0633429998047939,0,0,0.00557489493029362,0,0,0,0,0,0,-0.00734102742102815,0,-0.0163335822269199,0,0,0,0,0,0.112622604990442,0.0570125305287458,0,-0.00768285384098251,0,0,0.0498811621410587,0,0.0867868828201095,0,0,-0.0239594520823911,0,0,0,0.0347254550799431,0,0,0,0.0436205853031043,0.169283537432578,0,0,0,0,0
X600118.SH,0,0,0,0.157921916840304,0,0,0,0,0,0,0,0.16839104888158,0,0.0320911201194644,0,0,0,0,0,0.171808318453633,0,0,0,0,0,0,0,0.0495282551289749,0,0,0.0369758205377204,0,0,0,0,0,0,0,0,0.142314191846284,0,0,0,0,0,0,0.152271451554008,0,0,0,0,0,0,0,0,0,0,0
