,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X600183.SH,X000596.SZ,X002007.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X000100.SZ,X300142.SZ,X000066.SZ,X002463.SZ,X002008.SZ,X300136.SZ,X002179.SZ,X300124.SZ,X600271.SH,X000625.SZ,X600867.SH,X300014.SZ,X002506.SZ,X600177.SH,X000977.SZ,X002129.SZ,X600498.SH,X002049.SZ,X600066.SH,X002456.SZ,X002371.SZ,X002180.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,-0.00736771873859375,0.0600400902432872,0,0,0,0.591777974488102,0,0,0,-0.0457761760574194,0,-0.0355505266215982,0,0.027446883080116,0,0.0576457604737302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656370260057658,0,0,0,0.0410739571748002,0,0,0,0,0.0128737009667197,0,0,0,0,0,0,0,0,0.00572503914891832,0,0
X000858.SZ,0.239600411969626,0,0,0,0,0,0,0,0,0.020986318505768,0,0.425021793182195,0,0,0,0,0.149349736313944,0,0.00537272651868551,0,0,0,0,0,0,0.0245569426739279,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117142531915,0,0,0,0.0259760859951965,0,0,0,0.0648616728704506,0,0,0,0,0.0108923322499084,0,0,0,0,-0.000538335106047483,0,0
X600276.SH,0,0,0,0,0,0,0,0.0748177145458619,0,0,0,0.194685082939494,0,0,-8.67361737988404e-19,0.107221312296306,0,0.103483729348945,0,0,0,0.035920632701246,0,0,0,0,0,0,0.0593974695303709,-2.71050543121376e-20,0,0.0399501654444217,0,0,0,0,0,0.0257572224427577,-0.0271629999150373,0.0397849223000715,0,0,0,0,0,0,0,0,0,0,0,0.000342812673273829,0,0,0,0,0.0375685329664163,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289795547969288,0,-0.0966955760201559,0.0474874141735353,0,0,0.0919156787697132,0,0,0,0,0,0,0.0535384412327595,-0.0376374043488343,-0.0493345557861478,-0.0264457269627783,0,0.168588508221159,0,0,0,1.73472347597681e-18,0.0673678473233968,0,0,0.027142000074262,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0174354942308978,0,0,0,0,0.0124967887041717,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.164556425899975,0,0,6.93889390390723e-18,0,0,0,0.109648893190831,0,0,0,0,0.0335814440764813,0,0,0.137885153173226,0,0.533904977923614,0,0,0,0,0,0,-0.00670529142341059,0,0,0,0,-0.0278757773196775,-0.00661819108350504,0,0,0,0.00597095162543343,0.0359952863315896,0.00511828782711326,0,-0.075595694004733,0,0,0,0,0.00717370803453191,0,0,0,0,-0.00745862348778494,0,0
X600104.SH,0,0,0,0,0,0,0.0281313335475337,0,0,0,0,0,0,0,0,0.182795833640564,0,0,0,0,-0.102947402574209,0,0,0.0776291375921484,0,0,0,0,0,0,-2.71050543121376e-20,0.0555394927535313,0.0251293181371158,0,0,0,0,-0.0603393753764898,0,0,0,0,0,0,0.0635795857907171,0,0,0,0,0,0,-0.0119969004674144,0,0,0,0,0.00558494826607249,0,0
X003816.SZ,0,0,0.197238676117815,0,0,0,0,0.0249876086391934,0,0,0,0,0,0,0,0,0,0,0.09024293138522,0,-0.1214013425563,0,0,0.0109910806667675,0.0860859822194622,0,-0.26174490619764,0,0,-0.157654798983052,-0.0672158659476858,0,0.0646423358713238,0,0,0,0,0,-0.0310175335908734,0,0,0,0,0,0.134574765275744,0,0,0,0,0,0,0.0239059198073274,0,0,0,0,0.0782926893995111,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0967448371702208,0,0.120793671024807,0,0,0,0.136541390566455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666475254796173,0.0258098948506426,0.18918841818801,0.104871592811289,0,0,0,0,0,0,-0.0854227189908576,0,-0.0451098017923198,0,0,0.0474521327859903,0,0.192895116763199,0,0,0,0,0.0252066370052034,0,0,0,0,-0.0214183965622359,0,0
X002304.SZ,0,0,0.154765720563048,0,0.0751973097632568,0,0.165650693718067,0.0686979516161846,0,0,0,0.1332299081578,0,0,0,0.0357627615931172,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00497399977493009,-0.0176769484079921,0,0,0,0,0,0,0.104785277315016,-0.00563913738622476,0,0,0,-0.013124868807503,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061958542284795,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.392777979956456,0.0916618537655962,0,0,0,0,0.0421510910518433,0,0,0,0,0,0,0,0,0.450514327202108,0,0,0,0.121688825461337,0,-0.123225691983771,0,0,0,0.2276752414452,0,0,0,0,0,0,0,0.0772463092882325,0,0,0,0,0,0,0,-0.00669110209998716,0,0,0,0,-0.0952851169927812,0,0
