,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X000338.SZ,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X002456.SZ,X600118.SH,X600177.SH,X002085.SZ,X002292.SZ,X000157.SZ,X600372.SH,X300124.SZ,X300003.SZ,X000559.SZ,X002007.SZ,X600867.SH,X002426.SZ,X002294.SZ,X600089.SH,X002506.SZ,X600522.SH,X002180.SZ,X000623.SZ,X601877.SH,X002074.SZ,X300136.SZ,X000981.SZ,X002508.SZ,X600498.SH,X000550.SZ,X000869.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0160385828456061,0.321650580560014,0,0,0.0376260251337938,0,0.0108507176361066,0.0967087503689809,0,0.00545027801452667,0,0.034595642186259,0,0.0114317384727772,0,0,0,0,0.0410924567483538,0,0,0,0,0,0,0,0,0,0,0,-0.0268443682765211,0,0,0,0,0,0.0331022905063532,0,0,0.059209415918671,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0334744936860151,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.11852110935517,0,0.175019325012556,0,0,0.0630520598932663,0,-0.0138850506576466,0.0284661729069524,0.0350151162690146,0,0.0453894097499597,0.166096292777345,0,0,0,0,0,0,0,0,0,-0.145568081179902,0,0,0,0,0,0,0,0,0,0,-0.167786883302184,0,0,0.0194685207741834,0.063692240137713,0,0,0,0.0196574938634862,0,0,0,0,0,0,0
X000651.SZ,0,0.0814569726136603,0,0,0,0,0,0.067916850475534,0,0.143358603612854,0.486399949191099,0,0,0,0,0,0,0,0,0,0,-0.0281145524758201,0,0,0,0,0,0,-0.0936759754228639,0,0,0,0,0.0764880895990697,0,0,0,0,0,0.252621981701184,0,-0.0401794992632692,0,0.0753040213307618,0,0.0304405693028548,0,0,0,0,0.0484797711113015,0.161732866346888,0,0,0,-0.344326606563086,0,0
X002415.SZ,0.154575452204629,0,0,0,0,0,0,0,-0.208641060407111,0,-0.011659703641341,0,0.112381448112319,0.246075164648537,0,-0.01102103832202,0,0,0,0,0,0,0,0,0,0,0,-0.0133633449677498,0,0,0,0,0,0,-0.110939685153573,0,0,0,0.0722755898820655,0,0,0,0,0.280275647209151,0.396707426588907,0,0,0,0,0,-0.0211190288563972,-0.000541141192919025,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.00324165378372457,0,0,0,0,0,0.0950412496287865,0.431563406327715,0,0,0,0,0,0,0.0489701611897225,0,0,0,0,0,0,0,0,0,0.0496945081594052,0,0,0,0,0,0,0,0,0,0.129189871570455,0,0,0,0,0,0.130365654194078,0,0,0,0.00685599066967246,0,0,0,0,0,0
X600276.SH,0,0,0.0447525312024353,0.0194088743443411,0,0,0,-0.00716731161026677,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0358972090781576,0,0,-0.0282886276903319,0,0,0,0,0,0,0,0,0,0.277002014761124,0,0,0,0.016323430078007,0,0.109083717003001,0,0,0.224013262779675,0,0,-0.112285757239163,0,0,0,-0.00578463489235433,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.320371815044521,0,0,0,0,0,0,0.0368419350071736,0,0,0,0.0421466147828026,0.0702093810336769,0,0,0,0,0,0,0,0,0,0,0.0341487038556038,0,0,0.0113267983943824,0,0,0,0,0,0,0,0,0.0709478478446661,0,0,0,0,0,0,0,0.059008373767679,0,0,-0.0217545352022911,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0934818940925187,0,0,0,0,0,0,0,0,0,0,0.038042909357687,0.00943013146704687,0,0,0,0.0863956416278147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573799697952089,0,0,0,0,-0.0222741281395599,0.0120767649246567,0.0594952034570676,0,0.0759295194658146,0.0229880860053273,0.311353779778518,0,0,0,0,0,0.202125785168116,-0.00304411029712145,0,0,0,0,-0.0652616447691351,0,0
X000625.SZ,0,0,0.0865159855408867,0,0.181311926146554,0,0,0,0,0,0,0.170834589133518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981453826616387,0,0,0,0,0,0,0,-0.0830033212419261,0,0,0,0,0,0.029713971962916,0.0438693988673441,0,0,0,0,0,0.0181429690833148,0,0,0.0532615909069689,8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0.0509499220809375,0.0527808359354552,0,0,0,0,0,0,0,0,0,0,0.0418239362653951,0,0,0.21198875051893,0,0.00118739864058188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288864752502626,0.0237737706919733,0,0,0,0.00499600441354933,0,0.257569857482386,0,0,0,-0.0248440839515593,0,0,0,0,0,0,-0.00086323133948786,0.00263132744144803,0,0,0,-0.267588617724447,0,0
X600690.SH,0,0,0.000257658443610848,0,0.208826308993529,0,0,0,0,0.0746458672586298,0,0,0,0.131035076900086,0.000901996223479514,0,0,0,0.0986992932738391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329112188673812,0,0,0.0556991584534036,0,0,0,0,0,-0.035368394256388,0,0,0,0.0918317583199042,0.0118844414034934,0,0,0,0,0,0
X600741.SH,0,0.0964186812417978,0,0.112000739024013,0,0,0,-0.025905165084734,0.131219702605562,0,0,0,0,0,0,0.0644694741468199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174448713471838,0,0,0,0,0,0,0,0,0,0,0,0,0.0290358337698208,0.129094108441209,0,0,0.012616615409098,-0.0109282733787628,0,0,0,0,0,0
