,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000559.SZ,X600031.SH,X600271.SH,X002241.SZ,X000100.SZ,X600066.SH,X002292.SZ,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600089.SH,X002465.SZ,X600177.SH,X002049.SZ,X300124.SZ,X601877.SH,X000568.SZ,X002506.SZ,X002294.SZ,X600582.SH,X300003.SZ,X002074.SZ,X002129.SZ,X300001.SZ,X000869.SZ,X002085.SZ,X000547.SZ,X600867.SH,X600839.SH,X600498.SH,X000977.SZ,X002276.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0563017551710342,0,0,0,0.0283013178109113,0,0,0,0,0,0,0,0,0,-0.0771694923201459,0,0,0,0.0687575736492933,0,0,0,0,0,0,0,0,0.115774120925581,-0.0198349683597734,0,0,0,0.0414013775636176,0,0,0,0,0,0,0,0,0.0101478855927069,0,0,0,-0.0424319540953841,0.0169560628627033,0,0,-0.0306888451501181,0.0397714856986973,0,-0.0347367959354059,0,0,0,0
X600104.SH,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.277224427440606,0.0568777352085005,0.139523010134777,0,0,0,0,0,0,0,0,0,0,0,0.0316295651493322,0,0.0962127596306371,0.0453515113638855,0,0,0.0456991147520414,0,0,0,0,0,0,0,0,0.018853665356817,0,0,-0.0191586713398465,0,0,0,0,-0.162214843002328,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0523160444600363,0,0,0,0,0,0.144932748276646,0,-0.0549660978029103,0,0.0827727821197859,0,0,0.112924843480949,0,0,0,0,0.0322548906418351,0,0,0,0,0.085101238441589,0.196821099416146,0,0,0,0,0,0,0,0,0,0,-0.0649335616466515,0,0,0,0,0.0308957962454994,0,0,0,0,0,-0.0145510695949536,-0.028188359740915,0,0,0,0
X000651.SZ,0,0,0,0,0,0.16458935404561,0,0,0,0,0,0,0,0,0,0,0,0.289307561987605,0,-0.00516006898274808,0,0,0,0,0.0946798186033613,0,0,-0.0843216025724197,0.103794922443229,0.0492922660394575,0,0,0,8.67361737988404e-19,-0.0579427406803153,0.0195759883648578,0,-0.00933139407393279,0,0.0411953222706673,0,0,0,0,0.122064889721609,0,0,0,0,0,-0.00816794350749149,0.0445856083949986,0,-0.136668679844575,0,0,0,0
X000725.SZ,0,0,0,0.0130809997767269,0,0,0,0,0.149521317466878,0,0,0,0,0.02075600545952,0,0,0,0,0,0.0157085539952699,0,0,0,0,0,0.0408635509280997,0,0,0.0559536485356304,0.00277848035264281,0,0,0,0.0202169140213614,0,0,0,0,0.0448627808035198,-3.46944695195361e-18,0,0,0,0,0.202458715190323,0,0,0.038811425051279,0,0,-0.0154319014461249,0,0,0,0,0,0,0
X002304.SZ,0,0.15611736333804,0,0,0,0,0,0,0,0,0.168272999000008,0,0,0,0,0,0,0,0,0.0980775679156011,0.132430019078156,0,0,0,0,0,0,0,0,0.0137482126465566,0,0,0,0.0326608256827583,0,0,0.165127643286066,0,0,-0.128221301757143,0,0,0,0,0,0,0,0,0,0,0,0.0185763379991361,0.00959362029018146,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.194845345791199,0,0,0,0.109091299887244,0,0.000835835764092888,-0.052575825656299,0,0,0,-0.0999069607023584,0,0,0,0,0,0,0,0.0200604562740762,0,0,0,0,1.73472347597681e-18,0,0,0,-0.168728279375877,0,0,0,0.104583502347081,0.132943768916512,0,0,0,-0.0100455600308391,0,0,0,-0.0637292294127386,0.0407867305894226,0,-0.0282736175196735,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0432682225990566,0,0,0,0,0,0,0,0,-0.00661786487114437,0,0,0,0.10991075157713,0,-0.258674034931011,0,0,0,0,0,0,0,-0.0192123189309821,0,0,0,0.0148317886284152,0,0,0.0619649815766823,0.0465200733616563,0,0,0,0,0.0781947165270603,0,0,0,0,0.045834636999416,-0.116544066900015,0,0,0.00844354967152381,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823617524148601,0.0684753411412958,0,0,0.0106273789024156,0,0,0,0,0.0554964840466202,0,0.210350877106463,0,0,0,0,0,0,0,0.125695648046525,0,0,0,0,0,0,0,0.0162002155727696,0.00889861013730358,0,0,0.0111917678643332,-0.00195659634908393,0,0,0,0,0,0
X000625.SZ,0,0.153606757499456,0,0,0,0,0,0,0,0,0,0,0,0.0809009498195067,0,0,0,0,0.00999119191746061,0,0,0,0,0.259136630580197,0.0709326763652572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723492648034753,0,0,0,0.134127546119368,0,0,0,0,0,0,0,-0.0132180486917726,0,0,0,0,0,0,0
X600690.SH,0,0.015612376117211,0,0,0,0.0868967465954424,0,0,0,0,0,0.0461912103203328,0,0,0,0,0,0,0,0,0.0484490045119634,0,0,0.134478876957262,0.0489092543831079,0,0,0,0,0.0264399991772436,0,0,0,0.0202103585459551,0.106784849913225,0,0,-0.0033296290400489,0.00733791805985711,-0.00771135703636578,0,-0.112504446332866,0,0,0,0,-0.0853221110740828,0,0,0,-0.0236424019906853,0,0,0,0,0,0,0
X600703.SH,0,0.214553423435028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437336175776105,0,-1.73472347597681e-18,0,0,0,0,0.0294533303079854,0,0,0,0.0249921295528958,0,0,0,0,0,0,0,0.121466678817324,0,0,0.0624320862364752,0,0,0,0,0,0.0787944401843534,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170444768793635,0.17099508853282,0,0.21877893793626,0,0,0,0,0,0,-0.0190805895224794,0,0,0,0.00531315057217051,0,0.137593956966094,0,0,0,0,0,0,0.169907272004334,0,0,0,0.0313566692679695,0.0956379482637166,0,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0.183554278015026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399731999249163,0,0,0,0,0,0,0,0,0,0,0,0,0.0738505694224046,0.0821332829570379,0,0,0.00202013182358916,0,-3.46944695195361e-18,0,1.38777878078145e-17,0,0.258496288955335,0,0,0,0,0.0825712346928701,0,0.152254018118915,0,0,0,-0.0222655487802812,-0.0178265174515446,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303445630725169,0,0.153925785943594,0,0,0,0,0,0,0.0601592171743894,0,0,0,0,0,0,0,0,0.11235389114634,0,0,0,0,0,0.331627783845852,0,0.016886782639876,0,0,0,-0.00823565023895022,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110377022906279,0,0,0,0,0,0,0.204749775288399,0,0.0784458975705891,0,0,0,0,0,0,0,0,0.126969950220092,0,0,0.0745369065594362,-0.0276626845341307,0,0,0,0,0,-0.13283012284944,0,-0.052376489694093,0.00951019342625107,0.0800195309838878,0,0,0,0,0
