,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X000338.SZ,X000625.SZ,X601877.SH,X002456.SZ,X600487.SH,X002241.SZ,X600066.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X600089.SH,X002085.SZ,X000981.SZ,X000157.SZ,X000596.SZ,X600498.SH,X600177.SH,X600699.SH,X600566.SH,X002179.SZ,X000661.SZ,X002129.SZ,X600118.SH,X002049.SZ,X600584.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0649055635032149,0,0.566500632635946,0,0,0.255452347168687,0.0908584944237448,0,0,0,0,0,0,0,-0.107683366096884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818921372249277,0,0.0536535520583821,0,0,0,0,-0.0233876895708768,0,0,-0.0264445903325522,0.0483599280989816,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.224827887993548,0,0,0,0,0,-1.73472347597681e-18,0,0.187892870184648,0.0998324215417045,0,0,0,0,0,0.0257665588725756,0,0,0,0,0.109222617638562,0,0,0,0,0,0,0.107561065562756,0,0.0665280017186972,0,0,0,0,0,-0.0119370100163128,0,0,-0.0296262079780448,0.0333417637844867,0,0,0,0,-0.121639584078688,0,0,-0.0283281910497201,0.0236363530303132,0,0,0,0,0,0
X002415.SZ,0,0.0519524725564234,0,0,0,0,0,0,0,0,0.0147269862635972,0,0.0111656549328196,0,0,0.118986733632835,0.0208753098727353,0,0.0502127625418362,0,0.179128813928564,0,0,0.331261558822268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145534302056766,0.0111906958964533,0,0,0.0952254359597675,0,0,-0.00532384261364001,-0.00460532333672051,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.17279957345875,0,0,0,0.457244820937277,0,-0.0193328876601507,0,0,0.0795569397688547,0,0,0,0.0313424456364013,0,0,0,0,-0.0309787999478311,0.137371370371717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142056733442039,0,0,0,0,0,0,0
X000651.SZ,0,0.044554073606926,0,0.237124651497,0,0,0,0,0.0205630938014107,0,0.00833776032206235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208191266724539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01946621856992,0,-0.00450299928312541,0.0279261072275973,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.437295547166381,0,0,-0.149976766221166,0,0,0.0623424608070986,-0.0618609741775367,0,0,0,0,0,0,0,0,0,0.0194222370184333,0.330491956258453,0,-0.0342247097868087,0,0.282869793319104,0.256400734882539,0,0,0,0,0,0,0.224419715859758,0,0,0,0.0310418082447879,0,0,0,0,-0.0728264979531067,0.0839684267904363,0,0,-0.0590972044918367,0.0967059295438884,0,0,0,0,0,0
X600276.SH,0.0334065965954954,0,0,0,0,0,0,0.00842868469715137,0,0,0.310327425796037,0,0,0,0,0,0,0,0,-0.0595298317886672,0,0,0,0.0666234791068017,0,0,0,0.132497805953599,0,0,0,0,0,0,0,0,0,0,0.0134225706825396,0,0,0,0,0,0,0,0,-0.140008423512158,0,0.0730761266692133,0,-0.0187750945594554,0.0515673928369132,0,0,0,0,0,0
X002304.SZ,0.244402492507157,0,0,0.179766982064739,0,0,0,0,0,0,0,0.259870519280281,0.0413491132689276,0,0,-0.018386729902178,0,0,0,0,0,-0.0292441867380811,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0329704797515248,0,0,0,0,0,0,0,0,0,0,0.148663608653667,0,0,0,-0.0392539363232166,0,0,-0.00974711112578237,0,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.111596797031103,0,0.375952882992934,0,0,0,0,0,0,0,0,0,0.206043795408838,0,0,0,0,0,0.10845759168556,0,0.0117838798856847,-0.0870115773230391,0,0,0,0,-0.0376540481633424,0.181950973518597,0,0.135205669248308,0,0,0,0,0,0,0.246121329761666,0,0.133165802892818,0,0,0,0,0,0.159506567503527,0.0737346100253382,0,0,-0.0101068186819028,0,0,0,0,0,0,0
X600690.SH,0,0.3184355396545,0,0,0.204672651900637,0,0.20946649228548,0,0,0,0,0.0155002080968195,0.150747738361394,0,-0.0487934133001704,0,0,0,0,0,0,0,0,0.0754368234557917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233732385288064,-0.00290475586708083,0,0,0,0,0,0
