,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002508.SZ,X300136.SZ,X002008.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600271.SH,X002294.SZ,X600522.SH,X600177.SH,X600487.SH,X000157.SZ,X600118.SH,X600867.SH,X600699.SH,X600566.SH,X600372.SH,X600809.SH,X000981.SZ,X002007.SZ,X000559.SZ,X002074.SZ,X000050.SZ,X000066.SZ,X300115.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0218783159248457,0,-0.0169203861371723,0,0,0,0,0,0,0,0.232859273011903,0,0,0,0,0,0.00967457731151301,0,0,0,-0.055947108358375,0.0479774891710004,0,0,0,0.0746171531292902,0.0762037139779501,-0.0676748906169837,0,0,0,0.0999591323346264,0,0,0,0,0,0,0.327194918072651,0,0,0,0,0,0,0.0639311269873871,0.130668899492893,0,-0.00792300782931991,0,0,0,0,-0.0606522261992723,0,0
X600104.SH,0,0,0,0.346192514179717,0,-0.0390146174405166,0,0.0239023199536012,0,0.0940555913494897,0,0.220494846595172,0.0709426471654401,0,0,0,0,-0.0306790464522403,0,0,0,0,0,0,0,-0.198272426829013,0,0.0651253265737287,0,0,-0.051244852544203,0,0,0,-0.0986913518934086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175927074040466,0.019666403635011,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.223309657420511,0.14616406729128,0.166928429923673,0,0,0,0,0.00566394069049188,0,0.0409101789799246,0.372788119498427,0,0,0,0,0,0,0,0,0,0.21910448541298,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.163543406136825,0,0,0,0,0,-0.0721654609646527,-0.022788430201978,0,0,0,0,0,-0.00232893747584282,0,-0.108781008724062,0,0,0,0,0
X000651.SZ,0,0.0585957161793952,0,0,0.11229192953315,0.0782295444656214,0,0,0,0,0,0,0,0,0.0321363963836557,0,0,0,0,0,0.203248072911277,0,0,0,0.0277284896092161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283704731398409,0,0,0,0,0,0.0328155421208361,0,0,0,0,0,-0.00139173951015903,-0.00849347814859819,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702611294599181,0.101395885110141,0,0,0,0,-0.0346442431526676,0,0.0530273477555673,0,0,0.0194702030798681,0,0,0.0438063911044694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332012612791903,0,0,0,0,0.0315914665624702,0,0,0,0,0.00559443360487169,0,0,0,0,0,0,0
X000725.SZ,0.06975101735433,0,0.0791959747803224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323202127880569,0.23502214078891,0.652572345721537,0,0,0,0,0,0,0,0,0,0.0917795266192066,0,0,0,0,-0.145258466005223,0.0980853781477116,0,0,0,0,0.00915955130741037,0.0244121992471168,0,0,0,0,0,0
X600276.SH,0,0.0999412734573494,0.148658006964172,0,0,0,0,0,0,0,0,0.144699917853587,0,0,-3.46944695195361e-18,0,0,-0.00359043556939027,-0.143088869405612,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.161911610757307,0,0,0,0,0,0,0,0,0,-0.010709182059424,0,0,0,0,0,-0.0397981579148917,0,0,0,0,0.008873073645934,0,0,0,0,0,0,0
X002304.SZ,0.308370888349567,0.312363479890192,0,0,0.0191225476887719,0,0.0554452839913585,0,0,0.254113248469352,0,0,0,0,0,0,-0.50814491181681,0,0,0,0,0,0,0,0,0,0,0.228337896002313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304202498242821,0,-0.326868516094464,0,0,0,0,-0.197666779697007,0,0,-0.0342835938009584,-0.0522226680743334,0,0,0,-0.119762695639259,0,0
X000063.SZ,0,0,0,0,0.0493116436201346,0,0,0,0,0,0.302525452935135,0,0,0,0,0,0,0.11211504270541,0,0,0,0,0,0.121664840056959,0,0,0.0750475847610452,0.0856748525384252,0.090463806905266,0,0,0,0,0,0,0,0,-0.0133688943068148,0,0,0.0953691898127028,0,0,0,0,0,0,0,0.0345138698036433,0,0,-0.015241251787612,0,0,0,0,0,0,0
X600690.SH,0,0.200352442206074,0.0117853296414502,0.0965836526878698,0,0,0,0,0,0,0.00992590589632786,0.309040121428243,0,0,0.191552610494896,0,0,0,0,-0.0655621492814103,0,0,0,0,0,0,-0.0182903942863393,0,0.062887118501742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03133069016611,-0.0254499228157953,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.16175681232142,0.187182733236956,0,0,0,0,0.0166906069720337,0,0,0.470107260429257,0,0,0,0,0,0,0,0,0,0,0,0.0155678044208928,0,0,0,0,0.134322234209042,0,0,-0.139986407332994,0,0,0,0,0,0,0,-0.084220776649969,0,0,0,0,0,0.0261610143909956,-1.0842021724855e-19,0,0,0,0,0,0
X600741.SH,0,0.207739789099099,0,0,0,0,0,0.10780556016009,0.147885570128399,0.123581311497116,0,0,0,-0.0303623907949953,0.234527888938988,0,0,0,0,0,0,-0.106954039726444,0,0,0,-0.0636131466793056,-0.0307955810892284,0,-0.0859251058395909,0,0,0,0,0,0,0,0,0,0,0,0,0.0484168872286391,0,0,0,0,0,-0.105079499969132,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.0291735527661542,0,0.0373321594295494,0,0,0,0,0.133310941158802,0.110848182930702,0,0.273202561206023,0,0,0,0,0,0,0.0729898311679301,-0.226386471341605,0.233000075000704,0,0,0,0,0,-0.198110495358267,0,-0.00104286855069406,0,0,0,0,0,0,0,0,0,0,0,0.0440892365732796,0,0,0,0.051108268944539,0.193399537090435,0,0,0,0,0,0,0.020101060409831,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0150424861721755,0.729574196689743,0,0,0,0,-0.0627466389328157,0,0,0,0,-0.0464257049821085,0,0.0795904816825334,0,0,0,0,0,0,0,0.0565480088781918,0.0216829119198115,0,0,0,0,0,0,0.0149347630210864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468810766226854,0.00259810503972427,0,0,0,0,0,0
X002236.SZ,0,0,0.484530990347441,0,0,-0.223405420137627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383081060776223,0,0,-0.246518589747492,0,0,0.247779170734938,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0107447149674529,0,0,0,0,0,0.0823820462637333,0,0,0.36460172084792,0,0,-0.00396910666280649,0.0596555532128473,0,0,0,0,0,0
X600031.SH,0,0.0695835088251701,0,0,0,0,0,0,0.0735196109815437,0,0,0,0.0235873884182319,0,0,0,3.46944695195361e-18,0,0,0,0,0.0356366137374116,-0.239046895030598,0,0,-0.0179894145832709,0,0,-0.0555046594809995,0,0,0,0,0,0,0.396048036877949,0,0,0.102345071279533,0,0,0,0,0,0,0,0,0,0,0.0147110627578593,0.116328053238942,4.33680868994202e-19,-0.0423558086330591,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566408411329384,0,0,0.0625024223153298,0,0,0,0,0,0,0,0.353129399804094,0.308517673934937,0,0,-0.0101400815824212,0,0,0,0,-0.0407894298791072,0,0,0,-0.0655764963635041,0.0977848140194885,0.105742790518346,0,0,0,0.108398442787432,0,0,0.00451045213277537,0,0,0,0.00868660826949472,0,0,0,0,0,0,0
