,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600809.SH,X600487.SH,X000625.SZ,X000596.SZ,X000661.SZ,X600498.SH,X002456.SZ,X600776.SH,X002007.SZ,X600066.SH,X002179.SZ,X000157.SZ,X300142.SZ,X000050.SZ,X600522.SH,X300146.SZ,X600177.SH,X600089.SH,X300136.SZ,X600867.SH,X600372.SH,X002241.SZ,X600566.SH,X000977.SZ,X002180.SZ,X600118.SH,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.12593811646944,0.149086030922024,0,0,0,0,0,0,0,0,0,0,0,-0.0510683556250775,0,0,0,0,0.0157901883820658,0,0,0,0,0,0,0,0.0865239645717572,0,0,0,0,0,0,0,0,0,0.106534240914299,0,0,0,0.00956411590954915,0,0,0,0,0,0,0,0,-0.0162239208538955,0.0155870405244724,0,0,0,0,0,0
X600104.SH,0,0,0,0.191622379887775,0,0,0,-0.0229994185399118,0,0.140694955061974,0,0,0.288581392980268,0,0,0,0,0,0.093501696768473,0,0,0,0,0,0,0,0,0,0,0,0.00704995171608497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168765790260452,0,0,0,0,0,0.0127736481821219,-0.0471794363058842,0,0,0,-0.0101638754640425,0,0
X002415.SZ,0,0,0,0,0,0,0.118432312894272,0,0,0.0108870243963145,0.102871738173506,0,0,0.0700199956093844,0,-0.0202881973862613,0.0377036661177441,0,0.327920269135679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00670372712692229,0,0,0,0,0,0,-0.0338277803237047,0.0736245793220633,0,0,0,0.0461870665421811,0,0
X000858.SZ,0,0,0.0620041076226123,0,0.0278959239412058,0.0314192199406362,0.0905320837270295,0,0,0,0,0,0,0.30568708504312,0,0,0,0,0.0604399303338481,0,0,0,0,0.0496398310582237,0,0,0.05470029033922,0,0,0,0,0,0,0,0,0,0.0188480443543722,0,0,0,0,0.00575329798021606,0,0,0,0,0,0,0.0437402495804461,0,0,-0.01018321264601,0,0,0,0,-0.019874378834025,0,0
X000651.SZ,0,0.236574733418466,0,0,0,0,0,0,0,0.175110848230173,0,0,-1.73472347597681e-18,0.0552617054616766,0.0212046375771374,0,0,0,0.0701503938033676,0,0,0,0,0,0,0.0547920161253137,0,0,0,0,0.0106788635585287,0,0,0,0,0,0,0,0.0116383487012964,0,0,0.00415966631482897,0,0,0,0,0,0,0,0,0,0,0.0126982256829914,0,0,0,0,0,0
X600276.SH,0.12873421445254,0,0,0,0,0,0,0,0,0,-0.398895855156198,0,0,0,0,0.219239513187182,0,0,0,0,0.286376914861632,0,0,0,0,0,0.216204119505587,0.311515545042326,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0212470947891018,0,0,0,0,0,0,0.183844376075513,0,0,0,0,0,0.0405401953563078,0.0601244986802029,0,0,0,0,0,0
X002304.SZ,0,0,0,0.229723478087246,0,0,0,0,0,0.106458565139033,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.070377266595245,0.212570463537792,0,0,0,0,0.0349015953104205,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.000748359624063074,0,0.241807502529696,0,0,0,0,0,0,0,0,0,0,0,0,0.0236291349016216,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.00723794021469156,0,0.06504867716586,0,0,0,0,0,0.25611690539702,0,0,-0.0179695888092614,0.0142667135249269,0,0,0,0.351324934737228,0,0,0,0,0,0,0,0,0,0,0.0163306918219114,0,0,0.0783123765874694,0,0,0.223097795956621,0,0,0,0,0,0,0,0,0.0284826667295811,0,0,0,0.0775142236381886,0,0,0.00397718239800655,0,0,0,-0.00769468313811265,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0112289934816517,0,0,0,0,0.0428050306414576,0,0.0858139729352489,0,0,0,0.0247459131500082,0,0,0.240042032896358,0.0310543862617446,0,0,0.172978426344555,0.0489041868229429,0,0,0,0,0,0,0,0.125286914716967,0,0,0,0,0.0366586234812511,0,0,0,0,0,0,0,0,0.00776398462847105,0,0,0,0,0.141774643913074,0,0
X600690.SH,0,0.226757547606293,0,0,0.240827292203137,0,0.119967134871472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00433780640966112,0,0,0.0763673245150754,0,0,0,0,0,0,0,0,0,0.0814366059033307,0,0,-0.0226785747526914,0,0,0,0,0,0,0,0,0,0.146138543453218,0,0,0,0,-0.01937417920022,-0.00169747079862172,0,0,0,0,0,0
