,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600177.SH,X002456.SZ,X002475.SZ,X002292.SZ,X002007.SZ,X600372.SH,X000338.SZ,X000559.SZ,X300003.SZ,X002180.SZ,X000157.SZ,X002506.SZ,X600522.SH,X600867.SH,X002074.SZ,X300124.SZ,X002294.SZ,X002085.SZ,X600089.SH,X002426.SZ,X000981.SZ,X601877.SH,X002508.SZ,X600498.SH,X000869.SZ,X002465.SZ,X000050.SZ,X002249.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.416932529634841,0,-3.46944695195361e-18,0,0,0,0,0.268809983803694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388887029740921,0,0,0,0,0.000428868112592535,0,0,0,0,0.0960189694158891,0,0,0.203842290021956,0,-0.0776318434209151,0,0,-0.142633799089646,0,0,0,0,0,0,0,0.00487458432561181,0,0,0,0,0,0,0
X600104.SH,0.0535135159944256,0,0.308219738303594,0,0,0,0,0.259701910051821,0.0995822312257124,0,0.00126045731209762,0,0,0,0,0,0,0,0,0,0,-0.132699762226206,0,0,-0.0304249758270155,0,0,0,0,0.055817235985937,0,-0.0095836485217902,0,0,0,0,0,0,0,0,0.0905336714695652,0,0,0,0.0439835480142235,0,0,0,0,0,0.0596804210995657,0,0,0,0,0,0,0
X002415.SZ,0,0,0,-3.46944695195361e-18,0,0,0,0,0.108864573332131,0,0,0,0,0,0,0.02119790262352,0,0,0,0.0930094290014082,0.0369921112340584,0,0.10675389579269,0,0.0981334950752646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837591489125267,0.0949354508939552,0.0729272861549878,0,0,0,0.0172040347769559,0,0.0207754352182769,-8.67361737988404e-19,0,0,0,0,0,0
X000858.SZ,0.164122022192634,0,0,0,0.172903265099868,0.320587987978171,0,0,0.0694962302044965,0,0.0209841515884478,0.0741765451554043,0,0,0,0.314967430291515,0,0,0,0,0,-0.0137558420043647,0,0,0.0375931486052183,-0.0447419251836378,0,0,0,0,0,0,0,0,0.0372555910789061,0,0,0.0150897846762067,0,0,0,0,0,0.0848454695022436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.720663434733894,0,0,0,0,0,0,0,0,0,0.0403697488298015,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0589827517785838,0,0,0,0.0445955048468707,0,0.021215295090654,0.00400653592019634,0,0,0,0,0,0,-0.0239296926265132,0,0.0132557086083455,0,0,0,0,0,0,0,0,0.00309344163199083,0,0,0,0,0,0,0
X600276.SH,0.0275931496682703,0,0,0.0598204486467317,0,0,0,0,0.111313954711753,0.138940956121867,0,0,0,0,0.0200874471808982,0,0,0,0,0,0,0,-0.0742459644575703,0,0,-0.0331465709286084,0,0,-0.021043879095267,0,0,0,0,0,0.0847590963792122,0,0,0.0208929697469835,0,0,-0.0412661587112428,0,0,0,0,0,-0.0141622688924578,0,0.0289581589586808,0,-0.00952842173919465,-0.00658490869488489,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.015357260294341,0,0,0,0.021691032924261,-6.93889390390723e-18,0,0.0785614392604947,0.0085140239060181,0,0,0,0,0,0,0,0,0,0.154715567822896,0,0,0.00285169717173065,0,0,0,0,0,0,0,0,0,-0.012370814239086,0,0,0,0,0,0,0.164853342155479,0,0.0382974205205884,0,-0.0500598144821036,0.0423397258797756,0,0,0,0,0,0
X000625.SZ,0,0.173857464243784,0,0,0,0,0,0,0.132202866471618,0,0.123431429870416,0.0727723100495128,0,0,0.0526947115451612,0,0,0.120743659261765,0,0,0,0,-0.0756036748087344,0,0,0,0,-0.0396509076148547,0,0,0,0,0.0207407289732957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010855549895784,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.139505346502272,0,0,0,0,0,0,0.0153369809958133,0,0,0,0,0,0,0,0,0,0,0,0,0.00808629167298615,0.153146340122117,0,0,0.0142976181319708,0.0260073223351685,0,0,0,0.0714395612926501,0,0,0,0,0,0,0,0.0454897922742658,0,0,0,0,0,0.0121769159708874,0,0.00800341774371586,0,0,0.0735405467478124,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0947176420561643,0,0,0,0,0.00827468050395464,0,0,0,0,0.0800012120806406,0,0,0,0,0,0,0,0.142047157136173,0,0,0,0,0,0,0,0.0680542345958767,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0407183700322115,0,0.193471949281436,0,0,0.0410417614496023,0,0.00607454364006028,0,-0.00620133112598006,4.33680868994202e-19,0,0,0,0,0,0
X600741.SH,0,0.265548476254376,0,0.146901904778134,0,0,0,0,0,0,0,0,0,0,-0.076823055180087,0,0,0,0,0,0.162701207956601,0.113838107074849,0,0,0,0,0,0.0575636099072851,0,0.0996808252220295,0,0,0,0,0.0123024994902878,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.147544808780962,0,-0.01360551884065,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.164411791912213,0,0,0.314369900712188,0,0,0,0.103037581147138,0,0,0,0,0,0,0,0,0,0,0,0,-0.667052879224615,0.0797725519854586,0,0,0,0.0843540126314608,0,0.219486855494515,0,-0.102716783852532,0,0,0.326399898209506,0,0.189193241741674,0,0,0.0267886762870922,0,0,0,1.73472347597681e-18,0,0,0.0790274693778648,-0.263148889676903,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,-0.0434509312141074,0,0,0,0,0,0.121010928468226,0,0,0.187943403700456,0,0.0951715241463554,-0.0250361470157803,0,0,0,0.0314803736462973,0,0,0,0.134527695816437,0,0.114553035743509,-0.137714008454279,0,0.0370315101280143,0,0,0,0,-0.070762078275506,-0.0945291173427598,0,0,0,0,0,0.0869241291684334,0.00731547579754701,0.129495547928431,0,-0.0613274266734473,0,0,0,0,0,0,0
