,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X600066.SH,X000100.SZ,X002292.SZ,X600177.SH,X002236.SZ,X600031.SH,X002475.SZ,X600118.SH,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X000050.SZ,X002074.SZ,X002456.SZ,X002085.SZ,X002007.SZ,X002294.SZ,X600867.SH,X002426.SZ,X600089.SH,X002249.SZ,X002180.SZ,X000869.SZ,X000981.SZ,X002049.SZ,X002465.SZ,X600699.SH,X002179.SZ,X600498.SH,X601877.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.144906466940784,0,0,0,0,0,0,0,0,0,0.0921797366574034,0,0,0,0.00420919252844666,0,0,0,0,0,0,0,-0.0696228358912781,-0.137002671976027,0,0,0,0,0.0525308682502715,0,0,0.333303505207484,0,0,-0.054398833300638,0,0,0,0,0,0.0635691528864706,-0.117437261149006,0,0,0,-0.0152793043624254,0,-0.0794990354645356,0.0806407250688838,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.161965300863507,0,0.15826584823322,0,0.104670005383999,-0.00941216736112252,0,0,0,0,0.0151050329331767,0,0,0,0,0,0,-0.0247697026766627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106849811835238,0,0,4.33680868994202e-19,0.020046782469411,0.0114396486695809,0,0,0,0.131049317297241,-0.0294513881066219,0,0.099599550579565,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0826177675352164,0,0,0,0.0992156433320886,0,0,0.0916943074689782,0,0,0,0,0,0,0,0,0,0.00945661770917144,0,0,0,0.000520241255052048,0.0449762026213977,0.0676459012859017,0,0,0,0,0,0,0.118350405560577,0,0,0,0.0167237937429129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.139187564073285,0,0,0,0.226046727234265,0,0,0,0,0.0816489625366907,0,0,0.0733042568241367,0.0183324374094894,0,0,0,0,0,0,0,0,0.0024401657421115,0,0.0618624428105263,0,0,0,0,0,0,-0.0454922709053693,0,0,0.0106790620809288,0,0,0.0509641060918197,0,0,-0.0940557057481723,0.0866679201016712,0.048601807306732,0,0,0,0,0,0,0,0.00189351915532925,0,0,0,0,0,0,0
X002304.SZ,0.242112731589737,0,0,0.233077218877572,0,0,0,0,0,0,0.159528398936193,0,0,0,0,0,0,0,0,0,0,0,0.136179181807884,0,-0.0299459259450817,0,0,0,0,0,-0.011754827078571,0,0.0249795983542691,0,0.138886427154645,0,0,0,0,0,-0.0561911128979921,0,0,0.129546398599527,0,-0.055265816236372,0.173446829978545,0,0,0,0.00251897867019244,0,0,0,0,0,0,0
X600276.SH,0,0.24395071310015,0,0,0,0,0,0,0,0.124634313439593,0,0,0,0,0.0632789043923338,0,0,0,0,0,-0.0236132777275196,0,0,0,-0.0630276227004005,0.0695035542767353,0,0,0,0,-0.0286828636436069,0.0753704557290612,0,0,0,0,0,0,0,0,-0.0301795059403101,0,-0.0542402036334836,0.0422749118037067,0,0,0,0.198427619516556,0,0,-0.0263035842131078,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0013908200222498,0,0,0,0,0,0.0940211015744455,0,0,0,0,0,0,0.137730083482813,0.124375281759856,0.0423524607450283,0,0,0,0,0.0397713088697256,0.0209280178231931,0.0557806834191601,0,0,0,0,0,0,0,0,0,0.0218517168103678,0,0,0,0,0,0,0,-0.000631714359128152,0,0,0,0,0,0,0
X000625.SZ,0,0.15412683471519,0,0.305533890303366,0,0,0,0,0,0,0,0,0,0.0581333049174463,0,0,0,0.00691276170637772,0,0,0.107842773199641,0,0,-0.192352876850235,0.118216540277048,-0.0889830228815865,0,0,0,-0.0184340395486844,0.239876124214404,0,0,0,0,0,0,0.0289105033029565,0,0,0,0,0.0354430662631928,0,0,0,0,-0.0619433276418342,0,0,0.109697699622372,0,0,0,0,0,0,0
X000063.SZ,0.0828187895385261,0,0,0.284998941887637,0,0,0,0.259443394208339,0,0,0,0,0,0,0,0,0,0.265008184631219,0,0.188901288555171,0.227939729866165,0,0,0,0,0,0,0,0,0,0,0,0,0.0354758651449684,0,0,-0.141110894460262,0,0,0,0.0400208413491685,0,0,0,0,0,0,0,0,0,-0.0547232423476429,0,0,0,0,0,0,0
X600690.SH,0,0,0.0388448226322786,0,0,0,0,0,0,0,0,0.0161421964916129,0,0,0,0,0,0,0,0,0,0,-0.128125549429909,0,0,0,0,0,0,0,0.027929179308172,0,0,0,0.0324220655377815,0,0,0,0.410499057573045,0,0,0.11868599488705,0,0,0,0.0292201245490415,0.0530983432142132,0,0,0,0.00288047349320373,0,0,0,0,0,0,0
