,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002475.SZ,X002241.SZ,X002236.SZ,X600271.SH,X600118.SH,X601877.SH,X600177.SH,X002085.SZ,X600372.SH,X002456.SZ,X000157.SZ,X300124.SZ,X002007.SZ,X600089.SH,X002294.SZ,X600699.SH,X600522.SH,X600867.SH,X300003.SZ,X002180.SZ,X000559.SZ,X002508.SZ,X002292.SZ,X000066.SZ,X600498.SH,X002074.SZ,X002426.SZ,X000623.SZ,X300136.SZ,X000550.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00890412936172762,0.206301467934827,0.0903366213428667,0,0,0.0252500435095985,0.03091335179405,0,0,0,0,0,0,0,0,0.0649557716076471,0,0.127687761523576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432792557927938,0,0,0,0,-0.00345925198978008,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.714898651767811,0,0,0,0,0,0,0,0,0,0,0,0,-0.00432262338360374,0,0.0417195708988296,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626024623393122,-0.0654392251122465,0,0,0,0,-0.163743711698852,0.159629409848807,-0.0776990892015244,-0.048219371081467,-0.00220375152230724,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0944196129905525,0.0182286982869913,0,0.138998434404092,-0.0191331859419311,0,0,0,0,0.119132540478663,0,0,0,0,0,0,0.0708680908486535,0,0,0,0,0.00570393692861607,0,0,0,0,0.121534201593809,0,0,0,0.104760139342447,-0.0390742183332401,0,0,0,0,0,0,0,0.00154787845098754,-0.0251347792315429,0.0181109403988856,0,0,0,0,0,0
X000651.SZ,0,1.38777878078145e-17,0.132999067842952,0,0,0,0,0,0,0.6790258356615,0.542985821337672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357618774596745,0,0,0,0,0.0662544376529788,0,-0.0576036804299908,0.279034025307098,-0.167006576137542,0,0,0,0,0.0379596054485534,0,0,0,0,0,0
X000858.SZ,0.0175811896588681,0,0,0,0,0,0,0,0.147542884871092,0,0,0.081672463290319,-3.46944695195361e-18,0.0427132780463767,0.347382169220534,0,-1.38777878078145e-17,0,0,0,0,0,0,0.103865783300181,0,0,0,0,0,0,0,0,0,0,0.0325457353104182,0,0,0,0,0,0,0.0728679511848605,0,0,0,0,0.0681078648815264,0,-0.032563422756506,0.0105577188798491,0,0.00702116846730771,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0618781995408081,0,0,0,0,0,0.248750136644596,0,0,0,0,0,0,0,0.0918986323170464,3.46944695195361e-18,0.233047864346482,0,0,-0.0868281922532497,0,0,0,0,-0.0199423792536212,0,0,0,0,0,-0.00896855102702103,0,0,0,-0.0120193601499932,0,0,0,0,0,0,0,0.0236026916502932,-0.131102629530238,0,0.0835439163998809,0,0.02039513447814,-0.0337490404141097,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.117486341559355,0,0,0,0,0,0,0.197786688169695,0,0,0.0136773070855204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748475160910908,0,0.037063846879997,-0.0657099530513849,0,0,-0.00961397647051406,0.0173015069074259,0,0,0,0,0,0
X002304.SZ,0,0,0,6.93889390390723e-18,0,0.0323483477778346,0,0,0,0.0499269245060061,0,0,0.420989307235155,0,0.11078511675097,0,0,0,0,0,0,0,0,0,0,0,0,0.0281070206357845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487502387660365,0,0,0,0,0,0.0663723520552337,0,-0.0533272464801575,0.00662999101389985,8.67361737988404e-19,0,0,0,0,0,0
X000625.SZ,0,0.197308329460598,0,0.124176600569478,0.148278987000878,0.0265498793185287,0,0,0,0,0,0,0,0.128727716569876,0,0,0,0,0,0,0,0,0,0.0592236239784201,0,0,0,-0.0125268975444796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250729095375756,0,0,-0.00219179800968481,-0.0106513610967063,0,0,0,0,0,0
X000063.SZ,0.148749697772753,0,0,0.216472305778109,0,0,0,0,0,0,0,0,0,0,0,0,0.0736506286821109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566879291267003,0,0,0.0773969954429039,0,0,0,0,0,0,0,0,0,-0.0857055719921663,-0.246803301928678,0.151907780674542,0,0.00122944412228661,0,0,0,0,0,0,0
