,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X300124.SZ,X002371.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X002049.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X000157.SZ,X600884.SH,X600702.SH,X600460.SH,X601799.SH,X600487.SH,X000799.SZ,X300003.SZ,X002236.SZ,X002414.SZ,X600584.SH,X600563.SH,X600372.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0315534517184608,0.02691470417286,0.208310883401217,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826622903148824,-0.0215264741500141,-0.0148169597016567,0,0.0227508369589357,0,0,0,0,0,0.101136204489566,0,0,-0.0350852667563386,0.0391750794519769,-0.0438572424769974,0,0,0,0,0,0,0,0,0.00712750518775036,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.20000272724131,0.0508233009510924,0,0,0,0,-0.0520989298051203,0,0,0,0.0708473541835543,0,0,-0.00193362792052517,0.0545421883418823,0.0494037938395113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268125663161672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232945814376178,0,0,0,0,0,0
X600809.SH,0,0,0,0.0797778148399966,0.0647747508070033,0,0,0,0.00434524011124303,0,0,0,-0.164558211590499,0.0609034782826594,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0903931805754411,0,0,0,0,0,0,0,0,0,0.105081554503737,0,-0.150024319392106,0,0,0,0,0,0.0261768969775052,0,0,0,0.0484920220837922,-0.0382462120221172,-0.00182071298035402,0,0,0,0,0,0
X000568.SZ,0,0,0.208816489693987,0,0,0,0.0159365989556616,0,0,0,0,0,0,0,0,0.0346896301425907,0,0,0,0,0,0,0,0,0,0.032144014088856,0,0,0.0318221012250358,0,0,0,0,0,0,0,0,0,0.274286053086915,0,0,0,0.0845592328312257,0.0331756344809386,0,0,0,-0.0127187615619744,0,0,0,-0.0183491815626296,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.082757190721242,0,0,-0.153799683903993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12983625037689,0,0.115397023764052,0.0686543360114361,0,0,0,0,0.197618062178722,0,0,0,0,0.0543178514331726,0,0.533555591107383,0,0.250964208744094,-0.0705450472212665,0,0,0,0.0169640212411781,0,0,0,0,-0.0277044859987046,0,0
X002304.SZ,0,0.228659186168841,0,0,0,0,0,0.0213698721171075,0,0,0,0,0.0888529124742495,-0.0154899619933399,0,0,0,0,0.0207326817239329,0,0,0,0,0,0,0,0,-0.054542143733688,0.0333370775071837,0.0944203750998311,0,0,0,0.0596205563743791,0,0,0,0,0.156178548379916,0,0,0,0,0,0,-0.128940500762824,0,0,0,0.013460723339897,0,0.00993292978841897,0.0218837881694201,0,0,0,0,0,0
X600690.SH,0,0,0,0.136697025323299,0,0,0,0,0,0.0910797771209769,0,0,0,-0.0685514531465217,0,0,0,0,-0.0536332997708,0,0,0,0,0,0,0.00665821461737395,0,0,0,-3.46944695195361e-18,0,0,-0.134093339020361,0,0,0,0,0,0,0,0.0499267474165692,0,0,0.253110906261128,0,0,0.0414850834266517,0,0,0,0,0,-0.0065013036278134,0,0,0,-0.00163294649265973,0,0
X600276.SH,0,0,0,-0.053091636647914,0,0,0,0,0,0,0,0,-0.403501270599841,0,-0.0587772675320489,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.387518986266609,0,0.140534813896817,0,0.0197399437065338,0,0,0,-0.121577006916737,0,0.0869499859921585,0,0,0,0.0429447771575562,-0.118434504958199,0,0,0,-0.0394850728624046,0,-0.080688538899036,0,0,0,0.0572259064756264,-0.108796081637411,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.170583970137986,0.354943636312825,0,0,0,0,0,0.0399856536371308,0,0,0,0,0.13509417751583,0,-0.10374356123432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00566171459305315,0,0,0,0,0.177465337995159,0,0,0,0,0,-0.0129411477889919,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.53670820756649,0.0898076548360866,0.0254775444538356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567547986534852,0,0,0,-0.0471121701134434,0,0,0,0,0,0,0,0,0,0,0,0,0.0549091482670481,0,0,0,-0.0753026738753938,0,0.156812561332727,0,0,0.00461142057233432,0,0,0,0.0302781810711938,0,0
